date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Birmingham 044A,E01009082,1520,503,125,5,8,316,49,213,131,60,22,94,12,12,54,16,662,612,14,0,12,24,48,14,34
2021,Birmingham 141I,E01009083,1608,535,31,12,12,420,60,345,244,58,43,96,22,1,57,16,576,513,12,0,3,48,56,13,43
2021,Birmingham 042A,E01009084,1988,1354,116,9,18,1095,116,78,45,20,13,61,31,5,21,4,428,347,12,0,16,53,67,10,57
2021,Birmingham 042B,E01009085,2104,1701,35,1,16,1496,153,59,26,28,5,28,7,1,12,8,216,200,5,0,0,11,100,7,93
2021,Birmingham 044B,E01009086,2208,1449,108,7,41,1135,158,185,131,47,7,44,21,3,12,8,474,402,17,3,7,45,56,19,37
2021,Birmingham 042C,E01009087,1792,937,52,9,19,749,108,57,36,18,3,75,36,10,12,17,625,522,29,0,5,69,98,29,69
2021,Birmingham 045A,E01009088,1592,482,44,0,7,386,45,90,21,50,19,75,10,0,59,6,903,869,27,1,0,6,42,4,38
2021,Birmingham 042D,E01009089,1792,1225,57,8,53,1026,81,69,38,26,5,54,17,2,19,16,384,341,20,0,0,23,60,17,43
2021,Birmingham 042E,E01009090,2148,1656,68,18,39,1359,172,53,23,23,7,37,6,5,13,13,284,239,11,0,0,34,118,8,110
2021,Birmingham 045B,E01009091,1672,428,56,4,43,258,67,120,37,63,20,82,14,3,49,16,1013,950,19,0,0,44,29,0,29
2021,Birmingham 054A,E01009092,1760,537,78,5,16,367,71,197,71,81,45,117,26,1,68,22,854,774,11,0,6,63,55,11,44
2021,Birmingham 054B,E01009093,1729,483,36,2,20,382,43,132,62,43,27,120,25,10,46,39,958,862,20,6,5,65,36,14,22
2021,Birmingham 054C,E01009094,1614,625,79,7,17,442,80,163,102,41,20,90,29,2,40,19,672,591,16,0,3,62,64,15,49
2021,Birmingham 056A,E01009095,1840,922,37,6,55,741,83,149,32,94,23,85,12,0,38,35,607,522,22,3,2,58,77,23,54
2021,Birmingham 029A,E01009096,1674,34,4,2,6,20,2,158,50,77,31,152,32,5,95,20,1314,1240,31,0,0,43,16,6,10
2021,Birmingham 029B,E01009097,2047,71,15,2,2,39,13,210,69,109,32,187,16,13,134,24,1568,1491,34,0,0,43,11,2,9
2021,Birmingham 025C,E01009098,2113,232,23,51,60,58,40,225,54,128,43,126,24,8,67,27,1459,1365,34,0,0,60,71,16,55
2021,Birmingham 029C,E01009099,1761,46,1,1,8,25,11,162,51,91,20,198,17,11,161,9,1344,1258,19,0,0,67,11,5,6
2021,Birmingham 025D,E01009100,1936,292,18,89,67,96,22,202,60,110,32,128,20,12,80,16,1270,1135,51,0,1,83,44,12,32
2021,Birmingham 029D,E01009101,1521,55,1,6,2,35,11,91,27,49,15,102,9,7,68,18,1252,1199,26,0,0,27,21,0,21
2021,Birmingham 141E,E01009102,1618,243,18,15,21,158,31,208,68,106,34,86,30,0,41,15,1011,851,25,0,5,130,70,11,59
2021,Birmingham 029E,E01009103,1573,33,8,0,5,11,9,138,32,73,33,153,16,6,117,14,1223,1175,21,0,0,27,26,2,24
2021,Birmingham 141D,E01009104,1710,362,27,7,17,247,64,235,106,94,35,102,17,5,60,20,979,817,22,0,8,132,32,3,29
2021,Birmingham 025E,E01009105,1794,161,8,13,56,72,12,154,68,71,15,97,14,9,61,13,1346,1244,40,0,0,62,36,20,16
2021,Birmingham 029F,E01009106,1355,23,0,0,11,8,4,45,16,21,8,64,7,2,47,8,1204,1149,18,0,0,37,19,0,19
2021,Birmingham 128A,E01009107,1674,124,9,17,11,72,15,266,139,96,31,152,33,23,81,15,1067,1009,20,0,0,38,65,26,39
2021,Birmingham 127A,E01009108,1024,68,1,0,38,13,16,38,18,16,4,46,9,5,21,11,841,779,29,0,0,33,31,19,12
2021,Birmingham 123B,E01009109,1408,178,6,7,28,112,25,164,87,46,31,142,16,13,86,27,924,859,16,5,0,44,0,0,0
2021,Birmingham 128B,E01009110,1363,65,5,7,19,10,24,99,41,39,19,72,9,9,49,5,1091,1046,27,1,0,17,36,13,23
2021,Birmingham 127B,E01009111,1544,68,6,9,18,20,15,111,57,42,12,94,19,10,47,18,1214,1167,14,0,5,28,57,1,56
2021,Birmingham 127C,E01009112,1615,48,1,1,20,12,14,94,43,41,10,80,22,2,42,14,1385,1326,21,3,5,30,8,1,7
2021,Birmingham 128C,E01009113,1712,136,29,6,21,58,22,224,152,48,24,136,23,17,75,21,1157,1092,13,3,2,47,59,16,43
2021,Birmingham 128D,E01009114,1409,78,1,7,9,43,18,77,34,29,14,113,8,9,76,20,1120,1060,15,0,0,45,21,6,15
2021,Birmingham 128E,E01009115,1423,48,9,1,19,14,5,90,16,56,18,106,22,3,63,18,1136,1082,17,5,5,27,43,15,28
2021,Birmingham 127D,E01009116,1369,114,0,13,70,29,2,12,5,6,1,50,24,1,9,16,1181,1098,39,0,0,44,12,0,12
2021,Birmingham 126A,E01009117,2072,114,14,13,9,41,37,341,166,131,44,219,20,19,151,29,1330,1244,22,0,1,63,68,16,52
2021,Birmingham 127E,E01009118,1564,70,1,8,20,18,23,88,40,37,11,68,16,14,28,10,1306,1242,22,0,0,42,32,5,27
2021,Birmingham 123C,E01009119,1434,85,3,4,40,29,9,76,31,34,11,76,14,9,47,6,1159,1077,41,0,0,41,38,2,36
2021,Birmingham 123D,E01009120,1758,112,2,19,44,18,29,149,50,38,61,135,15,17,52,51,1353,1269,35,0,4,45,9,3,6
2021,Birmingham 014B,E01009122,1634,123,35,4,13,28,43,187,84,85,18,86,10,5,51,20,1196,1078,16,0,0,102,42,7,35
2021,Birmingham 022A,E01009123,1622,290,42,17,44,154,33,337,174,123,40,76,19,6,35,16,874,691,26,7,3,147,45,19,26
2021,Birmingham 022B,E01009124,2096,268,54,0,14,136,64,773,503,188,82,188,42,23,100,23,772,686,4,0,5,77,95,23,72
2021,Birmingham 022C,E01009125,2038,572,86,2,78,355,51,303,127,139,37,83,12,6,56,9,1012,838,28,0,3,143,68,18,50
2021,Birmingham 026A,E01009126,1485,406,66,14,88,225,13,178,19,116,43,76,19,5,34,18,789,696,14,0,5,74,36,8,28
2021,Birmingham 011A,E01009127,1542,232,44,24,37,102,25,205,60,114,31,70,11,3,38,18,1014,901,13,1,0,99,21,5,16
2021,Birmingham 011B,E01009128,1373,112,24,7,15,37,29,113,39,53,21,54,14,2,35,3,1076,987,17,5,0,67,18,9,9
2021,Birmingham 014C,E01009129,1598,180,23,5,65,36,51,213,86,84,43,80,18,5,45,12,1106,972,24,0,2,108,19,1,18
2021,Birmingham 011C,E01009130,1501,79,14,9,6,39,11,144,61,52,31,84,21,3,42,18,1172,1063,26,0,0,83,22,4,18
2021,Birmingham 011D,E01009131,1472,131,22,22,40,15,32,155,86,55,14,76,10,11,44,11,1075,981,15,0,0,79,35,2,33
2021,Birmingham 014D,E01009132,1550,138,15,8,50,43,22,168,61,76,31,84,20,9,48,7,1131,1017,24,0,5,85,29,6,23
2021,Birmingham 011E,E01009133,1483,146,64,3,37,22,20,177,84,62,31,72,8,12,43,9,1055,967,34,2,1,51,33,6,27
2021,Birmingham 011F,E01009134,1684,158,41,20,12,27,58,201,111,62,28,63,14,2,43,4,1228,1102,36,0,4,86,34,0,34
2021,Birmingham 010A,E01009135,1408,255,19,26,145,21,44,109,21,74,14,54,8,1,24,21,952,863,45,0,0,44,38,12,26
2021,Birmingham 014E,E01009136,1762,155,25,13,48,52,17,218,73,106,39,147,23,7,83,34,1218,1098,31,0,0,89,24,6,18
2021,Birmingham 011G,E01009137,1607,237,20,13,46,112,46,201,106,72,23,85,15,4,53,13,1051,961,22,4,0,64,33,7,26
2021,Birmingham 060A,E01009138,2222,1214,46,29,450,571,118,343,237,74,32,79,16,7,21,35,402,253,17,2,8,122,184,64,120
2021,Birmingham 060B,E01009139,1605,606,0,11,226,309,60,283,190,76,17,58,11,12,15,20,570,413,18,0,7,132,88,22,66
2021,Birmingham 060C,E01009140,2198,829,16,33,408,268,104,314,158,132,24,137,21,9,61,46,725,486,35,0,6,198,193,50,143
2021,Birmingham 137A,E01009141,1924,216,20,24,45,75,52,978,565,312,101,118,13,9,63,33,446,311,17,4,3,111,166,46,120
2021,Birmingham 136A,E01009143,1884,264,8,24,32,49,151,821,612,148,61,162,18,20,72,52,462,320,10,1,2,129,175,51,124
2021,Birmingham 060D,E01009145,1972,834,31,18,405,235,145,331,218,93,20,93,29,13,36,15,523,339,14,9,2,159,191,40,151
2021,Birmingham 136B,E01009146,2302,503,13,223,114,71,82,509,287,175,47,150,30,19,75,26,960,721,27,1,7,204,180,75,105
2021,Birmingham 060E,E01009147,1910,676,20,16,328,247,65,215,129,73,13,97,21,21,30,25,794,600,23,1,8,162,128,25,103
2021,Birmingham 053A,E01009151,2147,1243,16,35,151,922,119,457,319,103,35,92,12,5,30,45,228,151,11,0,3,63,127,19,108
2021,Birmingham 053B,E01009152,1940,1203,33,3,99,941,127,309,180,96,33,45,8,3,23,11,267,152,22,1,5,87,116,34,82
2021,Birmingham 053C,E01009153,2103,485,69,24,123,221,48,611,277,246,88,155,44,18,54,39,679,437,37,1,5,199,173,75,98
2021,Birmingham 125B,E01009155,1326,35,4,9,2,14,6,85,24,44,17,93,19,3,65,6,1091,1061,17,0,0,13,22,9,13
2021,Birmingham 125D,E01009157,1455,45,0,6,3,29,7,121,52,38,31,94,13,4,68,9,1174,1137,25,1,0,11,21,11,10
2021,Birmingham 129A,E01009158,2254,113,7,25,28,37,16,203,90,79,34,117,13,7,73,24,1788,1717,29,0,0,42,33,12,21
2021,Birmingham 130A,E01009159,2286,155,14,48,61,12,20,149,67,61,21,123,28,3,72,20,1835,1750,41,0,0,44,24,12,12
2021,Birmingham 125E,E01009160,1634,60,0,3,13,33,11,188,75,75,38,144,24,8,95,17,1221,1171,13,0,0,37,21,7,14
2021,Birmingham 125F,E01009161,1442,16,1,0,9,2,4,76,25,38,13,75,3,8,56,8,1267,1217,21,0,0,29,8,1,7
2021,Birmingham 124A,E01009162,1601,58,0,6,19,9,24,141,81,47,13,120,22,2,81,15,1224,1155,21,0,0,48,58,5,53
2021,Birmingham 130B,E01009164,1426,35,0,10,13,6,6,58,16,39,3,71,10,3,42,16,1254,1216,20,0,0,18,8,4,4
2021,Birmingham 129C,E01009165,1381,42,13,5,20,2,2,119,87,22,10,112,15,13,74,10,1101,1062,6,0,0,33,7,7,0
2021,Birmingham 131A,E01009166,1319,23,1,0,15,3,4,116,45,51,20,68,13,2,32,21,1099,1073,10,0,0,16,13,5,8
2021,Birmingham 130C,E01009167,1494,30,0,10,12,3,5,81,40,36,5,88,11,1,59,17,1294,1254,12,0,0,28,1,1,0
2021,Birmingham 131B,E01009168,1438,43,1,3,11,23,5,18,2,15,1,49,7,0,38,4,1320,1274,29,0,0,17,8,1,7
2021,Birmingham 129D,E01009169,1669,30,1,2,1,5,21,53,23,19,11,58,16,5,37,0,1500,1463,13,0,0,24,28,0,28
2021,Birmingham 131C,E01009170,1484,25,0,3,0,7,15,16,4,9,3,46,10,4,29,3,1375,1343,13,0,0,19,22,0,22
2021,Birmingham 130D,E01009171,1649,32,3,1,6,12,10,69,24,34,11,86,16,5,54,11,1446,1401,21,0,0,24,16,6,10
2021,Birmingham 119A,E01009172,1466,106,0,12,5,48,41,134,70,48,16,69,8,7,35,19,1082,1019,18,1,0,44,75,36,39
2021,Birmingham 119B,E01009173,1754,137,0,12,21,35,69,141,80,33,28,137,11,16,83,27,1282,1197,16,0,0,69,57,16,41
2021,Birmingham 119C,E01009174,1220,26,0,10,3,8,5,59,26,29,4,94,16,9,62,7,1040,1000,14,0,0,26,1,0,1
2021,Birmingham 104A,E01009175,1451,237,15,8,47,131,36,36,15,21,0,88,47,9,25,7,1050,904,52,0,0,94,40,22,18
2021,Birmingham 105E,E01009176,1740,828,21,3,221,531,52,70,29,25,16,80,18,8,38,16,679,595,35,0,0,49,83,40,43
2021,Birmingham 104B,E01009177,1536,357,18,10,101,216,12,39,5,27,7,91,26,10,29,26,1032,878,51,1,6,96,17,6,11
2021,Birmingham 104C,E01009178,1647,258,11,4,46,170,27,82,28,40,14,115,47,16,27,25,1157,973,70,0,2,112,35,22,13
2021,Birmingham 104D,E01009179,1657,452,4,22,104,303,19,55,7,40,8,65,20,4,24,17,1022,910,63,0,4,45,63,17,46
2021,Birmingham 092A,E01009182,1609,584,17,5,38,444,80,240,99,90,51,90,18,8,36,28,516,416,16,3,3,78,179,118,61
2021,Birmingham 088C,E01009183,1659,778,9,14,286,390,79,46,13,27,6,76,45,3,7,21,673,574,19,0,0,80,86,32,54
2021,Birmingham 092B,E01009184,1535,229,10,13,52,140,14,85,28,53,4,99,34,8,39,18,1067,880,72,2,3,110,55,26,29
2021,Birmingham 093A,E01009185,1726,552,18,15,169,324,26,59,23,30,6,79,34,1,20,24,964,835,37,0,2,90,72,21,51
2021,Birmingham 088D,E01009186,1785,487,26,24,155,243,39,98,24,41,33,134,36,11,52,35,973,856,36,0,0,81,93,29,64
2021,Birmingham 092C,E01009187,1491,215,1,8,59,125,22,72,30,29,13,56,25,1,18,12,1103,979,56,0,3,65,45,11,34
2021,Birmingham 092D,E01009188,1477,281,4,20,85,143,29,41,6,30,5,80,32,3,30,15,1039,927,33,1,0,78,36,0,36
2021,Birmingham 104E,E01009189,1413,254,8,5,69,154,18,54,5,42,7,95,31,0,28,36,978,854,55,0,0,69,32,10,22
2021,Birmingham 052B,E01009192,2775,2317,199,6,38,1719,355,137,93,31,13,38,21,1,13,3,53,34,4,0,0,15,230,46,184
2021,Birmingham 058A,E01009195,2761,2176,96,7,18,1943,112,199,161,35,3,44,6,4,17,17,176,135,10,0,11,20,166,15,151
2021,Birmingham 058C,E01009197,1924,1175,119,6,21,933,96,363,305,47,11,40,16,2,10,12,173,126,5,4,5,33,173,46,127
2021,Birmingham 052D,E01009199,1440,567,189,20,61,254,43,361,229,105,27,101,23,5,33,40,278,196,1,1,1,79,133,79,54
2021,Birmingham 139A,E01009200,1842,793,251,38,83,381,40,527,351,128,48,136,31,33,44,28,255,204,7,0,1,43,131,74,57
2021,Birmingham 043A,E01009201,1950,557,160,32,11,306,48,676,471,147,58,145,32,6,64,43,466,398,34,0,1,33,106,50,56
2021,Birmingham 043B,E01009202,1785,557,85,5,19,431,17,675,390,189,96,123,29,7,65,22,333,268,21,0,0,44,97,14,83
2021,Birmingham 052E,E01009204,2168,352,121,30,18,131,52,1110,826,173,111,129,24,16,49,40,382,313,16,0,7,46,195,67,128
2021,Birmingham 120A,E01009205,1537,68,4,8,18,18,20,41,17,22,2,82,14,14,44,10,1310,1248,42,0,0,20,36,13,23
2021,Birmingham 120B,E01009206,1517,88,5,13,45,3,22,51,33,10,8,39,15,0,15,9,1314,1208,51,0,0,55,25,5,20
2021,Birmingham 124B,E01009207,1626,66,4,17,10,10,25,47,22,17,8,49,6,7,29,7,1441,1343,62,0,0,36,23,8,15
2021,Birmingham 124C,E01009208,1690,78,0,6,37,18,17,71,24,24,23,76,5,11,44,16,1460,1375,38,1,0,46,5,1,4
2021,Birmingham 124D,E01009209,2042,93,8,17,16,20,32,121,52,48,21,131,23,10,80,18,1669,1575,32,3,4,55,28,10,18
2021,Birmingham 126B,E01009210,1818,69,3,23,15,19,9,154,96,45,13,77,7,5,50,15,1503,1427,32,0,0,44,15,0,15
2021,Birmingham 120C,E01009211,1443,89,4,20,35,14,16,65,28,25,12,48,8,4,26,10,1227,1173,20,0,0,34,14,2,12
2021,Birmingham 126C,E01009212,1775,88,13,10,13,21,31,215,153,40,22,64,12,4,45,3,1369,1315,14,0,0,40,39,19,20
2021,Birmingham 124E,E01009213,1608,78,0,10,20,23,25,119,68,28,23,70,11,15,39,5,1322,1233,36,2,1,50,19,2,17
2021,Birmingham 126D,E01009214,1644,78,5,18,7,21,27,132,72,45,15,81,11,5,54,11,1324,1263,12,1,0,48,29,7,22
2021,Birmingham 126E,E01009215,1816,111,6,20,20,22,43,209,115,53,41,85,17,5,50,13,1372,1288,33,0,0,51,39,8,31
2021,Birmingham 131D,E01009216,2067,77,1,2,20,6,48,205,103,50,52,94,17,9,44,24,1633,1570,20,0,0,43,58,17,41
2021,Birmingham 131E,E01009217,1570,43,0,0,9,14,20,16,7,6,3,29,6,4,17,2,1471,1420,33,0,0,18,11,5,6
2021,Birmingham 120D,E01009218,1620,125,0,27,62,11,25,30,7,19,4,76,18,1,44,13,1348,1257,38,0,0,53,41,5,36
2021,Birmingham 120E,E01009219,1465,113,3,34,23,25,28,121,69,41,11,91,16,1,51,23,1108,1027,36,0,0,45,32,6,26
2021,Birmingham 008A,E01009220,1556,117,10,8,73,16,10,91,24,55,12,78,11,2,41,24,1234,1150,21,1,0,62,36,1,35
2021,Birmingham 007A,E01009221,1527,120,6,32,44,32,6,100,37,49,14,85,13,3,48,21,1194,1137,16,0,0,41,28,6,22
2021,Birmingham 008B,E01009222,1524,96,10,5,28,25,28,175,49,86,40,93,14,7,59,13,1132,1066,17,0,0,49,28,8,20
2021,Birmingham 013A,E01009223,1594,209,9,13,122,36,29,88,18,62,8,70,13,1,46,10,1182,1121,16,0,0,45,45,0,45
2021,Birmingham 008C,E01009224,1406,130,29,7,58,23,13,78,33,36,9,46,19,0,22,5,1139,1071,24,0,0,44,13,0,13
2021,Birmingham 013B,E01009225,1633,199,23,7,109,35,25,130,26,74,30,71,16,2,36,17,1197,1136,30,0,0,31,36,0,36
2021,Birmingham 017A,E01009226,1457,120,2,13,54,33,18,124,28,78,18,66,13,4,35,14,1129,1042,27,2,0,58,18,6,12
2021,Birmingham 013C,E01009227,1658,218,21,17,107,59,14,191,41,118,32,61,15,5,34,7,1175,1067,43,0,4,61,13,0,13
2021,Birmingham 013D,E01009228,1555,167,27,16,83,20,21,131,32,78,21,47,9,3,25,10,1193,1105,21,0,1,66,17,0,17
2021,Birmingham 017B,E01009229,1591,176,25,7,42,62,40,139,22,90,27,90,24,3,46,17,1151,1043,25,0,0,83,35,5,30
2021,Birmingham 017C,E01009230,1655,135,9,6,35,44,41,170,54,84,32,71,5,9,45,12,1254,1174,31,0,0,49,25,0,25
2021,Birmingham 017D,E01009231,1937,393,25,7,114,208,39,145,33,107,5,62,24,9,17,12,1291,1197,36,0,0,58,46,11,35
2021,Birmingham 022D,E01009232,1560,351,65,2,102,150,32,241,68,150,23,68,9,6,45,8,873,777,24,0,0,72,27,0,27
2021,Birmingham 008D,E01009233,1619,100,19,10,17,44,10,93,35,40,18,72,20,5,37,10,1346,1298,17,0,0,31,8,4,4
2021,Birmingham 019A,E01009234,1462,214,53,0,92,49,20,126,23,84,19,62,20,5,21,16,1036,946,41,0,0,49,24,4,20
2021,Birmingham 016A,E01009235,1660,603,54,4,307,188,50,174,31,123,20,90,13,3,55,19,717,635,41,0,0,41,76,0,76
2021,Birmingham 019B,E01009236,1552,388,82,11,179,86,30,185,62,100,23,55,15,1,27,12,880,804,33,1,0,42,44,11,33
2021,Birmingham 024A,E01009237,1471,424,53,20,190,131,30,283,77,140,66,90,17,15,41,17,569,462,20,0,4,83,105,32,73
2021,Birmingham 024B,E01009238,1757,734,118,14,264,274,64,190,31,127,32,86,32,0,43,11,670,587,35,0,0,48,77,7,70
2021,Birmingham 033F,E01009239,1474,472,107,6,106,212,41,330,167,122,41,100,22,13,34,31,487,368,12,0,1,106,85,12,73
2021,Birmingham 024C,E01009240,1522,560,98,4,216,206,36,259,59,160,40,85,15,7,27,36,547,450,17,0,2,78,71,9,62
2021,Birmingham 024D,E01009241,1781,864,188,10,210,387,69,309,98,157,54,98,29,0,39,30,436,343,22,0,1,70,74,10,64
2021,Birmingham 024E,E01009242,2071,1131,191,7,278,568,87,375,164,184,27,65,13,8,13,31,412,263,19,0,10,120,88,21,67
2021,Birmingham 016B,E01009243,1821,456,92,13,238,86,27,255,56,179,20,83,13,1,61,8,996,905,24,0,2,65,31,4,27
2021,Birmingham 019C,E01009244,1885,284,60,11,138,41,34,219,58,125,36,109,15,6,63,25,1212,1121,24,2,5,60,61,8,53
2021,Birmingham 016C,E01009245,1472,428,44,18,239,95,32,203,48,129,26,83,7,4,53,19,697,644,25,0,1,27,61,20,41
2021,Birmingham 016D,E01009246,1557,367,74,16,184,66,27,204,45,130,29,64,15,9,25,15,894,826,28,0,0,40,28,4,24
2021,Birmingham 016E,E01009247,1559,395,77,10,200,82,26,223,36,158,29,87,18,3,48,18,813,710,24,0,3,76,41,6,35
2021,Birmingham 019D,E01009248,1759,245,56,2,91,69,27,163,31,115,17,96,10,2,65,19,1221,1152,17,2,5,45,34,6,28
2021,Birmingham 080A,E01009249,1591,197,14,18,92,58,15,193,91,66,36,125,25,15,66,19,1028,926,42,0,0,60,48,6,42
2021,Birmingham 080B,E01009250,1715,217,14,8,122,40,33,85,37,41,7,105,23,10,45,27,1272,1190,31,0,0,51,36,6,30
2021,Birmingham 080C,E01009251,1494,257,6,13,171,36,31,92,33,53,6,84,17,9,48,10,1004,893,42,0,1,68,57,24,33
2021,Birmingham 073C,E01009252,1627,424,2,29,277,58,58,54,31,12,11,60,24,6,19,11,997,865,40,0,2,90,92,15,77
2021,Birmingham 080D,E01009253,1604,292,8,21,179,45,39,105,40,56,9,59,23,5,24,7,1072,963,19,0,0,90,76,10,66
2021,Birmingham 085C,E01009254,1940,362,23,27,157,102,53,245,145,84,16,114,24,21,47,22,1062,925,54,1,4,78,157,45,112
2021,Birmingham 080E,E01009255,1543,227,28,10,102,54,33,198,55,118,25,108,12,10,66,20,951,836,25,0,9,81,59,5,54
2021,Birmingham 085D,E01009256,1676,285,28,13,118,83,43,193,116,56,21,108,15,6,78,9,994,888,9,1,12,84,96,29,67
2021,Birmingham 080F,E01009257,1624,310,54,22,117,72,45,201,97,74,30,125,12,8,69,36,907,824,20,0,4,59,81,29,52
2021,Birmingham 085E,E01009258,1519,158,8,16,24,48,62,228,108,82,38,106,21,10,52,23,983,866,22,1,0,94,44,1,43
2021,Birmingham 094E,E01009259,1700,145,20,10,20,26,69,337,135,149,53,114,21,10,63,20,1038,934,30,0,0,74,66,30,36
2021,Birmingham 073D,E01009260,1592,785,2,36,563,102,82,44,17,22,5,34,13,3,15,3,576,498,21,0,4,53,153,31,122
2021,Birmingham 073E,E01009261,1747,492,10,23,308,102,49,105,38,50,17,99,35,11,34,19,944,820,28,0,0,96,107,25,82
2021,Birmingham 133A,E01009262,1789,1149,114,6,665,297,67,216,53,134,29,49,8,10,8,23,233,161,14,4,9,45,142,10,132
2021,Birmingham 032C,E01009263,1627,720,86,25,329,224,56,372,112,200,60,77,24,5,24,24,355,258,6,0,7,84,103,15,88
2021,Birmingham 032D,E01009264,1830,328,62,12,149,77,28,445,191,219,35,96,21,39,21,15,906,663,8,1,2,232,55,16,39
2021,Birmingham 032E,E01009265,1798,1026,102,13,594,242,75,255,59,161,35,74,30,1,30,13,306,215,10,0,0,81,137,16,121
2021,Birmingham 034A,E01009266,1778,946,185,9,475,198,79,253,72,160,21,71,17,5,35,14,368,184,13,7,16,148,140,12,128
2021,Birmingham 133B,E01009267,1795,1181,110,8,780,156,127,155,47,91,17,37,14,0,16,7,273,210,11,1,0,51,149,1,148
2021,Birmingham 036A,E01009268,1472,956,126,0,611,148,71,175,61,97,17,30,6,0,13,11,184,72,3,0,7,102,127,3,124
2021,Birmingham 034B,E01009269,1475,663,32,0,401,148,82,275,130,118,27,77,24,2,27,24,331,139,18,5,12,157,129,11,118
2021,Birmingham 034C,E01009270,2006,1118,137,6,340,557,78,479,186,240,53,97,19,8,41,29,197,116,5,0,0,76,115,16,99
2021,Birmingham 034D,E01009271,1621,904,152,0,489,199,64,304,76,184,44,54,10,8,23,13,259,100,3,8,2,146,100,13,87
2021,Birmingham 036B,E01009272,1392,596,56,1,332,140,67,364,112,193,59,75,0,3,48,24,253,134,8,0,7,104,104,16,88
2021,Birmingham 034E,E01009273,1586,994,192,0,458,244,100,274,49,183,42,34,1,1,11,21,189,88,3,0,7,91,95,1,94
2021,Birmingham 036C,E01009274,2063,1140,188,4,645,225,78,439,156,241,42,98,15,9,41,33,228,129,2,0,7,90,158,5,153
2021,Birmingham 039A,E01009275,1790,1057,344,7,313,331,62,394,213,132,49,45,14,1,23,7,167,78,1,3,2,83,127,37,90
2021,Birmingham 133C,E01009276,1658,1049,25,7,688,259,70,188,49,128,11,46,12,1,20,13,242,180,5,0,2,55,133,5,128
2021,Birmingham 133D,E01009278,1738,1097,105,3,663,251,75,172,19,112,41,74,20,9,26,19,245,172,10,0,4,59,150,8,142
2021,Birmingham 133E,E01009279,1591,1049,83,4,707,200,55,161,45,104,12,48,13,3,12,20,167,134,6,0,0,27,166,10,156
2021,Birmingham 100A,E01009280,1724,240,23,40,85,54,38,73,35,31,7,110,23,7,45,35,1266,1126,48,0,0,92,35,4,31
2021,Birmingham 099A,E01009281,1544,150,5,42,33,5,65,43,7,31,5,87,27,6,30,24,1240,1155,21,1,3,60,24,3,21
2021,Birmingham 100B,E01009282,1714,291,54,25,45,144,23,161,38,65,58,118,16,2,62,38,1120,983,58,4,4,71,24,3,21
2021,Birmingham 079E,E01009283,1766,377,29,73,109,124,42,95,43,44,8,102,9,12,39,42,1097,900,35,0,1,161,95,30,65
2021,Birmingham 096A,E01009284,4344,1016,46,359,314,130,167,518,353,139,26,259,79,37,90,53,2402,2099,45,2,5,251,149,41,108
2021,Birmingham 096C,E01009286,2405,289,17,35,145,53,39,104,72,25,7,147,65,15,35,32,1820,1661,33,3,2,121,45,16,29
2021,Birmingham 100C,E01009288,1347,372,15,79,159,90,29,45,17,24,4,63,11,9,28,15,811,671,61,0,1,78,56,20,36
2021,Birmingham 096E,E01009289,2519,391,63,69,157,44,58,134,94,33,7,145,71,9,45,20,1759,1610,30,1,1,117,90,43,47
2021,Birmingham 096F,E01009290,2428,238,9,43,101,31,54,130,101,28,1,123,53,6,36,28,1857,1661,26,1,2,167,80,5,75
2021,Birmingham 095D,E01009291,1476,165,5,16,36,41,67,87,54,26,7,82,20,9,42,11,1100,942,25,0,1,132,42,16,26
2021,Birmingham 099B,E01009292,1573,321,3,71,131,51,65,90,51,28,11,88,38,5,23,22,1002,841,22,1,2,136,72,34,38
2021,Birmingham 100D,E01009293,1545,360,79,7,52,179,43,107,72,25,10,94,21,16,34,23,929,794,31,0,3,101,55,26,29
2021,Birmingham 099C,E01009294,1932,248,5,52,96,44,51,146,77,52,17,101,51,7,29,14,1368,1201,29,3,2,133,69,26,43
2021,Birmingham 099D,E01009295,1691,427,34,86,156,106,45,137,80,45,12,76,25,7,25,19,973,838,27,5,7,96,78,33,45
