date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Stockport 002,E02001188,8652,711,37,83,72,451,68,274,152,88,34,332,71,69,138,54,7194,6740,202,0,10,242,141,22,119
2021,Stockport 003,E02001189,8299,321,17,74,51,140,39,94,43,35,16,255,63,45,94,53,7536,7092,273,2,3,166,93,22,71
2021,Stockport 004,E02001190,7961,311,14,27,60,120,90,242,147,25,70,246,62,50,81,53,6985,6546,81,3,6,349,177,26,151
2021,Stockport 005,E02001191,5743,65,11,21,23,4,6,27,15,7,5,103,25,17,50,11,5521,5395,37,0,0,89,27,8,19
2021,Stockport 006,E02001192,6557,653,38,99,71,356,89,67,35,22,10,180,63,30,44,43,5566,5060,238,6,4,258,91,21,70
2021,Stockport 007,E02001193,6411,432,14,52,78,222,66,123,70,35,18,206,44,33,74,55,5560,5180,117,9,11,243,90,44,46
2021,Stockport 008,E02001194,6375,573,30,77,124,276,66,61,32,20,9,207,90,24,38,55,5393,4961,230,1,7,194,141,62,79
2021,Stockport 009,E02001195,7551,154,1,31,31,52,39,24,11,11,2,131,34,18,52,27,7196,6996,70,1,3,126,46,7,39
2021,Stockport 010,E02001196,7831,83,3,16,13,23,28,57,24,25,8,153,49,10,42,52,7501,7293,63,5,1,139,37,6,31
2021,Stockport 011,E02001197,6277,516,20,55,128,254,59,67,30,37,0,220,73,28,74,45,5308,4894,178,0,2,234,166,41,125
2021,Stockport 012,E02001198,7524,187,10,33,54,56,34,72,59,11,2,176,49,23,64,40,7066,6882,57,0,1,126,23,7,16
2021,Stockport 013,E02001199,7904,1277,102,68,179,804,124,90,52,29,9,271,98,46,50,77,6013,5488,262,3,2,258,253,90,163
2021,Stockport 014,E02001200,7887,833,15,35,146,463,174,401,289,45,67,271,75,48,93,55,6193,5706,94,4,5,384,189,59,130
2021,Stockport 015,E02001201,5788,109,3,24,31,25,26,25,12,9,4,113,24,20,52,17,5519,5378,44,3,2,92,22,10,12
2021,Stockport 016,E02001202,6452,380,8,35,105,156,76,141,92,33,16,292,51,104,85,52,5517,5176,67,0,14,260,122,28,94
2021,Stockport 017,E02001203,5861,36,0,5,19,4,8,10,7,3,0,104,45,14,28,17,5702,5547,62,3,1,89,9,2,7
2021,Stockport 018,E02001204,8925,412,37,59,77,190,49,99,48,33,18,264,78,55,83,48,8049,7705,106,0,0,238,101,31,70
2021,Stockport 019,E02001205,8427,332,19,66,60,103,84,86,61,21,4,208,53,28,75,52,7717,7447,58,2,5,205,84,27,57
2021,Stockport 020,E02001206,7270,129,3,23,35,27,41,23,12,7,4,143,43,23,36,41,6939,6752,45,0,0,142,36,6,30
2021,Stockport 021,E02001207,6847,227,9,39,59,95,25,21,8,10,3,99,27,18,30,24,6457,6292,65,1,2,97,43,15,28
2021,Stockport 022,E02001208,7570,438,36,39,58,211,94,86,42,27,17,228,70,41,69,48,6703,6402,113,1,7,180,115,41,74
2021,Stockport 023,E02001209,7768,505,18,46,88,252,101,84,57,22,5,256,70,48,71,67,6805,6495,82,2,6,220,118,29,89
2021,Stockport 024,E02001210,7436,309,8,49,80,99,73,92,58,22,12,123,36,22,35,30,6844,6661,51,6,0,126,68,19,49
2021,Stockport 025,E02001211,6670,1129,73,112,128,746,70,49,29,16,4,215,90,15,29,81,4960,4638,107,0,3,212,317,119,198
2021,Stockport 026,E02001212,6989,730,28,60,94,406,142,160,116,19,25,215,44,55,52,64,5778,5465,60,8,1,244,106,40,66
2021,Stockport 027,E02001213,9922,606,14,93,259,127,113,103,58,39,6,276,84,27,99,66,8800,8477,121,1,4,197,137,32,105
2021,Stockport 028,E02001214,8020,1921,102,91,415,1178,135,112,69,26,17,248,104,23,52,69,5310,4957,99,4,0,250,429,181,248
2021,Stockport 029,E02001215,5970,60,9,6,6,13,26,14,3,7,4,84,23,12,20,29,5780,5620,66,3,0,91,32,8,24
2021,Stockport 030,E02001216,7843,726,41,86,159,295,145,68,33,24,11,199,54,36,56,53,6698,6382,122,6,4,184,152,43,109
2021,Stockport 031,E02001217,6759,408,25,38,191,90,64,73,55,12,6,153,32,38,56,27,6012,5731,53,5,7,216,113,38,75
2021,Stockport 032,E02001218,6022,484,4,55,200,161,64,74,43,14,17,157,81,14,25,37,5187,4927,81,0,1,178,120,14,106
2021,Stockport 033,E02001219,5283,181,8,34,75,35,29,23,15,5,3,74,35,5,14,20,4972,4829,65,0,0,78,33,14,19
2021,Stockport 034,E02001220,5675,529,6,87,100,276,60,44,21,19,4,157,53,25,44,35,4778,4552,62,0,5,159,167,59,108
2021,Stockport 035,E02001221,5863,188,13,34,42,71,28,25,7,13,5,85,30,6,21,28,5549,5389,55,0,6,99,16,4,12
2021,Stockport 036,E02001222,6480,1842,73,72,261,1380,56,56,28,11,17,175,67,30,35,43,4264,4059,79,0,0,126,143,49,94
2021,Stockport 037,E02001223,6666,571,18,80,166,190,117,33,27,6,0,144,65,10,18,51,5771,5580,88,1,4,98,147,42,105
2021,Stockport 038,E02001224,5784,111,12,15,31,37,16,23,10,7,6,56,23,6,13,14,5567,5441,64,0,0,62,27,5,22
2021,Stockport 039,E02001225,7374,512,23,90,163,180,56,59,43,15,1,173,77,19,38,39,6551,6340,84,0,0,127,79,19,60
2021,Stockport 040,E02001226,7181,1512,42,80,225,1087,78,61,40,9,12,239,73,41,47,78,5126,4858,74,2,0,192,243,134,109
2021,Stockport 041,E02001227,5690,315,11,81,121,83,19,22,7,10,5,94,38,7,18,31,5183,5017,67,0,2,97,76,24,52
2021,Stockport 042,E02001228,6260,393,7,76,127,109,74,46,18,24,4,141,52,24,30,35,5594,5411,75,0,0,108,86,30,56
2021,Tameside 001,E02001229,10306,228,61,17,28,95,27,82,56,18,8,162,45,31,52,34,9795,9515,78,0,4,198,39,20,19
2021,Tameside 002,E02001230,5870,1327,91,48,518,647,23,117,90,14,13,101,46,15,26,14,4295,4162,21,0,0,112,30,5,25
2021,Tameside 003,E02001231,7098,162,33,21,61,27,20,66,53,8,5,131,63,28,28,12,6725,6554,50,0,2,119,14,2,12
2021,Tameside 004,E02001232,8695,1433,86,36,481,738,92,368,317,21,30,201,55,36,59,51,6542,6142,25,3,11,361,151,26,125
2021,Tameside 005,E02001233,7991,1297,158,23,355,734,27,153,115,12,26,156,46,20,65,25,6319,6097,25,0,0,197,66,25,41
2021,Tameside 006,E02001234,7939,1166,178,25,256,612,95,223,173,19,31,166,50,39,46,31,6273,5821,25,5,7,415,111,24,87
2021,Tameside 007,E02001235,7215,1330,119,37,353,740,81,149,115,19,15,151,77,14,25,35,5506,5165,34,0,1,306,79,18,61
2021,Tameside 008,E02001236,6115,306,20,21,146,95,24,200,170,9,21,139,51,25,46,17,5412,5248,19,3,0,142,58,29,29
2021,Tameside 009,E02001237,7217,227,27,31,38,109,22,77,50,13,14,139,48,10,45,36,6759,6566,35,0,0,158,15,8,7
2021,Tameside 010,E02001238,7992,368,28,112,79,131,18,219,159,27,33,208,44,31,92,41,7150,6909,72,4,2,163,47,5,42
2021,Tameside 011,E02001239,9539,486,43,132,52,188,71,417,350,32,35,274,51,55,122,46,8228,7862,79,18,10,259,134,40,94
2021,Tameside 012,E02001240,6383,363,29,143,54,94,43,307,245,42,20,216,38,34,94,50,5429,5166,51,5,10,197,68,25,43
2021,Tameside 013,E02001241,11204,4233,644,69,331,2999,190,572,492,30,50,282,78,66,72,66,5845,5163,60,0,6,616,272,74,198
2021,Tameside 014,E02001242,7056,645,26,118,114,344,43,193,148,20,25,189,38,26,94,31,5966,5781,46,0,1,138,63,34,29
2021,Tameside 015,E02001243,8235,375,8,30,159,155,23,81,60,14,7,111,32,19,39,21,7635,7418,52,2,6,157,33,9,24
2021,Tameside 016,E02001244,5408,190,22,14,52,95,7,41,28,9,4,90,34,19,23,14,5062,4980,42,1,0,39,25,8,17
2021,Tameside 017,E02001245,8046,368,66,55,131,96,20,201,169,15,17,151,39,17,47,48,7249,6974,36,8,3,228,77,13,64
2021,Tameside 018,E02001246,7434,251,40,15,80,101,15,150,122,15,13,133,34,31,39,29,6852,6676,42,1,5,128,48,9,39
2021,Tameside 019,E02001247,7417,368,53,43,55,165,52,234,197,22,15,205,42,42,93,28,6539,6298,60,6,9,166,71,23,48
2021,Tameside 020,E02001248,11983,977,668,44,81,125,59,219,169,33,17,273,104,50,99,20,10410,10145,49,4,4,208,104,20,84
2021,Tameside 021,E02001249,6372,286,40,68,68,86,24,206,146,42,18,144,25,22,75,22,5666,5416,46,13,1,190,70,20,50
2021,Tameside 022,E02001250,6479,175,61,14,30,48,22,53,39,11,3,123,32,25,41,25,6087,5962,39,0,0,86,41,14,27
2021,Tameside 023,E02001251,6095,115,6,52,18,24,15,33,21,11,1,67,19,9,22,17,5857,5691,54,1,0,111,23,8,15
2021,Tameside 024,E02001252,7540,227,18,47,26,93,43,84,37,35,12,197,46,25,97,29,6999,6728,173,0,2,96,33,6,27
2021,Tameside 025,E02001253,5013,144,39,35,22,39,9,104,63,24,17,107,14,23,57,13,4608,4498,44,1,2,63,50,6,44
2021,Tameside 026,E02001254,5634,159,31,30,15,56,27,59,44,11,4,125,25,20,59,21,5270,5120,50,2,0,98,21,3,18
2021,Tameside 027,E02001255,7682,129,13,28,29,27,32,249,198,32,19,172,26,40,74,32,7082,6811,53,0,4,214,50,30,20
2021,Tameside 028,E02001256,10545,3416,3048,52,51,200,65,152,110,23,19,190,59,26,70,35,6700,6420,52,24,12,192,87,19,68
2021,Tameside 029,E02001257,9122,213,32,34,29,73,45,216,143,22,51,225,38,38,116,33,8430,8142,91,10,3,184,38,12,26
2021,Tameside 030,E02001258,7437,232,155,9,22,29,17,52,40,5,7,123,41,20,34,28,6993,6875,35,1,0,82,37,7,30
2021,Trafford 001,E02001259,11724,3947,120,148,1756,1605,318,2064,941,882,241,787,127,114,294,252,4077,3153,164,6,14,740,849,365,484
2021,Trafford 002,E02001260,7576,413,1,95,160,113,44,148,43,84,21,238,56,26,103,53,6702,6396,180,1,0,125,75,38,37
2021,Trafford 003,E02001261,8878,1595,32,89,377,962,135,855,303,434,118,584,86,71,299,128,5528,4720,273,6,7,522,316,105,211
2021,Trafford 004,E02001262,8673,3211,35,79,674,2240,183,809,171,536,102,433,107,39,156,131,3783,3173,224,2,1,383,437,175,262
2021,Trafford 005,E02001263,8392,273,4,75,110,60,24,100,37,51,12,211,49,19,68,75,7748,7465,146,2,0,135,60,33,27
2021,Trafford 006,E02001264,8655,1644,27,113,444,943,117,488,140,272,76,411,82,30,193,106,5864,5384,241,0,0,239,248,97,151
2021,Trafford 007,E02001265,8195,175,0,38,69,47,21,96,32,48,16,221,52,28,92,49,7651,7422,119,0,3,107,52,23,29
2021,Trafford 008,E02001266,6924,782,14,89,212,367,100,379,135,198,46,378,52,56,165,105,5247,4851,190,1,2,203,138,61,77
2021,Trafford 009,E02001267,7252,293,10,74,106,61,42,127,40,69,18,248,72,26,89,61,6536,6179,187,0,4,166,48,14,34
2021,Trafford 010,E02001268,7044,227,25,40,76,55,31,50,11,29,10,213,55,39,78,41,6527,6267,160,2,0,98,27,11,16
2021,Trafford 011,E02001269,8354,1286,59,94,367,695,71,404,149,195,60,365,87,50,154,74,6051,5313,322,1,0,415,248,97,151
2021,Trafford 012,E02001270,8549,708,19,276,227,99,87,130,88,22,20,248,105,31,64,48,7306,6760,187,3,17,339,157,78,79
2021,Trafford 013,E02001271,6645,380,19,76,128,107,50,124,72,39,13,207,45,23,105,34,5794,5521,107,1,1,164,140,62,78
2021,Trafford 014,E02001272,8026,558,21,134,255,116,32,129,79,36,14,232,99,25,46,62,6969,6518,199,4,7,241,138,60,78
2021,Trafford 015,E02001273,9536,1124,8,350,496,169,101,148,84,44,20,351,127,50,77,97,7702,6902,211,0,25,564,211,66,145
2021,Trafford 016,E02001274,8060,1165,23,251,460,336,95,173,129,34,10,167,54,25,34,54,6255,5860,170,3,3,219,300,143,157
2021,Trafford 017,E02001275,8190,192,4,46,46,52,44,220,138,54,28,314,60,40,156,58,7423,7144,87,5,0,187,41,15,26
2021,Trafford 018,E02001276,8116,753,22,222,260,134,115,250,154,73,23,332,71,37,150,74,6565,6195,100,1,4,265,216,109,107
2021,Trafford 019,E02001277,9353,1361,24,375,520,342,100,365,260,71,34,457,96,60,189,112,6839,6401,126,0,3,309,331,190,141
2021,Trafford 020,E02001278,8693,1317,19,460,479,274,85,175,110,49,16,266,113,28,66,59,6764,6312,183,1,0,268,171,70,101
2021,Trafford 021,E02001279,8284,799,20,222,329,172,56,97,68,21,8,226,102,10,44,70,7024,6726,117,0,0,181,138,60,78
2021,Trafford 022,E02001280,8399,983,8,124,404,334,113,192,113,55,24,283,57,47,117,62,6785,6406,83,1,1,294,156,78,78
2021,Trafford 023,E02001281,7736,620,7,173,224,170,46,69,31,23,15,177,74,18,38,47,6743,6449,155,1,1,137,127,43,84
2021,Trafford 024,E02001282,10103,1268,25,350,505,286,102,120,82,24,14,340,137,53,81,69,8141,7419,188,2,22,510,234,119,115
2021,Trafford 025,E02001283,9513,1278,17,311,501,337,112,99,63,30,6,368,179,35,69,85,7554,6891,197,0,16,450,214,89,125
2021,Trafford 026,E02001284,8151,603,32,114,187,206,64,61,31,16,14,257,107,10,68,72,7111,6607,208,0,4,292,119,40,79
2021,Trafford 027,E02001285,7758,700,6,158,265,208,63,90,49,27,14,238,80,34,52,72,6539,6066,194,2,0,277,191,97,94
2021,Trafford 028,E02001286,8276,1931,32,234,576,989,100,127,88,23,16,291,114,41,50,86,5527,5049,164,0,0,314,400,124,276
2021,Wigan 001,E02001287,6627,102,0,22,43,22,15,17,12,0,5,58,19,7,22,10,6409,6293,34,0,6,76,41,24,17
2021,Wigan 002,E02001288,8336,146,6,32,54,22,32,47,36,8,3,92,38,13,18,23,7980,7808,38,0,2,132,71,18,53
2021,Wigan 003,E02001289,10175,99,0,9,66,4,20,27,14,9,4,108,40,20,24,24,9923,9779,55,6,4,79,18,4,14
2021,Wigan 004,E02001290,6127,97,0,21,29,15,32,26,18,4,4,76,33,9,12,22,5909,5821,14,2,0,72,19,1,18
2021,Wigan 005,E02001291,7813,148,8,22,44,39,35,102,79,4,19,107,22,23,25,37,7394,7085,30,5,1,273,62,19,43
2021,Wigan 006,E02001292,8031,386,16,19,229,35,87,97,80,9,8,113,32,41,23,17,7337,7087,39,1,16,194,98,29,69
2021,Wigan 007,E02001293,6261,57,0,3,27,3,24,51,43,3,5,54,12,14,16,12,6054,5890,24,2,0,138,45,12,33
2021,Wigan 008,E02001294,7997,251,12,37,102,23,77,113,94,5,14,135,42,19,41,33,7390,7072,29,5,8,276,108,35,73
2021,Wigan 009,E02001295,7232,168,1,22,35,27,83,190,145,12,33,80,28,17,9,26,6663,6126,32,14,6,485,131,55,76
2021,Wigan 010,E02001296,9047,151,12,28,35,28,48,314,255,7,52,147,35,49,26,37,8312,7618,34,2,4,654,123,56,67
2021,Wigan 011,E02001297,6603,63,6,13,6,10,28,36,35,0,1,53,24,7,9,13,6408,6212,16,6,3,171,43,19,24
2021,Wigan 012,E02001298,8123,116,0,24,17,35,40,137,117,10,10,130,40,30,34,26,7635,7026,16,13,20,560,105,40,65
2021,Wigan 013,E02001299,8690,125,0,28,24,41,32,32,24,6,2,92,27,14,30,21,8401,8243,27,9,12,110,40,2,38
2021,Wigan 014,E02001300,7888,118,2,30,27,24,35,67,50,9,8,94,25,24,21,24,7571,7317,16,9,1,228,38,7,31
2021,Wigan 015,E02001301,9033,204,7,55,44,25,73,148,121,8,19,157,45,37,33,42,8378,7973,30,16,22,337,146,24,122
2021,Wigan 016,E02001302,7989,81,5,17,24,18,17,43,31,4,8,96,42,11,20,23,7734,7576,24,3,0,131,35,6,29
2021,Wigan 017,E02001303,9031,164,5,24,47,62,26,295,245,17,33,145,40,33,50,22,8381,7982,29,5,9,356,46,18,28
2021,Wigan 018,E02001304,12764,101,0,16,38,8,39,40,27,9,4,108,34,24,21,29,12474,12329,48,1,3,93,41,3,38
2021,Wigan 019,E02001305,8520,128,1,39,33,26,29,31,27,3,1,111,40,12,32,27,8221,8042,22,0,5,152,29,10,19
2021,Wigan 020,E02001306,7149,64,8,7,10,24,15,41,36,0,5,69,34,7,14,14,6945,6819,33,1,0,92,30,16,14
2021,Wigan 021,E02001307,11654,118,1,30,30,25,32,38,33,4,1,101,29,17,27,28,11374,11246,43,1,0,84,23,11,12
2021,Wigan 022,E02001308,5972,74,0,36,13,12,13,74,58,7,9,63,19,9,22,13,5725,5595,41,1,4,84,36,8,28
2021,Wigan 023,E02001309,8354,162,3,39,56,27,37,106,84,8,14,122,31,29,37,25,7913,7699,24,32,10,148,51,6,45
2021,Wigan 024,E02001310,9222,170,2,32,25,35,76,171,137,15,19,104,24,21,33,26,8725,8271,19,15,20,400,52,21,31
2021,Wigan 025,E02001311,8196,151,4,70,13,26,38,147,104,22,21,169,35,41,53,40,7665,7365,54,1,5,240,64,26,38
2021,Wigan 026,E02001312,8684,131,11,10,18,44,48,108,82,11,15,155,52,26,48,29,8236,7937,36,25,2,236,54,8,46
2021,Wigan 027,E02001313,8171,173,6,46,40,21,60,196,147,14,35,142,35,36,36,35,7599,7187,23,22,16,351,61,16,45
2021,Wigan 028,E02001314,8006,145,2,55,33,24,31,85,67,11,7,146,31,26,51,38,7588,7385,72,0,6,125,42,12,30
2021,Wigan 029,E02001315,9443,270,5,107,77,42,39,145,126,16,3,183,40,39,70,34,8785,8483,83,1,11,207,60,27,33
2021,Wigan 030,E02001316,7359,500,4,43,39,317,97,257,222,17,18,206,57,55,54,40,6207,5652,18,9,46,482,189,53,136
2021,Wigan 031,E02001317,9010,243,12,38,51,97,45,154,116,15,23,126,42,24,29,31,8433,8081,44,8,14,286,54,19,35
2021,Wigan 032,E02001318,7828,45,0,9,8,2,26,43,35,3,5,62,15,13,15,19,7649,7531,25,3,7,83,29,7,22
2021,Wigan 033,E02001319,8321,171,9,49,36,36,41,134,95,15,24,143,42,34,28,39,7805,7418,31,11,6,339,68,21,47
2021,Wigan 034,E02001320,7390,141,1,29,32,50,29,89,66,11,12,116,34,20,29,33,7000,6801,30,4,8,157,44,6,38
2021,Wigan 035,E02001321,8005,46,0,7,7,8,24,25,17,8,0,63,22,8,15,18,7841,7711,15,2,1,112,30,12,18
2021,Wigan 036,E02001322,7201,66,1,21,13,13,18,8,2,4,2,30,12,5,6,7,7071,6931,45,5,0,90,26,10,16
2021,Wigan 037,E02001323,7707,125,1,34,19,35,36,89,69,3,17,105,33,19,20,33,7325,7123,25,3,6,168,63,17,46
2021,Wigan 038,E02001324,8270,96,0,28,29,4,35,59,42,9,8,81,20,19,25,17,7984,7784,40,3,5,152,50,23,27
2021,Wigan 039,E02001325,8954,133,0,52,30,13,38,66,56,5,5,105,33,16,30,26,8637,8491,44,0,1,101,13,5,8
2021,Wigan 040,E02001326,8165,104,9,37,33,12,13,56,38,5,13,114,37,29,36,12,7872,7695,50,0,0,127,19,11,8
2021,Birmingham 001,E02001827,6450,850,24,78,517,126,105,134,50,64,20,226,87,5,99,35,5078,4884,75,7,1,111,162,26,136
2021,Birmingham 002,E02001828,7141,653,20,80,359,126,68,134,47,71,16,196,70,3,83,40,6083,5859,96,0,0,128,75,15,60
2021,Birmingham 003,E02001829,9160,1160,38,142,723,177,80,164,62,81,21,247,69,27,100,51,7410,7140,94,1,6,169,179,47,132
2021,Birmingham 004,E02001830,9686,1374,48,102,927,220,77,184,69,81,34,242,98,13,88,43,7724,7275,176,2,1,270,162,40,122
2021,Birmingham 005,E02001831,10682,819,43,87,376,190,123,495,170,250,75,559,111,19,352,77,8670,8187,144,0,0,339,139,47,92
2021,Birmingham 006,E02001832,7929,596,14,80,300,129,73,223,88,107,28,263,74,14,135,40,6713,6353,145,1,2,212,134,22,112
2021,Birmingham 007,E02001833,5936,832,32,60,494,187,59,266,76,153,37,250,51,16,115,68,4473,4271,82,0,1,119,115,12,103
2021,Birmingham 008,E02001834,6108,443,66,30,178,108,61,435,141,218,76,293,64,14,161,54,4851,4585,79,1,0,186,86,13,73
2021,Birmingham 009,E02001835,8475,684,41,91,285,186,81,185,71,97,17,317,106,16,117,78,7147,6666,189,2,8,282,142,53,89
2021,Birmingham 010,E02001836,9105,1356,71,119,761,264,141,409,71,279,59,332,81,20,152,79,6811,6323,250,0,5,233,197,56,141
2021,Birmingham 011,E02001837,10667,1096,230,99,195,354,218,1197,547,470,180,501,93,37,298,73,7677,6962,164,13,9,529,196,33,163
2021,Birmingham 012,E02001838,7571,651,16,99,386,90,60,163,65,69,29,156,48,8,64,36,6483,6179,151,5,1,147,118,50,68
2021,Birmingham 013,E02001839,6442,795,81,53,422,150,89,539,117,332,90,250,53,12,141,44,4747,4429,108,0,5,205,111,0,111
2021,Birmingham 014,E02001840,9601,1173,255,84,287,385,162,1419,587,624,208,644,100,38,387,119,6171,5528,130,4,8,501,194,51,143
2021,Birmingham 015,E02001841,5965,903,66,55,426,273,83,146,44,81,21,165,55,10,48,52,4600,4326,159,0,1,114,151,27,124
2021,Birmingham 016,E02001842,8069,2250,341,61,1168,517,163,1057,216,717,124,407,66,20,242,79,4118,3721,142,0,6,249,237,34,203
2021,Birmingham 017,E02001843,6638,821,61,32,243,347,138,578,135,359,84,289,66,25,143,55,4826,4458,118,2,0,248,124,22,102
2021,Birmingham 018,E02001844,9717,761,69,51,293,229,119,517,96,339,82,427,95,20,210,102,7853,7180,294,1,10,368,159,47,112
2021,Birmingham 019,E02001845,6664,1132,252,24,500,245,111,693,174,424,95,325,60,15,176,74,4353,4023,115,5,9,201,161,30,131
2021,Birmingham 020,E02001846,8157,1147,113,37,197,676,124,1014,382,493,139,532,60,83,298,91,5222,4433,167,2,12,608,242,117,125
2021,Birmingham 021,E02001847,5601,420,21,44,180,128,47,165,67,77,21,205,48,8,117,32,4728,4458,111,0,4,155,83,14,69
2021,Birmingham 022,E02001848,7319,1484,248,21,239,795,181,1655,872,600,183,416,82,42,236,56,3530,2992,82,7,11,438,234,60,174
2021,Birmingham 023,E02001849,8789,1117,128,77,220,553,139,1643,905,526,212,580,95,53,314,118,5254,4178,227,5,10,834,195,69,126
2021,Birmingham 024,E02001850,8605,3710,647,55,1159,1565,284,1417,430,769,218,427,107,30,163,127,2636,2105,115,0,17,399,415,79,336
2021,Birmingham 025,E02001851,9077,1103,61,186,262,465,129,924,297,490,137,536,101,40,304,91,6280,5664,223,0,1,392,234,94,140
2021,Birmingham 026,E02001852,7032,1636,190,56,258,1006,126,1067,359,583,125,397,84,36,187,90,3726,3005,90,10,23,598,206,72,134
2021,Birmingham 029,E02001855,9932,261,29,11,34,138,49,804,245,420,139,857,98,43,622,94,7905,7509,152,0,0,244,105,16,89
2021,Birmingham 030,E02001856,9638,3067,494,88,398,1907,180,1711,645,866,200,582,99,35,315,133,3871,2751,129,7,38,946,407,139,268
2021,Birmingham 031,E02001857,13855,3548,262,105,382,2399,400,2427,857,1225,345,828,164,85,400,179,6516,4901,254,18,52,1291,536,184,352
2021,Birmingham 032,E02001858,9146,4032,621,84,1670,1324,333,2117,733,1073,311,449,107,68,149,125,2055,1474,51,1,25,504,493,79,414
2021,Birmingham 033,E02001859,10395,7190,2048,30,1512,3347,253,1601,931,514,156,266,73,28,96,69,996,661,60,5,19,251,342,68,274
2021,Birmingham 034,E02001860,8470,4626,698,15,2163,1347,403,1586,514,886,186,333,73,24,137,99,1343,627,42,20,37,617,582,53,529
2021,Birmingham 035,E02001861,11209,6356,1560,31,1226,3086,453,2876,1324,1326,226,442,95,58,184,105,1001,556,69,3,25,348,534,68,466
2021,Birmingham 036,E02001862,9877,5440,1016,37,2853,1044,490,1984,670,1044,270,410,52,28,185,145,1267,627,34,19,44,543,776,68,708
2021,Birmingham 037,E02001863,8406,5597,2357,41,249,2713,237,1411,827,468,116,212,54,20,89,49,816,534,43,0,8,231,370,107,263
2021,Birmingham 039,E02001865,11401,7271,1200,64,2944,2573,490,2099,940,892,267,351,112,25,134,80,904,440,24,11,31,398,776,116,660
2021,Birmingham 040,E02001866,9450,6331,2565,38,548,2814,366,1723,860,647,216,316,87,20,122,87,720,436,36,3,23,222,360,81,279
2021,Birmingham 041,E02001867,8668,4776,2523,46,421,1515,271,2475,1378,789,308,302,60,42,108,92,657,476,23,5,7,146,458,123,335
2021,Birmingham 042,E02001868,9818,6869,328,45,145,5722,629,313,166,115,32,257,100,23,78,56,1936,1648,77,0,19,192,443,72,371
2021,Birmingham 043,E02001869,7008,1551,340,87,65,916,143,3275,2392,571,312,454,98,32,209,115,1243,1006,80,0,1,156,485,159,326
2021,Birmingham 044,E02001870,12991,8362,555,36,159,6799,813,1094,706,272,116,353,93,37,138,85,2519,2034,70,23,99,293,663,130,533
2021,Birmingham 045,E02001871,8338,1388,153,9,74,967,185,641,246,296,99,531,99,16,335,81,5601,5253,94,1,3,250,177,36,141
2021,Birmingham 046,E02001872,7424,436,26,14,30,282,84,482,153,231,98,542,67,21,382,72,5880,5550,94,1,5,230,84,17,67
2021,Birmingham 047,E02001873,11382,4409,465,84,1460,1965,435,3364,1642,1353,369,687,104,95,296,192,2103,1267,94,20,35,687,819,156,663
2021,Birmingham 048,E02001874,9956,6984,524,9,141,5790,520,1172,825,194,153,306,103,14,123,66,978,686,27,54,29,182,516,105,411
2021,Birmingham 049,E02001875,8962,2968,1455,69,258,893,293,3230,2105,838,287,405,92,46,163,104,1823,1409,81,1,9,323,536,167,369
2021,Birmingham 050,E02001876,16085,4293,915,568,1387,893,530,5643,4213,1047,383,827,194,157,288,188,4416,3439,110,11,34,822,906,347,559
2021,Birmingham 051,E02001877,12395,9146,910,24,151,7268,793,1359,1126,169,64,311,125,35,77,74,902,613,37,30,44,178,677,184,493
2021,Birmingham 052,E02001878,9521,5548,835,58,150,3852,653,2020,1436,400,184,341,98,26,110,107,844,634,26,2,18,164,768,248,520
2021,Birmingham 053,E02001879,10025,4596,271,71,628,3159,467,2293,1189,856,248,477,97,47,188,145,1950,1301,95,17,19,518,709,199,510
2021,Birmingham 054,E02001880,10033,3133,272,21,109,2322,409,1024,516,352,156,614,151,32,293,138,4923,4475,77,13,13,345,339,112,227
2021,Birmingham 055,E02001881,10496,6992,676,17,154,5630,515,875,623,175,77,313,109,25,103,76,1585,1256,67,18,32,212,731,164,567
2021,Birmingham 056,E02001882,8911,4049,143,42,243,3226,395,793,396,305,92,448,110,28,210,100,3258,2899,129,4,8,218,363,105,258
2021,Birmingham 057,E02001883,8516,1188,118,26,84,726,234,647,284,256,107,662,133,32,417,80,5852,5407,124,12,5,304,167,64,103
