date,geography,geography code,Number of households: Number of households; measures: Value
2021,Solihull 023C,E01010211,658
2021,Solihull 023D,E01010217,629
2021,Solihull 024A,E01010190,668
2021,Solihull 024B,E01010193,473
2021,Solihull 024C,E01010194,649
2021,Solihull 024D,E01010207,587
2021,Solihull 025A,E01010166,730
2021,Solihull 025B,E01010168,790
2021,Solihull 025C,E01010169,711
2021,Solihull 025D,E01010170,559
2021,Solihull 025E,E01010171,552
2021,Solihull 026A,E01010151,788
2021,Solihull 026B,E01010152,500
2021,Solihull 026C,E01010153,729
2021,Solihull 026D,E01010154,671
2021,Solihull 026E,E01010155,775
2021,Solihull 026F,E01010156,621
2021,Solihull 027A,E01010212,482
2021,Solihull 027B,E01010214,504
2021,Solihull 027C,E01010215,655
2021,Solihull 027D,E01010216,611
2021,Solihull 028A,E01010150,657
2021,Solihull 028B,E01010184,697
2021,Solihull 028C,E01010185,621
2021,Solihull 028D,E01010186,784
2021,Solihull 028E,E01010187,517
2021,Solihull 028F,E01010188,704
2021,Solihull 029A,E01010180,634
2021,Solihull 029B,E01010181,1052
2021,Solihull 029D,E01010183,743
2021,Solihull 029E,E01010189,664
2021,Solihull 029F,E01032885,863
2021,Solihull 029G,E01032886,1094
2021,Solihull 030A,E01010220,662
2021,Solihull 030B,E01010223,475
2021,Solihull 030C,E01010225,577
2021,Solihull 030D,E01032590,958
2021,Walsall 001A,E01010301,618
2021,Walsall 001B,E01010303,631
2021,Walsall 001C,E01010306,903
2021,Walsall 001D,E01010307,679
2021,Walsall 002A,E01010302,632
2021,Walsall 002B,E01010304,736
2021,Walsall 002C,E01010305,518
2021,Walsall 002D,E01010308,876
2021,Walsall 003A,E01010345,475
2021,Walsall 003B,E01010346,517
2021,Walsall 003C,E01010347,638
2021,Walsall 003D,E01010350,578
2021,Walsall 004A,E01010249,763
2021,Walsall 004B,E01010250,575
2021,Walsall 004C,E01010252,736
2021,Walsall 004D,E01010254,617
2021,Walsall 005A,E01010348,637
2021,Walsall 005B,E01010349,612
2021,Walsall 005C,E01010351,746
2021,Walsall 005D,E01010352,686
2021,Walsall 006A,E01010284,684
2021,Walsall 006B,E01010285,746
2021,Walsall 006C,E01010286,638
2021,Walsall 006D,E01010290,771
2021,Walsall 007A,E01010251,564
2021,Walsall 007B,E01010253,525
2021,Walsall 007C,E01010255,617
2021,Walsall 007D,E01010256,707
2021,Walsall 007E,E01010257,497
2021,Walsall 008A,E01010292,932
2021,Walsall 008B,E01010294,649
2021,Walsall 008C,E01010296,621
2021,Walsall 008D,E01010297,578
2021,Walsall 009A,E01010291,544
2021,Walsall 009B,E01010293,779
2021,Walsall 009C,E01010298,487
2021,Walsall 009D,E01010299,596
2021,Walsall 009E,E01010300,623
2021,Walsall 010A,E01010319,478
2021,Walsall 010B,E01010321,635
2021,Walsall 010C,E01010353,679
2021,Walsall 010D,E01010354,650
2021,Walsall 011A,E01010395,493
2021,Walsall 011B,E01010397,612
2021,Walsall 011C,E01010398,620
2021,Walsall 011D,E01010399,631
2021,Walsall 012A,E01010282,505
2021,Walsall 012B,E01010287,719
2021,Walsall 012C,E01010288,622
2021,Walsall 012D,E01010289,715
2021,Walsall 013B,E01010277,658
2021,Walsall 013D,E01010283,674
2021,Walsall 013F,E01033894,606
2021,Walsall 013G,E01033895,556
2021,Walsall 014A,E01010393,579
2021,Walsall 014B,E01010394,514
2021,Walsall 014C,E01010396,642
2021,Walsall 014D,E01010400,957
2021,Walsall 015A,E01010241,1112
2021,Walsall 015B,E01010242,781
2021,Walsall 015C,E01010243,692
2021,Walsall 015D,E01010244,605
2021,Walsall 016A,E01010320,586
2021,Walsall 016B,E01010322,708
2021,Walsall 016C,E01010323,620
2021,Walsall 016D,E01010324,832
2021,Walsall 017A,E01010271,793
2021,Walsall 017B,E01010272,697
2021,Walsall 017C,E01010273,604
2021,Walsall 017D,E01010295,641
2021,Walsall 018B,E01010279,788
2021,Walsall 018D,E01010374,904
2021,Walsall 018E,E01010375,731
2021,Walsall 018F,E01032888,1017
2021,Walsall 019A,E01010378,471
2021,Walsall 019B,E01010379,566
2021,Walsall 019C,E01010382,640
2021,Walsall 019D,E01010383,748
2021,Walsall 020A,E01010376,497
2021,Walsall 020B,E01010377,725
2021,Walsall 020C,E01010380,671
2021,Walsall 020D,E01010381,675
2021,Walsall 021A,E01010267,686
2021,Walsall 021B,E01010268,567
2021,Walsall 021C,E01010274,593
2021,Walsall 021D,E01010275,738
2021,Walsall 022A,E01010245,677
2021,Walsall 022B,E01010246,632
2021,Walsall 022C,E01010247,680
2021,Walsall 022D,E01010248,632
2021,Walsall 022E,E01010388,561
2021,Walsall 023A,E01010258,730
2021,Walsall 023B,E01010259,626
2021,Walsall 023C,E01010260,715
2021,Walsall 023D,E01010266,506
2021,Walsall 024A,E01010317,681
2021,Walsall 024B,E01010318,782
2021,Walsall 024C,E01010325,774
2021,Walsall 024D,E01010369,821
2021,Walsall 025A,E01010401,661
2021,Walsall 025B,E01010403,725
2021,Walsall 025C,E01010404,803
2021,Walsall 025D,E01010407,695
2021,Walsall 025E,E01010408,735
2021,Walsall 026A,E01010269,542
2021,Walsall 026B,E01010270,648
2021,Walsall 026C,E01010362,610
2021,Walsall 026D,E01010363,1123
2021,Walsall 027A,E01010402,665
2021,Walsall 027B,E01010405,780
2021,Walsall 027C,E01010406,1189
2021,Walsall 027D,E01010409,627
2021,Walsall 028A,E01010385,615
2021,Walsall 028B,E01010386,714
2021,Walsall 028C,E01010387,605
2021,Walsall 028D,E01010392,632
2021,Walsall 029A,E01010326,558
2021,Walsall 029B,E01010327,579
2021,Walsall 029C,E01010328,508
2021,Walsall 029D,E01010330,614
2021,Walsall 030A,E01010368,1173
2021,Walsall 030B,E01010370,873
2021,Walsall 030D,E01010372,603
2021,Walsall 030E,E01010373,518
2021,Walsall 030F,E01033896,661
2021,Walsall 030G,E01033897,485
2021,Walsall 031A,E01010361,566
2021,Walsall 031B,E01010364,473
2021,Walsall 031C,E01010365,672
2021,Walsall 031D,E01010366,624
2021,Walsall 031E,E01010367,624
2021,Walsall 032A,E01010384,565
2021,Walsall 032B,E01010389,576
2021,Walsall 032C,E01010390,705
2021,Walsall 032D,E01010391,755
2021,Walsall 033A,E01010261,729
2021,Walsall 033B,E01010263,534
2021,Walsall 033C,E01010264,762
2021,Walsall 033D,E01010265,699
2021,Walsall 034A,E01010336,503
2021,Walsall 034B,E01010340,589
2021,Walsall 034C,E01010341,471
2021,Walsall 034D,E01010342,520
2021,Walsall 034E,E01010343,463
2021,Walsall 034F,E01010344,583
2021,Walsall 035A,E01010331,624
2021,Walsall 035B,E01010332,651
2021,Walsall 035C,E01010333,630
2021,Walsall 035D,E01010334,571
2021,Walsall 036A,E01010262,687
2021,Walsall 036B,E01010309,886
2021,Walsall 036C,E01010311,1070
2021,Walsall 036D,E01010316,626
2021,Walsall 037A,E01010335,598
2021,Walsall 037B,E01010337,535
2021,Walsall 037C,E01010338,534
2021,Walsall 037D,E01010339,511
2021,Walsall 038A,E01010310,765
2021,Walsall 038B,E01010312,699
2021,Walsall 038C,E01010313,543
2021,Walsall 038D,E01010314,692
2021,Walsall 038E,E01010315,781
2021,Walsall 039A,E01010329,652
2021,Walsall 039B,E01010355,596
2021,Walsall 039C,E01010356,608
2021,Walsall 039D,E01010357,964
2021,Walsall 039E,E01010358,627
2021,Walsall 039F,E01010359,635
2021,Walsall 039G,E01010360,613
2021,Wolverhampton 001A,E01010434,742
2021,Wolverhampton 001B,E01010436,635
2021,Wolverhampton 001C,E01010437,498
2021,Wolverhampton 001D,E01010438,628
2021,Wolverhampton 001E,E01010439,528
2021,Wolverhampton 001F,E01010440,697
2021,Wolverhampton 001G,E01010441,541
2021,Wolverhampton 002A,E01010495,767
2021,Wolverhampton 002B,E01010497,456
2021,Wolverhampton 002C,E01010499,526
2021,Wolverhampton 002D,E01010500,511
2021,Wolverhampton 003A,E01010496,628
2021,Wolverhampton 003B,E01010498,651
2021,Wolverhampton 003C,E01010541,623
2021,Wolverhampton 003D,E01010543,556
2021,Wolverhampton 004A,E01010456,496
2021,Wolverhampton 004B,E01010457,647
2021,Wolverhampton 004C,E01010462,636
2021,Wolverhampton 004D,E01010481,524
2021,Wolverhampton 005A,E01010555,693
2021,Wolverhampton 005B,E01010556,597
2021,Wolverhampton 005C,E01010557,622
2021,Wolverhampton 005D,E01010559,649
2021,Wolverhampton 005E,E01010560,790
2021,Wolverhampton 006B,E01010501,584
2021,Wolverhampton 006C,E01010502,524
2021,Wolverhampton 006D,E01010503,575
2021,Wolverhampton 006E,E01034310,410
2021,Wolverhampton 006F,E01034311,848
2021,Wolverhampton 007A,E01010482,487
2021,Wolverhampton 007B,E01010483,548
2021,Wolverhampton 007C,E01010484,498
2021,Wolverhampton 007D,E01010485,815
2021,Wolverhampton 008A,E01010458,753
2021,Wolverhampton 008B,E01010459,604
2021,Wolverhampton 008C,E01010460,633
2021,Wolverhampton 008D,E01010461,608
2021,Wolverhampton 008E,E01010566,734
2021,Wolverhampton 009A,E01010539,647
2021,Wolverhampton 009B,E01010540,638
2021,Wolverhampton 009C,E01010542,642
2021,Wolverhampton 009D,E01010544,598
2021,Wolverhampton 009E,E01010545,660
2021,Wolverhampton 010A,E01010554,613
2021,Wolverhampton 010B,E01010558,664
2021,Wolverhampton 010C,E01010562,705
2021,Wolverhampton 010D,E01010563,658
2021,Wolverhampton 010E,E01010567,641
2021,Wolverhampton 011A,E01010478,514
2021,Wolverhampton 011B,E01010479,578
2021,Wolverhampton 011C,E01010480,514
2021,Wolverhampton 011D,E01010486,626
2021,Wolverhampton 012A,E01010474,613
2021,Wolverhampton 012B,E01010561,618
2021,Wolverhampton 012C,E01010564,973
2021,Wolverhampton 012D,E01010565,729
2021,Wolverhampton 013A,E01010522,622
2021,Wolverhampton 013B,E01010523,616
2021,Wolverhampton 013C,E01010524,668
2021,Wolverhampton 013D,E01010525,647
2021,Wolverhampton 014A,E01010546,597
2021,Wolverhampton 014B,E01010547,767
2021,Wolverhampton 014C,E01010548,722
2021,Wolverhampton 014D,E01010549,635
2021,Wolverhampton 014E,E01010553,644
2021,Wolverhampton 015A,E01010471,832
2021,Wolverhampton 015B,E01010472,1010
2021,Wolverhampton 015C,E01010473,964
2021,Wolverhampton 015D,E01010475,644
2021,Wolverhampton 015E,E01010476,874
2021,Wolverhampton 015F,E01010477,692
2021,Wolverhampton 016A,E01010526,498
2021,Wolverhampton 016B,E01010527,704
2021,Wolverhampton 016C,E01010528,491
2021,Wolverhampton 016D,E01010529,670
2021,Wolverhampton 017A,E01010506,830
2021,Wolverhampton 017B,E01010508,817
2021,Wolverhampton 017C,E01010510,722
2021,Wolverhampton 017D,E01010511,669
2021,Wolverhampton 017E,E01010512,617
2021,Wolverhampton 018A,E01010442,533
2021,Wolverhampton 018B,E01010443,627
2021,Wolverhampton 018C,E01010444,551
2021,Wolverhampton 018D,E01010445,490
2021,Wolverhampton 018E,E01010447,852
2021,Wolverhampton 018F,E01010448,755
2021,Wolverhampton 019A,E01010509,728
2021,Wolverhampton 019B,E01010550,658
2021,Wolverhampton 019C,E01010551,774
2021,Wolverhampton 019D,E01010552,801
2021,Wolverhampton 020A,E01010463,745
2021,Wolverhampton 020B,E01010464,888
2021,Wolverhampton 020C,E01010465,594
2021,Wolverhampton 020D,E01010466,537
2021,Wolverhampton 020E,E01010470,702
2021,Wolverhampton 020G,E01034312,578
2021,Wolverhampton 020H,E01034313,593
2021,Wolverhampton 021A,E01010487,606
2021,Wolverhampton 021B,E01010488,629
2021,Wolverhampton 021C,E01010493,623
2021,Wolverhampton 021D,E01010504,586
2021,Wolverhampton 021E,E01010505,500
2021,Wolverhampton 021F,E01010507,619
2021,Wolverhampton 022A,E01010418,575
2021,Wolverhampton 022B,E01010421,588
2021,Wolverhampton 022C,E01010423,654
2021,Wolverhampton 022D,E01010424,594
2021,Wolverhampton 023A,E01010417,694
2021,Wolverhampton 023B,E01010419,671
2021,Wolverhampton 023C,E01010420,521
2021,Wolverhampton 023D,E01010425,517
2021,Wolverhampton 023E,E01010446,700
2021,Wolverhampton 026A,E01010467,630
2021,Wolverhampton 026B,E01010468,606
2021,Wolverhampton 026C,E01010469,626
2021,Wolverhampton 026D,E01010516,519
2021,Wolverhampton 026E,E01010518,631
2021,Wolverhampton 027A,E01010414,997
2021,Wolverhampton 027B,E01010415,603
2021,Wolverhampton 027C,E01010416,744
2021,Wolverhampton 027D,E01010422,724
2021,Wolverhampton 028A,E01010489,654
2021,Wolverhampton 028B,E01010490,936
2021,Wolverhampton 028C,E01010491,611
2021,Wolverhampton 028D,E01010492,509
2021,Wolverhampton 028E,E01010494,601
2021,Wolverhampton 029A,E01010449,935
2021,Wolverhampton 029B,E01010450,1068
2021,Wolverhampton 029C,E01010451,790
2021,Wolverhampton 029D,E01010452,678
2021,Wolverhampton 029E,E01010455,1062
2021,Wolverhampton 030A,E01010427,547
2021,Wolverhampton 030B,E01010431,467
2021,Wolverhampton 030C,E01010432,505
2021,Wolverhampton 030D,E01010519,562
2021,Wolverhampton 030E,E01010520,662
2021,Wolverhampton 031A,E01010513,632
2021,Wolverhampton 031B,E01010514,647
2021,Wolverhampton 031C,E01010515,672
2021,Wolverhampton 031D,E01010517,656
2021,Wolverhampton 032A,E01010533,693
2021,Wolverhampton 032B,E01010535,613
2021,Wolverhampton 032C,E01010536,627
2021,Wolverhampton 032D,E01010537,662
2021,Wolverhampton 033A,E01010410,1051
2021,Wolverhampton 033B,E01010411,793
2021,Wolverhampton 033C,E01010412,835
2021,Wolverhampton 033D,E01010413,689
2021,Wolverhampton 034A,E01010531,713
2021,Wolverhampton 034B,E01010532,667
2021,Wolverhampton 034C,E01010534,478
2021,Wolverhampton 034D,E01010538,622
2021,Wolverhampton 035A,E01010426,541
2021,Wolverhampton 035B,E01010428,546
2021,Wolverhampton 035C,E01010429,478
2021,Wolverhampton 035D,E01010430,688
2021,Wolverhampton 035E,E01010433,494
2021,Wolverhampton 035G,E01010454,623
2021,Wolverhampton 035H,E01010530,657
2021,Wolverhampton 035I,E01034314,643
2021,Wolverhampton 035J,E01034315,434
