date,geography,geography code,Migrant indicator: Total: All usual residents; measures: Value,Migrant indicator: Address one year ago is the same as the address of enumeration; measures: Value,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK; measures: Value,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK; measures: Value,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK; measures: Value
2021,Salford 021G,E01005724,1405,1271,6,117,11
2021,Salford 021H,E01033982,1899,1606,44,211,38
2021,Salford 021I,E01033983,1264,947,14,246,57
2021,Salford 023A,E01005654,1952,1571,27,306,48
2021,Salford 023B,E01005656,1680,1323,49,244,64
2021,Salford 023C,E01005657,1787,1434,73,238,42
2021,Salford 023D,E01005721,1538,1336,23,164,15
2021,Salford 024C,E01005681,1492,942,69,400,81
2021,Salford 024D,E01005682,1713,1566,2,105,40
2021,Salford 024E,E01033984,2411,2132,5,233,41
2021,Salford 025A,E01005729,1495,1328,2,156,9
2021,Salford 025B,E01005730,1652,1518,2,120,12
2021,Salford 025C,E01005731,1552,1467,1,79,5
2021,Salford 025D,E01005732,1196,1099,4,84,9
2021,Salford 026A,E01005599,1879,1715,6,148,10
2021,Salford 026B,E01005600,2005,1504,3,477,21
2021,Salford 026C,E01005601,1711,1559,2,135,15
2021,Salford 026D,E01005602,1639,1462,3,167,7
2021,Salford 027A,E01005603,1768,1581,4,166,17
2021,Salford 027B,E01005604,1628,1507,0,114,7
2021,Salford 027C,E01005605,1630,1476,0,148,6
2021,Salford 027D,E01005638,2161,1929,6,218,8
2021,Salford 029A,E01005639,1496,1404,1,86,5
2021,Salford 029B,E01005640,1352,1270,0,76,6
2021,Salford 029C,E01005641,1353,1262,1,90,0
2021,Salford 029D,E01005642,1198,1138,1,53,6
2021,Salford 029E,E01005643,1359,1267,4,85,3
2021,Salford 029F,E01005644,1496,1394,0,98,4
2021,Salford 029G,E01005645,1352,1293,3,55,1
2021,Salford 030A,E01005616,1441,1369,0,64,8
2021,Salford 030B,E01005617,1468,1393,1,72,2
2021,Salford 030C,E01005618,2053,1904,1,142,6
2021,Salford 030D,E01005619,1219,1147,4,65,3
2021,Salford 030E,E01005620,2510,2278,0,216,16
2021,Salford 030F,E01005621,1740,1603,0,131,6
2021,Salford 031B,E01005612,2439,2272,1,136,30
2021,Salford 031A,E01005613,2646,2433,2,136,75
2021,Salford 031C,E01005614,2998,2800,11,139,48
2021,Salford 032C,E01005611,2471,1921,133,361,56
2021,Salford 032D,E01005615,2292,2029,4,195,64
2021,Salford 032A,E01033985,1645,1399,11,164,71
2021,Salford 032B,E01033986,1508,1140,11,305,52
2021,Salford 033F,E01032909,1705,917,38,659,91
2021,Salford 033E,E01033330,1519,1277,20,183,39
2021,Salford 033A,E01033987,1134,646,38,394,56
2021,Salford 033B,E01033988,1278,615,52,550,61
2021,Salford 033C,E01033989,1130,727,29,311,63
2021,Salford 033D,E01033990,1188,452,60,584,92
2021,Salford 034C,E01005610,2923,1167,113,1576,67
2021,Salford 034D,E01032684,1373,1059,44,236,34
2021,Salford 034E,E01032906,2033,1218,93,623,99
2021,Salford 034A,E01033991,1541,1126,26,342,47
2021,Salford 034B,E01033992,1392,589,47,635,121
2021,Salford 035C,E01005667,2253,1911,39,274,29
2021,Salford 035B,E01032912,2215,1714,57,373,71
2021,Salford 035A,E01032914,2106,1418,58,526,104
2021,Salford 036C,E01032915,2119,1641,42,394,42
2021,Salford 036A,E01033993,1805,1092,70,595,48
2021,Salford 036B,E01033994,1171,564,63,499,45
2021,Salford 037A,E01033995,1194,615,54,434,91
2021,Salford 037B,E01033996,1211,652,32,443,84
2021,Salford 037C,E01033997,1011,606,18,306,81
2021,Salford 037D,E01033998,1316,683,44,524,65
2021,Salford 037E,E01033999,1193,797,31,320,45
2021,Stockport 001A,E01005886,1451,1320,2,119,10
2021,Stockport 001B,E01005888,1514,1425,3,81,5
2021,Stockport 001C,E01005889,1411,1254,0,150,7
2021,Stockport 001D,E01005891,1215,1145,2,63,5
2021,Stockport 001E,E01005894,1350,1254,0,93,3
2021,Stockport 002A,E01005887,1702,1561,0,134,7
2021,Stockport 002B,E01005890,1508,1381,3,117,7
2021,Stockport 002C,E01005893,2151,1710,7,424,10
2021,Stockport 002D,E01005896,1644,1494,1,145,4
2021,Stockport 002E,E01005919,1526,1433,0,90,3
2021,Stockport 003A,E01005862,1464,1386,1,70,7
2021,Stockport 003B,E01005892,1252,1142,4,102,4
2021,Stockport 003C,E01005895,1158,1082,0,74,2
2021,Stockport 003D,E01005920,1582,1446,1,127,8
2021,Stockport 003E,E01005921,1459,1301,3,145,10
2021,Stockport 003F,E01005922,1297,1207,2,85,3
2021,Stockport 004A,E01005753,1815,1664,1,148,2
2021,Stockport 004B,E01005754,1979,1805,3,165,6
2021,Stockport 004C,E01005755,1724,1557,1,160,6
2021,Stockport 004D,E01005756,2328,2042,3,263,20
2021,Stockport 005A,E01005745,1363,1286,1,68,8
2021,Stockport 005B,E01005746,1435,1337,0,94,4
2021,Stockport 005C,E01005747,1385,1295,2,87,1
2021,Stockport 005D,E01005748,1503,1411,1,88,3
2021,Stockport 006A,E01005863,1702,1558,4,126,14
2021,Stockport 006B,E01005864,1562,1366,5,182,9
2021,Stockport 006C,E01005866,1646,1475,9,151,11
2021,Stockport 006D,E01005869,1574,1454,3,105,12
2021,Stockport 007A,E01005914,1394,1298,4,92,0
2021,Stockport 007B,E01005915,1532,1373,1,154,4
2021,Stockport 007C,E01005916,1595,1397,1,189,8
2021,Stockport 007D,E01005917,1811,1594,5,198,14
2021,Stockport 008A,E01005859,1404,1243,7,147,7
2021,Stockport 008B,E01005865,1931,1781,8,125,17
2021,Stockport 008C,E01005867,1472,1341,3,126,2
2021,Stockport 008D,E01005868,1514,1416,1,87,10
2021,Stockport 009A,E01005743,1260,1168,0,89,3
2021,Stockport 009B,E01005744,1533,1436,1,94,2
2021,Stockport 009C,E01005749,1628,1539,3,78,8
2021,Stockport 009D,E01005750,1647,1531,2,109,5
2021,Stockport 009E,E01005751,1373,1280,0,87,6
2021,Stockport 010A,E01005897,1513,1386,4,120,3
2021,Stockport 010B,E01005898,1687,1583,1,102,1
2021,Stockport 010C,E01005900,1572,1416,2,147,7
2021,Stockport 010D,E01005903,1455,1334,6,108,7
2021,Stockport 010E,E01005904,1520,1406,4,108,2
2021,Stockport 011A,E01005853,1596,1509,3,80,4
2021,Stockport 011B,E01005856,1593,1496,0,91,6
2021,Stockport 011C,E01005860,1504,1409,3,87,5
2021,Stockport 011D,E01005861,1530,1428,3,96,3
2021,Stockport 012A,E01005752,1391,1309,3,76,3
2021,Stockport 012B,E01005899,1607,1489,1,115,2
2021,Stockport 012C,E01005901,1356,1268,0,87,1
2021,Stockport 012D,E01005902,1603,1499,2,98,4
2021,Stockport 012E,E01005905,1483,1391,1,89,2
2021,Stockport 013A,E01005852,1467,1323,3,128,13
2021,Stockport 013B,E01005854,1706,1556,6,137,7
2021,Stockport 013C,E01005855,1477,1403,3,68,3
2021,Stockport 013D,E01005857,1608,1490,2,90,26
2021,Stockport 013E,E01005858,1557,1417,4,129,7
2021,Stockport 014A,E01005757,1587,1456,1,120,10
2021,Stockport 014C,E01005766,1765,1540,5,182,38
2021,Stockport 014D,E01005918,1595,1445,0,142,8
2021,Stockport 014E,E01033947,1525,1264,8,232,21
2021,Stockport 014F,E01033948,1313,1070,11,206,26
2021,Stockport 015A,E01005870,1360,1246,0,112,2
2021,Stockport 015B,E01005871,1365,1243,2,116,4
2021,Stockport 015C,E01005873,1456,1354,2,95,5
2021,Stockport 015D,E01005875,1541,1407,2,128,4
2021,Stockport 016A,E01005764,1581,1413,1,163,4
2021,Stockport 016B,E01005816,1530,1388,2,129,11
2021,Stockport 016C,E01005817,1352,1229,1,116,6
2021,Stockport 016D,E01005822,1878,1562,10,271,35
2021,Stockport 017A,E01005880,1474,1378,3,89,4
2021,Stockport 017B,E01005881,1202,1105,0,93,4
2021,Stockport 017C,E01005883,1514,1411,3,95,5
2021,Stockport 017D,E01005908,1624,1515,4,101,4
2021,Stockport 018A,E01005765,1361,1279,2,80,0
2021,Stockport 018B,E01005818,1389,1296,0,85,8
2021,Stockport 018C,E01005819,1580,1502,1,67,10
2021,Stockport 018D,E01005820,1477,1298,4,168,7
2021,Stockport 018E,E01005821,1394,1283,2,106,3
2021,Stockport 018F,E01005823,1624,1506,1,112,5
2021,Stockport 019A,E01005825,1663,1439,6,206,12
2021,Stockport 019B,E01005872,1630,1483,1,140,6
2021,Stockport 019C,E01005874,1848,1673,3,163,9
2021,Stockport 019D,E01005876,1479,1374,4,98,3
2021,Stockport 019E,E01005877,1682,1570,2,108,2
2021,Stockport 020A,E01005878,1732,1578,4,148,2
2021,Stockport 020B,E01005879,1306,1166,1,133,6
2021,Stockport 020C,E01005882,1269,1197,4,68,0
2021,Stockport 020D,E01005884,1423,1307,1,109,6
2021,Stockport 020E,E01005885,1475,1260,10,196,9
2021,Stockport 021A,E01005832,1411,1322,1,82,6
2021,Stockport 021B,E01005833,1034,945,0,85,4
2021,Stockport 021C,E01005835,1386,1308,0,74,4
2021,Stockport 021D,E01005837,1521,1420,2,91,8
2021,Stockport 021E,E01005843,1434,1337,1,87,9
2021,Stockport 022A,E01005769,1536,1308,2,207,19
2021,Stockport 022B,E01005778,1395,1262,2,126,5
2021,Stockport 022C,E01005779,1454,1336,0,112,6
2021,Stockport 022D,E01005780,1463,1372,2,89,0
2021,Stockport 022E,E01005781,1643,1541,1,98,3
2021,Stockport 023A,E01005759,1644,1490,3,148,3
2021,Stockport 023B,E01005760,1903,1689,4,194,16
2021,Stockport 023C,E01005797,1390,1197,3,175,15
2021,Stockport 023D,E01005800,1596,1481,1,114,0
2021,Stockport 023E,E01005804,1118,1034,1,79,4
2021,Stockport 024A,E01005824,1495,1406,2,80,7
2021,Stockport 024B,E01005826,1590,1470,1,114,5
2021,Stockport 024C,E01005827,1731,1604,1,120,6
2021,Stockport 024D,E01005828,1359,1298,2,57,2
2021,Stockport 024E,E01005829,1173,1090,0,74,9
2021,Stockport 025A,E01005768,2028,1863,2,161,2
2021,Stockport 025B,E01005770,1476,1369,3,94,10
2021,Stockport 025C,E01005771,1424,1309,3,106,6
2021,Stockport 025D,E01005775,1649,1545,1,100,3
2021,Stockport 026A,E01005761,1394,1317,1,72,4
2021,Stockport 026B,E01005762,1943,1807,2,129,5
2021,Stockport 026C,E01005763,1715,1617,2,92,4
2021,Stockport 026D,E01005799,1850,1727,3,114,6
2021,Stockport 027A,E01005798,1635,1461,0,160,14
2021,Stockport 027B,E01005801,2181,1923,3,211,44
2021,Stockport 027C,E01005802,1462,1348,7,103,4
2021,Stockport 027D,E01005803,1381,1268,3,108,2
2021,Stockport 027E,E01005830,1525,1401,2,115,7
2021,Stockport 027F,E01005831,1627,1482,1,121,23
2021,Stockport 028A,E01005767,1620,1467,3,133,17
2021,Stockport 028B,E01005772,1533,1413,3,104,13
2021,Stockport 028C,E01005773,1557,1436,3,108,10
2021,Stockport 028D,E01005774,1538,1449,2,78,9
2021,Stockport 028E,E01005776,1694,1504,4,176,10
2021,Stockport 029A,E01005909,1529,1416,6,105,2
2021,Stockport 029B,E01005910,1602,1499,3,96,4
2021,Stockport 029C,E01005911,1320,1255,2,58,5
2021,Stockport 029D,E01005912,1488,1354,1,132,1
2021,Stockport 030A,E01005782,1267,1171,1,90,5
2021,Stockport 030B,E01005783,1534,1436,4,91,3
2021,Stockport 030C,E01005784,1483,1326,2,144,11
2021,Stockport 030D,E01005785,1653,1530,8,109,6
2021,Stockport 030E,E01005786,1833,1598,5,212,18
2021,Stockport 031A,E01005834,1529,1411,3,105,10
2021,Stockport 031B,E01005836,1819,1656,4,147,12
2021,Stockport 031C,E01005838,1751,1533,2,181,35
2021,Stockport 031D,E01005840,1589,1455,3,117,14
2021,Stockport 032A,E01005927,1283,1214,1,63,5
2021,Stockport 032B,E01005928,1595,1448,5,139,3
2021,Stockport 032C,E01005929,1413,1294,3,108,8
2021,Stockport 032D,E01005930,1668,1502,6,150,10
2021,Stockport 033A,E01005806,1175,1094,8,73,0
2021,Stockport 033B,E01005813,1357,1236,4,111,6
2021,Stockport 033C,E01005814,1292,1198,3,89,2
2021,Stockport 033D,E01005815,1417,1318,3,93,3
2021,Stockport 034A,E01005777,1546,1417,2,119,8
2021,Stockport 034B,E01005787,1321,1233,6,81,1
2021,Stockport 034C,E01005788,1555,1421,6,115,13
2021,Stockport 034D,E01005790,1209,1113,4,80,12
2021,Stockport 035A,E01005805,1528,1458,1,66,3
2021,Stockport 035B,E01005807,1544,1452,9,72,11
2021,Stockport 035C,E01005839,1286,1224,3,52,7
2021,Stockport 035D,E01005841,1465,1346,3,113,3
2021,Stockport 036A,E01005844,1535,1368,0,147,20
2021,Stockport 036B,E01005845,1642,1542,4,87,9
2021,Stockport 036C,E01005849,1629,1493,1,128,7
2021,Stockport 036D,E01005851,1611,1519,2,85,5
2021,Stockport 037A,E01005808,1363,1286,3,67,7
2021,Stockport 037B,E01005809,1213,1142,5,62,4
2021,Stockport 037C,E01005810,1547,1371,4,154,18
2021,Stockport 037D,E01005811,1291,1185,3,97,6
2021,Stockport 037E,E01005812,1201,1118,2,73,8
2021,Stockport 038A,E01005842,1573,1476,3,89,5
2021,Stockport 038B,E01005906,1432,1332,6,93,1
2021,Stockport 038C,E01005907,1343,1233,3,105,2
2021,Stockport 038D,E01005913,1413,1307,2,94,10
2021,Stockport 039A,E01005789,1663,1542,12,105,4
2021,Stockport 039B,E01005791,1557,1428,7,116,6
2021,Stockport 039C,E01005793,1512,1420,1,87,4
2021,Stockport 039D,E01005795,1347,1261,4,76,6
2021,Stockport 039E,E01005796,1233,1149,2,74,8
2021,Stockport 040A,E01005846,1704,1607,2,84,11
2021,Stockport 040B,E01005847,1561,1434,0,106,21
2021,Stockport 040C,E01005848,2055,1924,3,124,4
2021,Stockport 040D,E01005850,1777,1672,0,102,3
2021,Stockport 041A,E01005792,1521,1395,3,112,11
2021,Stockport 041B,E01005794,1257,1146,3,86,22
2021,Stockport 041C,E01005923,1482,1375,3,96,8
2021,Stockport 041D,E01005931,1382,1247,5,124,6
2021,Stockport 042A,E01005924,1297,1171,3,110,13
2021,Stockport 042B,E01005925,1422,1322,7,85,8
2021,Stockport 042C,E01005926,2206,1901,1,296,8
2021,Stockport 042D,E01005932,1265,1164,0,98,3
2021,Tameside 001A,E01006053,1931,1771,3,153,4
2021,Tameside 001B,E01006054,1792,1603,3,177,9
2021,Tameside 001C,E01006055,1492,1288,3,194,7
2021,Tameside 001D,E01006057,1513,1384,3,123,3
2021,Tameside 001E,E01006058,2054,1815,3,225,11
2021,Tameside 001F,E01006059,1431,1317,1,104,9
2021,Tameside 002A,E01005938,1550,1450,2,87,11
2021,Tameside 002B,E01005939,1260,1199,2,52,7
2021,Tameside 002C,E01005940,1389,1334,1,51,3
2021,Tameside 002D,E01005955,1620,1510,4,103,3
2021,Tameside 003A,E01006056,1232,1164,0,68,0
2021,Tameside 003B,E01006061,2457,2308,1,146,2
2021,Tameside 003C,E01006062,1976,1877,2,96,1
2021,Tameside 003D,E01006063,1368,1288,1,64,15
2021,Tameside 004A,E01005936,1504,1449,0,52,3
2021,Tameside 004B,E01005937,1687,1564,3,117,3
2021,Tameside 004C,E01005945,2024,1818,1,197,8
2021,Tameside 004D,E01005946,1564,1449,0,107,8
2021,Tameside 004E,E01005947,1800,1565,0,163,72
2021,Tameside 005A,E01005954,1484,1393,0,91,0
2021,Tameside 005B,E01005956,1370,1293,3,63,11
2021,Tameside 005C,E01005957,1543,1434,2,100,7
2021,Tameside 005D,E01005958,1594,1505,4,79,6
2021,Tameside 005E,E01005959,1929,1828,2,96,3
2021,Tameside 006A,E01005933,1550,1453,1,88,8
2021,Tameside 006B,E01005934,1494,1394,4,90,6
2021,Tameside 006C,E01005935,1447,1315,0,120,12
2021,Tameside 006D,E01005949,1625,1477,2,126,20
2021,Tameside 006E,E01005960,1718,1590,5,112,11
2021,Tameside 007A,E01005941,1844,1631,1,192,20
2021,Tameside 007B,E01005942,1649,1524,3,108,14
2021,Tameside 007C,E01005943,1741,1574,0,151,16
2021,Tameside 007D,E01005944,1826,1684,1,118,23
2021,Tameside 008A,E01006060,1495,1377,0,114,4
2021,Tameside 008B,E01006064,1702,1608,0,92,2
2021,Tameside 008C,E01006065,1447,1360,3,79,5
2021,Tameside 008D,E01006066,1398,1274,2,118,4
2021,Tameside 009A,E01006067,1859,1739,1,112,7
2021,Tameside 009B,E01006068,1532,1390,1,140,1
2021,Tameside 009C,E01006069,1721,1622,1,98,0
2021,Tameside 009D,E01006073,2021,1790,2,215,14
2021,Tameside 010A,E01005993,1339,1252,2,75,10
2021,Tameside 010B,E01005995,1359,1271,2,84,2
2021,Tameside 010C,E01005996,1933,1770,1,155,7
2021,Tameside 010D,E01005997,1526,1442,0,81,3
2021,Tameside 010E,E01006000,1760,1602,3,139,16
2021,Tameside 011A,E01005994,1491,1403,1,80,7
2021,Tameside 011B,E01005999,2169,1959,4,164,42
2021,Tameside 011C,E01006002,1357,1297,1,50,9
2021,Tameside 011D,E01006004,1513,1414,1,83,15
2021,Tameside 011E,E01006005,1379,1267,3,105,4
2021,Tameside 011F,E01006007,1534,1449,0,76,9
2021,Tameside 012A,E01005998,1856,1708,4,124,20
2021,Tameside 012B,E01006001,1538,1445,3,89,1
2021,Tameside 012C,E01006003,1520,1409,1,109,1
2021,Tameside 012D,E01006006,1417,1348,4,65,0
2021,Tameside 013A,E01005948,2291,2082,1,187,21
2021,Tameside 013B,E01005950,2153,2006,4,127,16
2021,Tameside 013C,E01005951,1813,1680,0,112,21
2021,Tameside 013E,E01005953,2273,2140,0,118,15
2021,Tameside 013F,E01033949,1181,1123,0,48,10
2021,Tameside 013G,E01033950,1358,1207,2,139,10
2021,Tameside 014A,E01005961,2917,2712,3,187,15
2021,Tameside 014B,E01005962,1404,1307,3,88,6
2021,Tameside 014C,E01005968,1366,1293,0,68,5
2021,Tameside 014D,E01005969,1292,1201,5,78,8
2021,Tameside 015A,E01006022,1919,1691,6,209,13
2021,Tameside 015B,E01006023,1562,1420,3,139,0
2021,Tameside 015C,E01006070,1387,1225,3,149,10
2021,Tameside 015D,E01006071,1704,1606,0,96,2
2021,Tameside 015E,E01006072,1611,1522,3,86,0
2021,Tameside 016A,E01006009,1318,1243,0,69,6
2021,Tameside 016B,E01006017,1388,1348,1,38,1
2021,Tameside 016C,E01006018,1310,1275,2,33,0
2021,Tameside 016D,E01006021,1352,1252,1,97,2
2021,Tameside 017A,E01006008,1377,1264,1,106,6
2021,Tameside 017B,E01006010,1380,1279,3,98,0
2021,Tameside 017C,E01006012,1937,1770,1,156,10
2021,Tameside 017D,E01006015,1336,1247,1,86,2
2021,Tameside 017E,E01006016,1917,1704,2,176,35
2021,Tameside 018A,E01006011,1688,1566,4,113,5
2021,Tameside 018B,E01006013,1291,1196,3,87,5
2021,Tameside 018C,E01006014,1264,1192,1,71,0
2021,Tameside 018D,E01006019,1491,1394,3,92,2
2021,Tameside 018E,E01006020,1632,1561,0,71,0
2021,Tameside 019A,E01005963,1144,1082,2,59,1
2021,Tameside 019B,E01005964,1505,1386,3,109,7
2021,Tameside 019C,E01005965,1705,1547,1,151,6
2021,Tameside 019D,E01005966,1558,1485,4,60,9
2021,Tameside 019E,E01005967,1412,1340,3,66,3
2021,Tameside 020A,E01006031,2217,1976,1,236,4
2021,Tameside 020B,E01006032,1509,1410,5,84,10
2021,Tameside 020C,E01006033,1743,1632,0,110,1
2021,Tameside 020D,E01006034,2113,1972,1,137,3
2021,Tameside 020E,E01006035,2129,1979,0,148,2
2021,Tameside 020F,E01006036,2129,1961,3,157,8
2021,Tameside 021A,E01005970,1408,1330,0,75,3
2021,Tameside 021B,E01005972,1696,1547,2,137,10
2021,Tameside 021C,E01005974,1674,1500,2,168,4
2021,Tameside 021D,E01005975,1536,1444,4,86,2
2021,Tameside 022A,E01006024,1751,1655,2,89,5
2021,Tameside 022B,E01006026,1510,1382,1,118,9
2021,Tameside 022C,E01006037,1589,1521,1,63,4
2021,Tameside 022D,E01006038,1575,1510,1,60,4
2021,Tameside 023A,E01006047,1315,1219,2,90,4
2021,Tameside 023B,E01006048,1581,1434,3,140,4
2021,Tameside 023C,E01006049,1537,1416,0,120,1
2021,Tameside 023D,E01006051,1615,1503,2,107,3
2021,Tameside 024A,E01005985,1542,1469,0,71,2
2021,Tameside 024B,E01005987,1513,1431,0,74,8
2021,Tameside 024C,E01005988,1584,1481,0,97,6
2021,Tameside 024D,E01005990,1360,1270,1,83,6
2021,Tameside 024E,E01005991,1485,1387,2,86,10
2021,Tameside 025A,E01005971,1335,1226,1,107,1
2021,Tameside 025B,E01005986,1237,1146,0,88,3
2021,Tameside 025C,E01005989,1202,1158,0,41,3
2021,Tameside 025D,E01005992,1193,1092,0,97,4
2021,Tameside 026A,E01005973,1361,1298,1,58,4
2021,Tameside 026B,E01005976,1468,1396,1,66,5
2021,Tameside 026C,E01005977,1433,1359,1,72,1
2021,Tameside 026D,E01005978,1311,1208,0,97,6
2021,Tameside 027A,E01006025,1876,1751,1,120,4
2021,Tameside 027B,E01006027,2308,2091,3,211,3
2021,Tameside 027C,E01006050,1815,1690,1,119,5
2021,Tameside 027D,E01006052,1568,1489,0,79,0
2021,Tameside 028A,E01006028,1740,1600,2,131,7
2021,Tameside 028B,E01006029,1907,1798,1,97,11
2021,Tameside 028C,E01006030,1848,1714,0,133,1
2021,Tameside 028D,E01006039,1341,1287,2,42,10
2021,Tameside 028E,E01006040,1862,1735,3,120,4
2021,Tameside 028F,E01006041,1667,1506,1,149,11
2021,Tameside 029A,E01005979,1573,1488,0,80,5
2021,Tameside 029B,E01005980,1431,1331,1,97,2
2021,Tameside 029C,E01005981,1639,1515,3,119,2
2021,Tameside 029D,E01005982,1319,1258,0,60,1
2021,Tameside 029E,E01005983,1497,1412,1,84,0
2021,Tameside 029F,E01005984,1577,1486,0,87,4
2021,Tameside 030A,E01006042,1677,1533,3,138,3
2021,Tameside 030B,E01006043,1421,1337,3,79,2
2021,Tameside 030C,E01006044,1512,1392,0,119,1
2021,Tameside 030D,E01006045,1241,1172,2,62,5
2021,Tameside 030E,E01006046,1517,1424,1,88,4
2021,Trafford 001A,E01006109,1133,1062,1,56,14
2021,Trafford 001B,E01006110,1850,1686,5,136,23
2021,Trafford 001C,E01006111,1759,1632,5,107,15
2021,Trafford 001D,E01006112,2023,1893,4,114,12
2021,Trafford 001F,E01006188,1963,1595,32,300,36
2021,Trafford 001G,E01034000,1229,725,43,406,55
2021,Trafford 001H,E01034001,1623,1448,3,147,25
2021,Trafford 002A,E01006116,1315,1226,4,79,6
2021,Trafford 002B,E01006117,1681,1597,3,78,3
2021,Trafford 002C,E01006118,1443,1372,2,66,3
2021,Trafford 002D,E01006119,1621,1540,1,75,5
2021,Trafford 002E,E01006121,1435,1357,3,69,6
2021,Trafford 003A,E01006141,1767,1550,2,196,19
2021,Trafford 003B,E01006186,2138,1743,21,307,67
2021,Trafford 003C,E01006187,2562,2306,1,240,15
2021,Trafford 003D,E01006189,2305,2092,3,200,10
2021,Trafford 004A,E01006113,1588,1496,1,85,6
2021,Trafford 004B,E01006114,1677,1552,3,98,24
2021,Trafford 004C,E01006115,1501,1398,5,87,11
2021,Trafford 004D,E01006145,2027,1846,6,137,38
2021,Trafford 004E,E01006146,1778,1681,2,93,2
2021,Trafford 005A,E01006122,1769,1643,1,120,5
2021,Trafford 005B,E01006123,1663,1531,4,119,9
2021,Trafford 005C,E01006124,1469,1386,3,76,4
2021,Trafford 005D,E01006128,1913,1740,6,149,18
2021,Trafford 005E,E01006131,1511,1431,4,71,5
2021,Trafford 006A,E01006155,1732,1544,4,177,7
2021,Trafford 006B,E01006157,1679,1562,2,91,24
2021,Trafford 006C,E01006159,1851,1743,4,97,7
2021,Trafford 006D,E01006182,1593,1520,1,67,5
2021,Trafford 006E,E01006183,1709,1607,8,88,6
2021,Trafford 007A,E01006125,1491,1408,7,65,11
2021,Trafford 007B,E01006126,1814,1697,7,107,3
2021,Trafford 007C,E01006127,1532,1458,1,65,8
2021,Trafford 007D,E01006130,1741,1624,4,107,6
2021,Trafford 007E,E01006132,1525,1435,3,80,7
2021,Trafford 008A,E01006156,1663,1566,2,90,5
2021,Trafford 008B,E01006158,1724,1602,1,109,12
2021,Trafford 008C,E01006179,1774,1631,3,132,8
2021,Trafford 008D,E01006184,1674,1559,4,104,7
2021,Trafford 009A,E01006198,1442,1297,4,135,6
2021,Trafford 009B,E01006199,1516,1383,2,127,4
2021,Trafford 009C,E01006200,1471,1341,1,116,13
2021,Trafford 009D,E01006201,1440,1290,2,145,3
2021,Trafford 009E,E01006202,1291,1182,3,89,17
2021,Trafford 010A,E01006120,1417,1354,4,52,7
2021,Trafford 010B,E01006129,1370,1284,2,80,4
2021,Trafford 010C,E01006133,1402,1332,0,68,2
2021,Trafford 010D,E01006197,1464,1372,3,86,3
2021,Trafford 010E,E01006203,1325,1220,3,92,10
2021,Trafford 011A,E01006142,1706,1572,3,127,4
2021,Trafford 011B,E01006143,1649,1493,5,139,12
2021,Trafford 011C,E01006144,1374,1248,5,120,1
2021,Trafford 011D,E01006180,1818,1636,10,154,18
2021,Trafford 011E,E01006181,1735,1623,2,105,5
2021,Trafford 012A,E01006147,1419,1327,1,85,6
2021,Trafford 012B,E01006149,1559,1425,2,117,15
2021,Trafford 012C,E01006150,1904,1633,7,229,35
2021,Trafford 012D,E01006154,1585,1444,4,131,6
2021,Trafford 012E,E01006165,1968,1682,2,239,45
2021,Trafford 013A,E01006166,1626,1469,5,134,18
2021,Trafford 013B,E01006169,1634,1540,4,86,4
2021,Trafford 013C,E01006170,1583,1473,4,100,6
2021,Trafford 013D,E01006171,1737,1637,1,87,12
2021,Trafford 014A,E01006098,1325,1233,2,74,16
2021,Trafford 014B,E01006099,1307,1180,0,117,10
2021,Trafford 014C,E01006164,1741,1625,1,102,13
2021,Trafford 014D,E01006174,1774,1589,10,154,21
2021,Trafford 014E,E01006178,1795,1624,5,146,20
2021,Trafford 015A,E01006097,1773,1547,5,204,17
2021,Trafford 015B,E01006160,2122,1799,4,227,92
2021,Trafford 015C,E01006161,2133,1893,6,213,21
2021,Trafford 015D,E01006162,1611,1450,4,142,15
2021,Trafford 015E,E01006163,1809,1594,3,193,19
2021,Trafford 016A,E01006148,1689,1495,10,165,19
2021,Trafford 016B,E01006151,1572,1442,4,118,8
2021,Trafford 016C,E01006152,1632,1520,3,96,13
2021,Trafford 016D,E01006153,1590,1453,8,108,21
2021,Trafford 016E,E01006172,1532,1441,4,72,15
2021,Trafford 017A,E01006104,1673,1545,5,116,7
2021,Trafford 017B,E01006105,1748,1636,3,100,9
2021,Trafford 017C,E01006106,1456,1362,3,91,0
2021,Trafford 017D,E01006107,1582,1466,2,109,5
2021,Trafford 017E,E01006108,1644,1553,0,88,3
2021,Trafford 018A,E01006102,1387,1286,1,89,11
2021,Trafford 018B,E01006173,1540,1460,4,65,11
2021,Trafford 018C,E01006175,1751,1615,4,121,11
2021,Trafford 018D,E01006176,1711,1570,4,127,10
2021,Trafford 018E,E01006177,1630,1530,2,84,14
2021,Trafford 019A,E01006091,2938,2664,1,216,57
2021,Trafford 019B,E01006092,1317,1220,2,79,16
2021,Trafford 019C,E01006095,1649,1497,1,124,27
2021,Trafford 019D,E01006167,1566,1476,3,75,12
2021,Trafford 019E,E01006168,1802,1672,5,108,17
2021,Trafford 020A,E01006090,2278,2028,1,212,37
2021,Trafford 020B,E01006094,1585,1464,2,111,8
2021,Trafford 020C,E01006096,1596,1439,4,134,19
2021,Trafford 020D,E01006100,1479,1383,4,84,8
2021,Trafford 020E,E01006103,1676,1553,5,100,18
