date,geography,geography code,Sex: All persons; measures: Value,Sex: Female; measures: Value,Sex: Male; measures: Value
2021,Bury 009A,E01004947,1,0,1
2021,Bury 009B,E01004948,0,0,0
2021,Bury 009C,E01004962,1,0,1
2021,Bury 009D,E01004964,1,0,1
2021,Bury 010A,E01004949,1,1,0
2021,Bury 010B,E01004950,0,0,0
2021,Bury 010C,E01004951,0,0,0
2021,Bury 010D,E01004952,0,0,0
2021,Bury 010E,E01004953,1,1,0
2021,Bury 011A,E01005025,2,1,1
2021,Bury 011B,E01005027,5,4,1
2021,Bury 011C,E01005028,4,3,1
2021,Bury 011D,E01005029,11,7,4
2021,Bury 012A,E01005000,0,0,0
2021,Bury 012B,E01005001,0,0,0
2021,Bury 012C,E01005005,0,0,0
2021,Bury 012D,E01005006,0,0,0
2021,Bury 013A,E01005030,3,2,1
2021,Bury 013B,E01005054,1,1,0
2021,Bury 013C,E01005059,3,2,1
2021,Bury 013D,E01005060,1,0,1
2021,Bury 014A,E01004997,3,2,1
2021,Bury 014B,E01004998,1,1,0
2021,Bury 014C,E01004999,1,0,1
2021,Bury 014D,E01005002,0,0,0
2021,Bury 014E,E01005003,0,0,0
2021,Bury 015A,E01004991,0,0,0
2021,Bury 015B,E01004992,2,1,1
2021,Bury 015C,E01004993,1,1,0
2021,Bury 015D,E01004994,7,4,3
2021,Bury 016A,E01004990,0,0,0
2021,Bury 016B,E01004996,4,0,4
2021,Bury 016C,E01005004,1,1,0
2021,Bury 016D,E01005008,1,0,1
2021,Bury 016E,E01005009,11,4,7
2021,Bury 017A,E01004945,0,0,0
2021,Bury 017B,E01005055,0,0,0
2021,Bury 017C,E01005056,0,0,0
2021,Bury 017D,E01005057,1,1,0
2021,Bury 017E,E01005058,0,0,0
2021,Bury 018A,E01004995,0,0,0
2021,Bury 018B,E01005010,0,0,0
2021,Bury 018C,E01005012,1,0,1
2021,Bury 018D,E01005013,0,0,0
2021,Bury 019A,E01004984,1,1,0
2021,Bury 019B,E01004985,0,0,0
2021,Bury 019C,E01004989,0,0,0
2021,Bury 019D,E01005007,0,0,0
2021,Bury 019E,E01005011,0,0,0
2021,Bury 020A,E01004983,3,3,0
2021,Bury 020B,E01004986,0,0,0
2021,Bury 020C,E01004987,0,0,0
2021,Bury 020D,E01004988,0,0,0
2021,Bury 021A,E01004941,4,1,3
2021,Bury 021B,E01004942,0,0,0
2021,Bury 021C,E01004943,0,0,0
2021,Bury 021D,E01004944,0,0,0
2021,Bury 021E,E01004946,1,1,0
2021,Bury 022A,E01004969,5,3,2
2021,Bury 022B,E01004970,0,0,0
2021,Bury 022C,E01004971,0,0,0
2021,Bury 022D,E01005034,0,0,0
2021,Bury 023A,E01004972,6,3,3
2021,Bury 023B,E01004973,1,0,1
2021,Bury 023C,E01004975,0,0,0
2021,Bury 023D,E01005039,0,0,0
2021,Bury 023E,E01005045,2,1,1
2021,Bury 024A,E01004974,0,0,0
2021,Bury 024B,E01005033,8,5,3
2021,Bury 024C,E01005036,2,1,1
2021,Bury 024D,E01005037,0,0,0
2021,Bury 025A,E01005031,1,0,1
2021,Bury 025B,E01005032,4,1,3
2021,Bury 025C,E01005035,0,0,0
2021,Bury 025D,E01005038,0,0,0
2021,Bury 026A,E01005040,0,0,0
2021,Bury 026B,E01005041,1,1,0
2021,Bury 026C,E01005042,1,1,0
2021,Bury 026D,E01005043,2,1,1
2021,Bury 026E,E01005044,0,0,0
2021,Manchester 001A,E01005098,1,1,0
2021,Manchester 001B,E01005099,1,0,1
2021,Manchester 001C,E01005100,2,2,0
2021,Manchester 001D,E01005102,1,0,1
2021,Manchester 001E,E01005103,6,2,4
2021,Manchester 002A,E01005101,4,1,3
2021,Manchester 002B,E01005135,0,0,0
2021,Manchester 002C,E01005136,2,2,0
2021,Manchester 002D,E01005138,1,0,1
2021,Manchester 002F,E01034107,1,0,1
2021,Manchester 002G,E01034108,4,0,4
2021,Manchester 003B,E01005139,3,0,3
2021,Manchester 003C,E01005141,0,0,0
2021,Manchester 003D,E01005251,8,4,4
2021,Manchester 003E,E01005252,0,0,0
2021,Manchester 003F,E01033685,5,3,2
2021,Manchester 003G,E01033687,2,2,0
2021,Manchester 004A,E01005104,3,0,3
2021,Manchester 004B,E01005160,10,7,3
2021,Manchester 004C,E01005161,11,10,1
2021,Manchester 004D,E01005162,15,8,7
2021,Manchester 004E,E01005163,6,3,3
2021,Manchester 005A,E01005247,0,0,0
2021,Manchester 005B,E01005248,1,1,0
2021,Manchester 005C,E01005249,3,2,1
2021,Manchester 005D,E01005250,3,2,1
2021,Manchester 005E,E01005253,12,6,6
2021,Manchester 005F,E01005254,0,0,0
2021,Manchester 006A,E01005164,25,15,10
2021,Manchester 006B,E01005205,10,7,3
2021,Manchester 006C,E01005206,4,2,2
2021,Manchester 006D,E01005207,9,5,4
2021,Manchester 007A,E01005223,5,2,3
2021,Manchester 007B,E01005224,16,10,6
2021,Manchester 007C,E01005225,8,4,4
2021,Manchester 007D,E01005226,8,2,6
2021,Manchester 007E,E01005229,0,0,0
2021,Manchester 008A,E01005145,9,5,4
2021,Manchester 008C,E01005149,17,9,8
2021,Manchester 008D,E01005165,13,6,7
2021,Manchester 008E,E01005166,18,8,10
2021,Manchester 008F,E01005167,13,5,8
2021,Manchester 008G,E01034109,2,2,0
2021,Manchester 008H,E01034110,8,3,5
2021,Manchester 009A,E01005202,3,3,0
2021,Manchester 009B,E01005203,4,3,1
2021,Manchester 009D,E01005227,4,3,1
2021,Manchester 009E,E01005228,12,8,4
2021,Manchester 009F,E01033678,3,1,2
2021,Manchester 009G,E01033679,4,3,1
2021,Manchester 011A,E01005256,4,3,1
2021,Manchester 011B,E01005257,5,4,1
2021,Manchester 011C,E01005258,0,0,0
2021,Manchester 011D,E01005259,0,0,0
2021,Manchester 011E,E01005260,2,1,1
2021,Manchester 012A,E01005093,2,2,0
2021,Manchester 012B,E01005094,3,0,3
2021,Manchester 012C,E01005097,0,0,0
2021,Manchester 012D,E01005255,1,1,0
2021,Manchester 012E,E01005261,3,2,1
2021,Manchester 015A,E01005092,4,4,0
2021,Manchester 015C,E01005105,36,16,20
2021,Manchester 015D,E01005106,11,7,4
2021,Manchester 015E,E01005107,3,1,2
2021,Manchester 015F,E01033668,1,1,0
2021,Manchester 015G,E01033669,1,0,1
2021,Manchester 017D,E01005189,7,5,2
2021,Manchester 017E,E01005190,10,6,4
2021,Manchester 017G,E01034111,5,2,3
2021,Manchester 017H,E01034112,9,5,4
2021,Manchester 017I,E01034113,1,0,1
2021,Manchester 017J,E01034114,8,4,4
2021,Manchester 018A,E01005061,4,3,1
2021,Manchester 018C,E01005063,21,11,10
2021,Manchester 018D,E01005065,97,59,38
2021,Manchester 018E,E01005066,19,11,8
2021,Manchester 018F,E01034115,191,127,64
2021,Manchester 018G,E01034116,35,22,13
2021,Manchester 019A,E01005208,24,15,9
2021,Manchester 019C,E01005210,163,117,46
2021,Manchester 019D,E01005214,13,3,10
2021,Manchester 019E,E01034117,291,199,92
2021,Manchester 019F,E01034118,4,0,4
2021,Manchester 020A,E01005067,8,1,7
2021,Manchester 020B,E01005186,15,8,7
2021,Manchester 020C,E01005232,4,2,2
2021,Manchester 020D,E01005235,11,6,5
2021,Manchester 020E,E01005239,12,6,6
2021,Manchester 021A,E01005187,8,3,5
2021,Manchester 021B,E01005188,2,1,1
2021,Manchester 021C,E01005191,17,10,7
2021,Manchester 021D,E01005192,11,5,6
2021,Manchester 021E,E01005193,7,6,1
2021,Manchester 022B,E01005230,31,20,11
2021,Manchester 022C,E01005231,52,21,31
2021,Manchester 022D,E01005236,37,14,23
2021,Manchester 022E,E01005237,18,9,9
2021,Manchester 022H,E01034119,95,66,29
2021,Manchester 023A,E01005195,12,7,5
2021,Manchester 023C,E01005197,0,0,0
2021,Manchester 023D,E01005198,4,3,1
2021,Manchester 023E,E01005201,30,15,15
2021,Manchester 023F,E01034120,1,1,0
2021,Manchester 023G,E01034121,5,1,4
2021,Manchester 024B,E01005243,10,5,5
2021,Manchester 024C,E01005245,12,4,8
2021,Manchester 024D,E01005246,16,10,6
2021,Manchester 024E,E01034122,8,4,4
2021,Manchester 024F,E01034123,12,6,6
2021,Manchester 025C,E01005244,67,35,32
2021,Manchester 025D,E01005285,18,3,15
2021,Manchester 025E,E01005288,35,21,14
2021,Manchester 025F,E01034124,14,8,6
2021,Manchester 025G,E01034125,29,12,17
2021,Manchester 025H,E01034126,18,9,9
2021,Manchester 025I,E01034127,13,7,6
2021,Manchester 026A,E01005280,4,1,3
2021,Manchester 026B,E01005281,43,23,20
2021,Manchester 026C,E01005284,271,154,117
2021,Manchester 026D,E01005286,38,25,13
2021,Manchester 026E,E01005287,14,7,7
2021,Manchester 028A,E01005297,6,3,3
2021,Manchester 028B,E01005298,4,1,3
2021,Manchester 028C,E01005302,7,5,2
2021,Manchester 028E,E01033680,6,3,3
2021,Manchester 028F,E01033686,4,4,0
2021,Manchester 029A,E01005150,0,0,0
2021,Manchester 029B,E01005151,4,2,2
2021,Manchester 029C,E01005152,1,1,0
2021,Manchester 029D,E01005159,0,0,0
2021,Manchester 029E,E01005296,6,3,3
2021,Manchester 029F,E01005299,2,1,1
2021,Manchester 030A,E01005178,14,10,4
2021,Manchester 030B,E01005179,8,4,4
2021,Manchester 030C,E01005180,6,5,1
2021,Manchester 030D,E01005181,5,4,1
2021,Manchester 030E,E01005182,1,0,1
2021,Manchester 030F,E01005183,1,1,0
2021,Manchester 031A,E01005219,26,13,13
2021,Manchester 031B,E01005220,8,3,5
2021,Manchester 031C,E01005221,9,7,2
2021,Manchester 031D,E01005222,8,3,5
2021,Manchester 032A,E01005184,11,6,5
2021,Manchester 032B,E01005185,41,15,26
2021,Manchester 032C,E01005271,21,13,8
2021,Manchester 032F,E01034128,26,8,18
2021,Manchester 033A,E01005154,0,0,0
2021,Manchester 033B,E01005156,3,2,1
2021,Manchester 033C,E01005158,0,0,0
2021,Manchester 033D,E01005300,1,1,0
2021,Manchester 033E,E01005301,2,0,2
2021,Manchester 034A,E01005118,0,0,0
2021,Manchester 034B,E01005120,1,1,0
2021,Manchester 034C,E01005215,0,0,0
2021,Manchester 034D,E01005216,3,0,3
2021,Manchester 034E,E01005217,6,0,6
2021,Manchester 034F,E01005218,3,1,2
2021,Manchester 035A,E01005270,2,2,0
2021,Manchester 035B,E01005272,1,0,1
2021,Manchester 035C,E01005273,1,0,1
2021,Manchester 035D,E01005278,6,5,1
2021,Manchester 035E,E01005279,5,1,4
2021,Manchester 036A,E01005305,3,0,3
2021,Manchester 036B,E01005309,20,7,13
2021,Manchester 036C,E01005310,14,5,9
2021,Manchester 036D,E01005311,7,5,2
2021,Manchester 036E,E01005312,9,6,3
2021,Manchester 037A,E01005082,6,6,0
2021,Manchester 037B,E01005153,1,0,1
2021,Manchester 037C,E01005155,2,2,0
2021,Manchester 037D,E01005157,1,0,1
2021,Manchester 038A,E01005274,3,1,2
2021,Manchester 038B,E01005275,0,0,0
2021,Manchester 038C,E01005276,5,3,2
2021,Manchester 038D,E01005277,3,3,0
2021,Manchester 039A,E01005076,1,1,0
2021,Manchester 039C,E01005081,0,0,0
2021,Manchester 039D,E01005083,5,4,1
2021,Manchester 039E,E01033670,1,1,0
2021,Manchester 039F,E01033671,6,3,3
2021,Manchester 040A,E01005125,2,1,1
2021,Manchester 040B,E01005304,4,2,2
2021,Manchester 040C,E01005306,1,0,1
2021,Manchester 040D,E01005307,9,6,3
2021,Manchester 040E,E01005308,1,0,1
2021,Manchester 041A,E01005119,1,1,0
2021,Manchester 041B,E01005121,0,0,0
2021,Manchester 041C,E01005122,2,1,1
2021,Manchester 041D,E01005123,1,1,0
2021,Manchester 041E,E01005124,3,2,1
2021,Manchester 042A,E01005077,2,1,1
2021,Manchester 042B,E01005078,34,5,29
2021,Manchester 042C,E01005079,6,5,1
2021,Manchester 042D,E01005084,1,0,1
2021,Manchester 043A,E01005172,2,2,0
2021,Manchester 043B,E01005173,0,0,0
2021,Manchester 043C,E01005174,4,3,1
2021,Manchester 043D,E01005175,0,0,0
2021,Manchester 043E,E01005176,1,1,0
2021,Manchester 043F,E01005177,2,0,2
2021,Manchester 044A,E01005115,2,0,2
2021,Manchester 044B,E01005262,2,0,2
2021,Manchester 044C,E01005264,0,0,0
2021,Manchester 044D,E01005265,3,2,1
2021,Manchester 044E,E01005266,2,1,1
2021,Manchester 045A,E01005126,5,0,5
2021,Manchester 045B,E01005168,1,0,1
2021,Manchester 045C,E01005169,1,1,0
2021,Manchester 045D,E01005170,4,3,1
2021,Manchester 045E,E01005171,4,2,2
2021,Manchester 046A,E01005263,2,1,1
2021,Manchester 046B,E01005267,0,0,0
2021,Manchester 046C,E01005268,8,4,4
2021,Manchester 046D,E01005269,3,2,1
2021,Manchester 047A,E01005069,1,0,1
2021,Manchester 047B,E01005111,0,0,0
2021,Manchester 047C,E01005113,0,0,0
2021,Manchester 047D,E01005114,5,2,3
2021,Manchester 047E,E01005116,10,3,7
2021,Manchester 048A,E01005071,1,1,0
2021,Manchester 048B,E01005072,3,1,2
2021,Manchester 048C,E01005073,1,0,1
2021,Manchester 048D,E01005112,2,1,1
2021,Manchester 048E,E01005117,7,4,3
2021,Manchester 049A,E01005085,1,1,0
2021,Manchester 049B,E01005086,5,4,1
2021,Manchester 049C,E01005089,2,0,2
2021,Manchester 049D,E01005289,1,0,1
2021,Manchester 049E,E01005295,7,5,2
2021,Manchester 050A,E01005087,5,5,0
2021,Manchester 050B,E01005088,6,3,3
2021,Manchester 050C,E01005090,2,1,1
2021,Manchester 050D,E01005091,2,1,1
2021,Manchester 050E,E01005291,3,3,0
2021,Manchester 051A,E01005068,0,0,0
2021,Manchester 051B,E01005070,7,3,4
2021,Manchester 051C,E01005074,0,0,0
2021,Manchester 051D,E01005075,1,1,0
2021,Manchester 051E,E01005319,1,0,1
2021,Manchester 052A,E01005290,0,0,0
2021,Manchester 052B,E01005292,0,0,0
2021,Manchester 052C,E01005293,1,1,0
2021,Manchester 052D,E01005294,1,0,1
2021,Manchester 052E,E01005317,0,0,0
2021,Manchester 053A,E01005313,3,3,0
2021,Manchester 053B,E01005314,2,0,2
2021,Manchester 053C,E01005315,0,0,0
2021,Manchester 053D,E01005316,0,0,0
2021,Manchester 053E,E01005318,2,0,2
2021,Manchester 054A,E01005130,4,2,2
2021,Manchester 054B,E01033651,20,8,12
2021,Manchester 054C,E01033658,36,19,17
2021,Manchester 054D,E01033664,37,19,18
2021,Manchester 054E,E01033667,25,15,10
2021,Manchester 055A,E01005128,326,202,124
2021,Manchester 055B,E01033653,59,36,23
2021,Manchester 055C,E01033654,225,101,124
2021,Manchester 055E,E01033661,2,2,0
2021,Manchester 055F,E01034129,10,6,4
2021,Manchester 055G,E01034130,20,12,8
2021,Manchester 056A,E01005143,14,10,4
2021,Manchester 056B,E01033655,12,5,7
2021,Manchester 056C,E01033665,11,5,6
2021,Manchester 056D,E01033676,5,2,3
2021,Manchester 057A,E01005212,53,36,17
2021,Manchester 057B,E01033656,341,225,116
2021,Manchester 057C,E01033662,489,294,195
2021,Manchester 058A,E01005142,12,7,5
2021,Manchester 058B,E01005147,10,5,5
2021,Manchester 058C,E01033674,8,4,4
2021,Manchester 058D,E01033675,13,8,5
2021,Manchester 059A,E01005213,22,11,11
2021,Manchester 059B,E01033660,2,2,0
2021,Manchester 059C,E01033672,11,6,5
2021,Manchester 059D,E01033673,14,10,4
2021,Manchester 060A,E01033677,36,14,22
2021,Manchester 060B,E01033681,15,10,5
2021,Manchester 060C,E01033682,7,4,3
2021,Manchester 060E,E01034131,29,18,11
2021,Manchester 060F,E01034132,402,270,132
2021,Manchester 061A,E01005129,2,1,1
2021,Manchester 061B,E01005132,13,2,11
2021,Manchester 061C,E01034133,5,3,2
2021,Manchester 061D,E01034134,6,1,5
2021,Manchester 062D,E01033684,17,9,8
2021,Manchester 062B,E01033688,1,1,0
2021,Manchester 062A,E01034135,0,0,0
2021,Manchester 062C,E01034136,3,1,2
2021,Manchester 063B,E01005233,21,10,11
2021,Manchester 063A,E01005234,24,12,12
2021,Manchester 063D,E01005238,8,3,5
2021,Manchester 063C,E01034137,20,14,6
2021,Manchester 064C,E01005199,23,8,15
2021,Manchester 064A,E01005200,6,4,2
2021,Manchester 064B,E01034138,13,7,6
2021,Oldham 001A,E01005357,0,0,0
2021,Oldham 001B,E01005358,0,0,0
2021,Oldham 001C,E01005359,0,0,0
2021,Oldham 001D,E01005360,0,0,0
2021,Oldham 002A,E01005441,0,0,0
2021,Oldham 002B,E01005442,0,0,0
2021,Oldham 002C,E01005444,0,0,0
2021,Oldham 002D,E01005445,1,1,0
2021,Oldham 003A,E01005361,2,2,0
2021,Oldham 003B,E01005443,0,0,0
2021,Oldham 003C,E01005446,1,1,0
2021,Oldham 003D,E01005447,1,1,0
2021,Oldham 004A,E01005390,0,0,0
2021,Oldham 004B,E01005394,0,0,0
2021,Oldham 004C,E01005395,0,0,0
2021,Oldham 004D,E01005396,0,0,0
2021,Oldham 005A,E01005355,0,0,0
2021,Oldham 005B,E01005356,1,0,1
2021,Oldham 005C,E01005399,0,0,0
2021,Oldham 005D,E01005403,0,0,0
2021,Oldham 006A,E01005410,0,0,0
2021,Oldham 006B,E01005411,0,0,0
2021,Oldham 006C,E01005414,0,0,0
2021,Oldham 006D,E01005415,0,0,0
2021,Oldham 007C,E01005452,0,0,0
2021,Oldham 007D,E01005453,0,0,0
2021,Oldham 007E,E01032558,0,0,0
2021,Oldham 007F,E01032559,0,0,0
2021,Oldham 008A,E01005391,0,0,0
2021,Oldham 008B,E01005392,0,0,0
2021,Oldham 008C,E01005393,0,0,0
2021,Oldham 008D,E01005401,0,0,0
2021,Oldham 009A,E01005397,0,0,0
2021,Oldham 009B,E01005398,0,0,0
2021,Oldham 009C,E01005400,1,1,0
2021,Oldham 009D,E01005402,2,0,2
2021,Oldham 010A,E01005335,0,0,0
2021,Oldham 010B,E01005337,10,6,4
2021,Oldham 010C,E01005339,0,0,0
2021,Oldham 010D,E01005340,3,2,1
2021,Oldham 011A,E01005421,5,3,2
2021,Oldham 011B,E01005422,0,0,0
2021,Oldham 011E,E01032920,5,2,3
2021,Oldham 012A,E01005448,5,3,2
2021,Oldham 012B,E01005449,1,0,1
