date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Trafford 014,E02001272,8026,7135,9,49,59,56,66,101,274,65,66,97,49
2021,Trafford 015,E02001273,9534,7707,13,45,62,75,77,135,431,131,266,396,196
2021,Trafford 016,E02001274,8059,6700,21,51,112,107,84,193,356,85,117,158,75
2021,Trafford 017,E02001275,8190,7597,10,38,36,26,34,35,246,48,65,36,19
2021,Trafford 018,E02001276,8117,7014,7,32,40,54,62,121,391,77,146,117,56
2021,Trafford 019,E02001277,9348,7574,12,36,72,60,60,193,670,156,172,206,137
2021,Trafford 020,E02001278,8692,7316,10,42,60,63,67,153,457,108,141,175,100
2021,Trafford 021,E02001279,8286,7422,9,35,55,59,60,101,292,53,75,73,52
2021,Trafford 022,E02001280,8401,7281,10,32,60,52,73,127,456,77,74,95,64
2021,Trafford 023,E02001281,7738,7033,10,32,41,54,47,70,221,44,69,55,62
2021,Trafford 024,E02001282,10105,8315,7,28,56,58,81,162,543,174,230,298,153
2021,Trafford 025,E02001283,9513,7895,16,50,103,95,75,188,416,117,166,282,110
2021,Trafford 026,E02001284,8152,7254,9,35,49,88,73,105,201,64,63,129,82
2021,Trafford 027,E02001285,7755,6768,20,45,76,70,84,144,244,70,76,102,56
2021,Trafford 028,E02001286,8280,6692,25,55,150,174,136,239,432,75,136,104,62
2021,Wigan 001,E02001287,6631,6384,1,8,16,16,17,23,85,18,33,23,7
2021,Wigan 002,E02001288,8334,7952,4,10,18,22,23,42,99,30,52,65,17
2021,Wigan 003,E02001289,10172,9875,2,18,33,25,26,28,70,18,15,41,21
2021,Wigan 004,E02001290,6129,5903,3,7,13,23,13,22,65,16,15,33,16
2021,Wigan 005,E02001291,7816,7210,2,8,16,23,24,45,151,80,94,87,76
2021,Wigan 006,E02001292,8028,7262,2,14,17,28,27,46,166,59,113,162,132
2021,Wigan 007,E02001293,6257,5973,4,9,10,10,14,27,91,21,34,39,25
2021,Wigan 008,E02001294,8001,7229,0,7,15,24,18,37,213,69,117,168,104
2021,Wigan 009,E02001295,7234,6288,0,4,12,23,13,43,300,111,172,216,52
2021,Wigan 010,E02001296,9048,7949,5,6,19,18,20,53,442,167,214,108,47
2021,Wigan 011,E02001297,6603,6268,2,3,10,9,16,21,105,31,69,27,42
2021,Wigan 012,E02001298,8120,7227,1,5,12,15,15,38,329,112,154,173,39
2021,Wigan 013,E02001299,8688,8357,4,9,18,19,14,39,84,29,36,60,19
2021,Wigan 014,E02001300,7889,7456,3,8,9,13,17,33,141,44,73,58,34
2021,Wigan 015,E02001301,9031,8224,5,5,17,11,22,59,223,94,132,170,69
2021,Wigan 016,E02001302,7987,7673,3,8,9,15,14,25,96,25,48,48,23
2021,Wigan 017,E02001303,9027,8289,3,15,23,13,19,61,270,73,112,108,41
2021,Wigan 018,E02001304,12763,12435,7,16,30,22,27,33,88,10,35,48,12
2021,Wigan 019,E02001305,8520,8175,5,13,11,22,25,33,104,20,62,35,15
2021,Wigan 020,E02001306,7151,6911,5,12,19,11,15,24,57,17,41,32,7
2021,Wigan 021,E02001307,11654,11335,5,17,36,30,19,34,85,18,43,21,11
2021,Wigan 022,E02001308,5969,5686,3,8,26,18,17,17,58,31,44,42,19
2021,Wigan 023,E02001309,8356,7893,4,6,25,19,28,37,109,44,72,88,31
2021,Wigan 024,E02001310,9225,8417,3,11,21,12,31,36,219,134,139,145,57
2021,Wigan 025,E02001311,8193,7618,1,21,19,29,19,51,168,57,98,89,23
2021,Wigan 026,E02001312,8689,8189,4,12,12,22,16,25,145,54,88,99,23
2021,Wigan 027,E02001313,8167,7446,5,11,14,15,13,35,256,68,157,117,30
2021,Wigan 028,E02001314,8008,7604,5,13,27,28,27,37,130,45,53,27,12
2021,Wigan 029,E02001315,9440,8817,9,17,28,37,30,64,194,52,91,74,27
2021,Wigan 030,E02001316,7359,6003,0,10,21,24,23,69,383,132,206,341,147
2021,Wigan 031,E02001317,9005,8346,15,12,30,36,35,45,216,69,103,83,15
2021,Wigan 032,E02001318,7826,7573,5,10,23,12,11,12,73,24,38,33,12
2021,Wigan 033,E02001319,8319,7617,4,16,28,24,28,36,224,74,113,113,42
2021,Wigan 034,E02001320,7386,6958,8,10,17,21,24,32,141,35,53,53,34
2021,Wigan 035,E02001321,8005,7720,6,8,11,24,24,23,80,30,25,45,9
2021,Wigan 036,E02001322,7208,6969,5,12,17,19,16,18,43,14,28,38,29
2021,Wigan 037,E02001323,7709,7283,5,11,14,29,16,30,138,30,78,57,18
2021,Wigan 038,E02001324,8269,7883,6,11,17,18,19,34,96,29,47,71,38
2021,Wigan 039,E02001325,8957,8608,7,21,32,29,22,20,91,21,44,44,18
2021,Wigan 040,E02001326,8163,7854,6,15,26,17,23,26,96,26,36,20,18
2021,Birmingham 001,E02001827,6451,5869,2,45,80,53,36,71,148,38,30,52,27
2021,Birmingham 002,E02001828,7142,6553,11,28,64,52,49,66,129,42,58,60,30
2021,Birmingham 003,E02001829,9155,8315,14,47,75,90,34,84,251,62,69,79,35
2021,Birmingham 004,E02001830,9685,8514,34,66,157,143,81,176,230,59,79,88,58
2021,Birmingham 005,E02001831,10682,9518,17,65,98,50,40,108,384,105,133,101,63
2021,Birmingham 006,E02001832,7931,7144,23,55,83,63,47,103,198,43,87,51,34
2021,Birmingham 007,E02001833,5938,5321,5,35,101,61,42,80,148,35,43,57,10
2021,Birmingham 008,E02001834,6108,5459,5,34,35,18,31,64,187,62,102,68,43
2021,Birmingham 009,E02001835,8477,7587,13,60,82,79,40,72,171,52,128,118,75
2021,Birmingham 010,E02001836,9105,7867,19,103,238,131,80,113,263,82,75,95,39
2021,Birmingham 011,E02001837,10666,8751,4,77,102,45,63,191,686,215,321,153,58
2021,Birmingham 012,E02001838,7571,6856,14,62,111,85,53,58,157,33,54,70,18
2021,Birmingham 013,E02001839,6440,5531,7,50,81,49,39,92,321,61,80,97,32
2021,Birmingham 014,E02001840,9608,7727,15,68,122,47,80,166,687,210,218,209,59
2021,Birmingham 015,E02001841,5962,5305,11,51,124,91,47,86,120,27,28,59,13
2021,Birmingham 016,E02001842,8065,6546,11,79,213,107,110,149,364,104,128,168,86
2021,Birmingham 017,E02001843,6637,5638,13,68,115,56,42,77,273,55,138,117,45
2021,Birmingham 018,E02001844,9716,8575,24,108,149,97,81,112,235,69,126,113,27
2021,Birmingham 019,E02001845,6663,5637,6,45,104,58,54,99,312,64,147,110,27
2021,Birmingham 020,E02001846,8158,6227,12,79,124,55,64,136,597,213,275,285,91
2021,Birmingham 021,E02001847,5598,5067,6,47,63,39,19,50,146,43,57,46,15
2021,Birmingham 022,E02001848,7319,5357,5,53,101,53,76,204,684,189,356,207,34
2021,Birmingham 023,E02001849,8794,6428,6,84,118,53,69,132,723,278,441,373,89
2021,Birmingham 024,E02001850,8606,5933,14,124,316,240,194,259,547,189,303,336,151
2021,Birmingham 025,E02001851,9085,7589,17,76,128,78,89,134,435,141,196,151,51
2021,Birmingham 026,E02001852,7030,5073,11,71,145,94,82,162,514,179,311,285,103
2021,Birmingham 029,E02001855,9936,9082,6,65,89,29,26,76,281,90,97,72,23
2021,Birmingham 030,E02001856,9641,6333,9,104,229,171,148,218,766,263,532,698,170
2021,Birmingham 031,E02001857,13856,9521,17,142,330,213,180,360,1132,412,748,589,212
2021,Birmingham 032,E02001858,9151,5550,13,129,419,277,229,342,831,265,427,463,206
2021,Birmingham 033,E02001859,10398,5824,9,113,351,498,458,482,901,311,608,585,258
2021,Birmingham 034,E02001860,8473,4229,13,129,372,235,245,365,994,370,556,661,304
2021,Birmingham 035,E02001861,11204,6428,6,145,456,385,406,566,1093,337,626,567,189
2021,Birmingham 036,E02001862,9877,5184,11,132,545,298,333,493,1205,358,560,532,226
2021,Birmingham 037,E02001863,8406,4658,8,81,256,313,359,461,812,234,517,559,148
2021,Birmingham 039,E02001865,11403,5955,6,141,540,364,452,580,1308,414,637,723,283
2021,Birmingham 040,E02001866,9451,5435,6,95,290,353,479,585,955,254,334,501,164
2021,Birmingham 041,E02001867,8674,4875,6,114,256,264,389,506,1212,271,382,276,123
2021,Birmingham 042,E02001868,9819,7146,8,59,226,357,342,402,627,120,216,218,98
2021,Birmingham 043,E02001869,7010,4099,2,50,115,69,83,258,1207,349,387,292,99
2021,Birmingham 044,E02001870,12993,8601,5,69,269,374,377,591,1129,321,579,497,181
2021,Birmingham 045,E02001871,8340,7132,10,43,76,70,39,120,393,124,140,156,37
2021,Birmingham 046,E02001872,7422,6743,1,41,48,20,19,62,230,82,92,63,21
2021,Birmingham 047,E02001873,11386,6319,5,96,326,228,242,494,1391,455,646,868,316
2021,Birmingham 048,E02001874,9960,6095,4,56,240,335,321,509,987,258,471,463,221
2021,Birmingham 049,E02001875,8961,5173,12,83,126,152,205,465,1324,282,528,448,163
2021,Birmingham 050,E02001876,16085,9576,7,81,161,67,124,447,2134,502,768,1068,1150
2021,Birmingham 051,E02001877,12396,7355,9,62,309,477,474,774,1190,364,518,617,247
2021,Birmingham 052,E02001878,9523,5538,10,56,236,344,310,460,1138,267,427,502,235
2021,Birmingham 053,E02001879,10029,5740,8,140,343,264,262,445,1054,306,577,609,281
2021,Birmingham 054,E02001880,10040,7890,8,63,83,77,109,278,821,213,265,155,78
2021,Birmingham 055,E02001881,10495,6750,4,57,206,253,340,539,997,320,462,408,159
2021,Birmingham 056,E02001882,8913,6586,11,62,214,175,187,248,614,170,278,263,105
2021,Birmingham 057,E02001883,8521,7214,11,60,60,25,45,112,479,127,201,140,47
2021,Birmingham 058,E02001884,10189,5887,3,30,191,270,360,515,1212,335,432,684,270
2021,Birmingham 060,E02001886,9890,5657,10,129,480,298,195,369,934,297,586,618,317
2021,Birmingham 062,E02001888,7182,5747,17,45,85,67,53,149,517,134,150,164,54
2021,Birmingham 063,E02001889,9054,5235,5,59,250,369,332,492,813,260,471,528,240
2021,Birmingham 064,E02001890,9975,5850,10,84,270,255,113,323,884,308,580,790,508
2021,Birmingham 066,E02001892,11586,7668,7,65,149,234,285,503,1115,408,464,503,185
2021,Birmingham 067,E02001893,8822,6745,9,77,170,173,167,246,581,140,161,258,95
2021,Birmingham 069,E02001895,8954,7651,13,60,63,51,74,143,472,151,135,100,41
2021,Birmingham 070,E02001896,10161,5513,8,87,360,446,505,489,1015,301,581,595,261
2021,Birmingham 071,E02001897,8626,4830,12,78,257,241,242,505,1227,287,384,447,116
2021,Birmingham 072,E02001898,6557,5844,11,43,61,55,75,91,147,58,67,62,43
2021,Birmingham 073,E02001899,8534,6368,17,141,361,232,142,250,405,137,195,196,90
2021,Birmingham 074,E02001900,6709,3981,19,59,214,167,107,318,699,204,267,396,278
2021,Birmingham 075,E02001901,8142,6434,18,53,119,94,71,154,343,137,210,349,160
2021,Birmingham 076,E02001902,6253,5161,7,46,73,70,75,78,307,112,128,157,39
2021,Birmingham 077,E02001903,8078,4666,6,62,279,351,402,515,697,219,330,416,135
2021,Birmingham 078,E02001904,7720,5192,4,56,125,136,137,208,593,229,459,406,175
2021,Birmingham 079,E02001905,10273,6943,11,62,202,198,135,243,555,164,255,660,845
2021,Birmingham 080,E02001906,9570,7756,14,63,176,106,70,195,508,126,303,158,95
2021,Birmingham 081,E02001907,10417,8953,19,87,101,86,69,122,404,127,148,218,83
2021,Birmingham 082,E02001908,8953,5064,2,59,317,439,446,478,850,295,384,470,149
2021,Birmingham 083,E02001909,8291,4930,7,60,296,322,308,537,731,228,355,358,159
2021,Birmingham 084,E02001910,7232,4380,8,84,263,299,233,441,733,163,242,266,120
2021,Birmingham 085,E02001911,8740,6286,15,50,105,73,62,255,758,305,397,348,86
2021,Birmingham 087,E02001913,7441,4927,14,76,97,75,63,209,541,210,321,531,377
2021,Birmingham 088,E02001914,7061,4870,11,55,276,275,224,309,482,120,190,161,88
2021,Birmingham 089,E02001915,11962,9089,37,129,268,196,171,240,754,193,354,385,146
2021,Birmingham 090,E02001916,9899,6847,4,85,158,201,186,348,781,332,358,423,176
2021,Birmingham 092,E02001918,8652,6605,23,109,219,190,153,246,381,129,198,286,113
2021,Birmingham 093,E02001919,6942,4850,12,61,338,355,251,227,319,109,161,172,87
2021,Birmingham 094,E02001920,7656,6181,9,56,76,12,24,125,572,107,239,199,56
2021,Birmingham 095,E02001921,7737,5765,12,46,100,50,58,182,572,253,310,278,111
2021,Birmingham 096,E02001922,15985,12604,4,36,39,56,41,164,843,140,274,794,990
2021,Birmingham 097,E02001923,11119,7309,17,112,465,545,375,448,808,203,346,336,155
2021,Birmingham 098,E02001924,7073,5248,2,88,211,223,188,241,375,86,172,198,41
2021,Birmingham 099,E02001925,6733,5116,9,38,107,87,53,178,424,111,183,307,120
2021,Birmingham 100,E02001926,7828,5917,18,70,151,92,102,170,415,130,174,360,229
2021,Birmingham 101,E02001927,7669,6270,7,25,44,29,38,128,463,129,231,241,64
2021,Birmingham 102,E02001928,6818,5938,7,32,54,19,22,74,274,77,135,126,60
2021,Birmingham 103,E02001929,10507,8080,12,68,110,125,148,266,859,215,293,237,94
2021,Birmingham 104,E02001930,7703,6316,11,84,182,162,121,152,278,73,139,148,37
2021,Birmingham 105,E02001931,8591,6519,17,93,348,344,232,245,370,95,142,134,52
2021,Birmingham 106,E02001932,7425,6307,6,23,53,36,20,125,402,123,150,135,45
2021,Birmingham 107,E02001933,7720,6282,10,69,134,113,86,196,416,112,119,146,37
2021,Birmingham 108,E02001934,7142,5228,13,69,322,320,187,237,375,95,103,155,38
2021,Birmingham 109,E02001935,8079,6610,18,42,60,62,73,227,444,126,148,200,69
2021,Birmingham 110,E02001936,6383,5300,15,65,152,129,72,136,273,62,85,62,32
2021,Birmingham 111,E02001937,8385,6633,9,67,148,123,98,215,530,174,164,160,64
2021,Birmingham 112,E02001938,7868,6838,14,45,78,42,58,104,236,101,141,149,62
2021,Birmingham 113,E02001939,6294,5335,19,42,62,62,34,138,251,90,106,106,49
2021,Birmingham 115,E02001941,6553,5395,8,41,122,78,52,139,339,87,135,101,56
2021,Birmingham 116,E02001942,6781,5857,10,41,69,42,39,109,281,73,122,107,31
2021,Birmingham 117,E02001943,6476,5590,6,60,92,86,58,109,214,59,90,91,21
2021,Birmingham 118,E02001944,8067,6901,11,60,128,79,67,124,342,98,146,61,50
2021,Birmingham 119,E02001945,7894,6713,10,30,44,30,27,127,484,96,174,121,38
2021,Birmingham 120,E02001946,7583,6677,12,63,58,53,42,86,259,68,125,116,24
2021,Birmingham 121,E02001947,6242,5218,14,45,59,45,26,89,349,104,139,114,40
2021,Birmingham 122,E02001948,7350,6645,9,41,72,29,31,66,244,51,83,65,14
2021,Birmingham 123,E02001949,6160,5409,11,33,50,32,32,96,222,98,96,58,23
2021,Birmingham 124,E02001950,8567,7570,13,62,68,43,38,82,313,65,141,130,42
2021,Birmingham 125,E02001951,9433,8410,9,44,80,34,25,84,389,95,143,103,17
2021,Birmingham 126,E02001952,9126,7824,17,39,41,37,51,122,488,121,183,151,52
2021,Birmingham 127,E02001953,7112,6351,14,50,85,42,32,76,242,53,60,77,30
2021,Birmingham 128,E02001954,7581,6585,10,33,61,27,29,100,304,109,113,158,52
2021,Birmingham 129,E02001955,8090,7291,11,54,58,28,34,67,256,62,126,75,28
2021,Birmingham 130,E02001956,6847,6296,9,31,53,30,26,47,170,59,68,37,21
2021,Birmingham 131,E02001957,7880,7304,15,32,47,20,17,47,178,44,87,58,31
2021,Birmingham 132,E02006807,8210,6763,11,80,202,227,143,177,311,89,85,94,28
2021,Birmingham 133,E02006809,10152,6592,8,147,857,590,324,369,538,132,258,255,82
2021,Birmingham 134,E02006895,9361,4960,8,61,84,42,77,290,1008,346,684,995,806
2021,Birmingham 135,E02006896,6123,2934,3,36,71,63,61,199,655,254,455,729,663
2021,Birmingham 136,E02006897,8457,4210,4,19,59,47,46,300,1070,432,657,946,667
2021,Birmingham 137,E02006898,7904,4613,1,34,114,43,41,258,749,307,538,765,441
2021,Birmingham 138,E02006899,6146,3222,2,7,38,25,27,139,421,215,522,851,677
2021,Birmingham 139,E02006900,15720,8836,10,100,470,586,574,833,1713,504,865,935,294
2021,Birmingham 141,E02007038,13693,10365,21,133,177,129,103,268,1172,322,484,403,116
2021,Birmingham 142,E02007039,8304,4951,7,67,335,373,324,393,782,216,327,359,170
2021,Birmingham 143,E02007040,7599,4337,4,38,140,189,228,322,828,361,391,511,250
2021,Coventry 001,E02001958,8074,6055,5,57,148,101,60,184,557,184,305,309,109
2021,Coventry 002,E02001959,6929,5334,13,79,157,106,45,116,460,126,199,213,81
2021,Coventry 004,E02001961,7966,5844,7,71,116,48,68,159,716,181,377,275,104
2021,Coventry 005,E02001962,7213,4334,8,56,161,114,93,239,829,288,458,477,156
2021,Coventry 006,E02001963,6141,5300,11,62,100,59,43,93,206,55,115,74,23
2021,Coventry 007,E02001964,11011,7561,10,51,68,32,34,251,1465,435,535,437,132
2021,Coventry 008,E02001965,8081,6322,16,58,144,66,51,143,533,147,217,293,91
2021,Coventry 009,E02001966,7357,3725,7,54,230,242,195,320,938,415,510,540,181
2021,Coventry 010,E02001967,6963,6416,16,53,61,32,33,45,119,51,47,58,32
2021,Coventry 011,E02001968,7960,5251,14,79,213,146,87,220,785,283,432,360,90
2021,Coventry 012,E02001969,6774,4824,6,93,148,65,44,86,507,166,316,420,99
2021,Coventry 013,E02001970,5758,4455,14,67,79,54,34,102,385,122,190,199,57
2021,Coventry 014,E02001971,6289,5218,12,79,85,47,27,73,208,68,209,245,18
2021,Coventry 015,E02001972,11718,6049,12,99,272,269,211,494,1589,580,902,878,363
2021,Coventry 016,E02001973,8535,5583,7,55,190,135,79,214,845,236,515,481,195
2021,Coventry 017,E02001974,9460,8021,27,133,153,74,64,113,317,97,171,235,55
2021,Coventry 018,E02001975,7640,6058,7,55,136,80,62,136,441,127,209,243,86
2021,Coventry 019,E02001976,7500,5615,12,56,133,55,39,122,577,143,249,360,139
2021,Coventry 020,E02001977,10015,5608,8,76,170,107,86,235,1045,391,714,1095,480
2021,Coventry 021,E02001978,6809,4714,9,69,146,113,59,141,475,188,250,521,124
2021,Coventry 022,E02001979,5605,5113,9,45,59,29,17,34,108,52,49,61,29
2021,Coventry 023,E02001980,5791,5309,18,55,58,35,14,41,91,30,60,50,30
2021,Coventry 024,E02001981,13443,6791,11,64,230,188,217,467,1651,503,897,1257,1167
2021,Coventry 025,E02001982,8408,7620,6,47,48,37,39,71,204,57,114,104,61
2021,Coventry 026,E02001983,7610,6516,8,86,87,48,44,80,260,87,168,154,72
2021,Coventry 027,E02001984,10468,7530,11,87,192,107,89,152,728,340,408,544,280
2021,Coventry 028,E02001985,9241,4803,6,40,64,55,56,112,964,240,587,1168,1146
2021,Coventry 029,E02001986,7980,6631,16,53,46,26,29,89,454,145,198,209,84
2021,Coventry 030,E02001987,5911,4236,18,53,66,41,24,75,297,120,275,435,271
2021,Coventry 031,E02001988,11154,5634,8,47,72,43,37,149,814,272,546,1448,2084
2021,Coventry 032,E02001989,6295,5118,9,30,32,22,32,72,307,93,214,210,156
2021,Coventry 033,E02001990,9183,7742,17,94,244,145,54,89,405,82,116,147,48
2021,Coventry 034,E02001991,8474,7156,20,89,141,73,48,97,239,96,142,262,111
2021,Coventry 035,E02001992,10785,8064,14,60,69,53,46,215,1207,259,414,301,83
2021,Coventry 036,E02001993,8984,6734,11,55,129,90,54,186,513,161,252,393,406
2021,Coventry 037,E02001994,7958,5787,4,65,203,141,91,187,513,161,260,417,129
2021,Coventry 038,E02001995,9427,5766,13,52,100,85,40,166,884,255,624,1010,432
2021,Coventry 039,E02001996,7689,5610,4,42,40,22,24,147,797,214,394,326,69
2021,Coventry 040,E02001997,8512,6981,29,105,305,209,105,152,249,85,98,146,48
2021,Coventry 041,E02001998,6037,4978,11,40,141,116,76,132,233,67,89,107,47
2021,Coventry 042,E02001999,9104,6287,17,61,205,158,74,114,430,108,169,403,1078
2021,Coventry 043,E02006805,9084,6300,9,72,201,133,92,222,984,268,375,295,133
2021,Dudley 001,E02002000,8549,7935,7,6,38,28,28,32,214,68,111,71,11
2021,Dudley 002,E02002001,6062,5862,2,10,19,13,11,20,52,24,23,12,14
2021,Dudley 003,E02002002,6901,6696,8,9,34,10,16,22,47,20,17,12,10
2021,Dudley 004,E02002003,9022,8566,7,22,41,24,21,33,134,43,56,56,19
2021,Dudley 005,E02002004,7575,7132,2,12,33,26,17,40,131,33,71,57,21
2021,Dudley 006,E02002005,9886,8578,4,21,63,39,30,103,594,110,174,133,37
2021,Dudley 007,E02002006,6480,6230,2,7,11,14,11,14,90,16,35,42,8
2021,Dudley 008,E02002007,9028,8815,2,11,24,11,10,16,76,21,21,19,2
2021,Dudley 009,E02002008,8165,7556,4,36,118,72,38,53,142,28,41,61,16
2021,Dudley 010,E02002009,7114,5355,1,29,114,107,82,192,524,177,199,271,63
2021,Dudley 011,E02002010,8374,6215,5,44,206,127,80,188,502,181,257,389,180
2021,Dudley 012,E02002011,5905,5711,2,11,26,11,9,26,51,13,16,27,2
2021,Dudley 013,E02002012,8411,7344,4,14,60,31,31,107,359,79,126,160,96
2021,Dudley 014,E02002013,6571,6381,8,9,19,16,20,40,35,6,21,11,5
2021,Dudley 015,E02002014,8314,6461,5,27,139,99,87,196,390,139,305,339,127
2021,Dudley 016,E02002015,7055,6778,2,8,22,14,11,36,78,23,33,35,15
2021,Dudley 017,E02002016,8049,7356,3,17,32,27,29,54,228,76,83,111,33
2021,Dudley 018,E02002017,8072,7045,4,17,82,78,46,108,239,87,150,151,65
2021,Dudley 019,E02002018,8933,8739,4,18,26,30,15,28,32,4,17,14,6
2021,Dudley 020,E02002019,7801,7275,4,11,34,38,22,62,196,42,51,51,15
2021,Dudley 021,E02002020,9485,9252,2,22,29,19,15,34,52,8,25,25,2
2021,Dudley 022,E02002021,7709,6658,4,7,55,49,57,94,284,73,173,206,49
2021,Dudley 023,E02002022,8880,8529,4,11,27,23,17,40,107,33,44,35,10
2021,Dudley 024,E02002023,5357,5243,1,6,10,11,7,12,31,9,16,8,3
2021,Dudley 025,E02002024,8739,8317,2,17,30,28,17,48,120,31,54,54,21
2021,Dudley 026,E02002025,8896,7763,3,30,89,107,101,120,259,85,112,180,47
2021,Dudley 027,E02002026,6782,6555,5,8,20,19,17,27,54,8,28,23,18
2021,Dudley 028,E02002027,5380,5237,1,8,24,13,16,18,33,7,7,13,3
2021,Dudley 029,E02002028,5730,5606,4,11,17,12,10,17,25,9,9,10,0
2021,Dudley 030,E02002029,6223,5707,11,34,87,50,41,62,125,32,41,27,6
2021,Dudley 031,E02002030,6814,6399,8,15,30,35,29,55,129,26,45,31,12
2021,Dudley 032,E02002031,6259,5398,2,18,57,75,83,117,190,37,117,108,57
2021,Dudley 033,E02002032,10217,9361,3,27,50,62,73,135,239,62,68,111,26
2021,Dudley 034,E02002033,7817,7334,7,12,38,39,28,61,162,28,53,48,7
2021,Dudley 035,E02002034,8168,7648,8,17,46,36,30,75,138,23,65,42,40
2021,Dudley 036,E02002035,6112,5716,2,27,97,61,25,56,66,16,23,15,8
2021,Dudley 037,E02002036,6669,5610,0,12,71,83,87,126,244,82,164,114,76
2021,Dudley 038,E02002037,5923,5768,5,17,17,19,13,15,35,3,18,12,1
2021,Dudley 039,E02002038,9615,8821,10,25,56,39,43,93,247,62,75,118,26
2021,Dudley 040,E02002039,6205,5792,4,14,42,40,37,34,99,41,47,37,18
2021,Dudley 041,E02002040,5932,5665,10,22,44,26,24,37,42,11,23,20,8
2021,Dudley 042,E02002041,6272,5797,4,30,61,41,46,63,123,22,31,42,12
2021,Dudley 043,E02002042,8027,7722,5,18,36,19,21,45,90,15,23,27,6
2021,Sandwell 001,E02002043,8754,7735,2,16,53,65,72,116,349,94,106,110,36
2021,Sandwell 002,E02002044,8053,6475,2,35,205,173,141,174,441,90,143,141,33
2021,Sandwell 003,E02002045,7813,6961,1,9,66,36,43,72,299,98,105,96,27
2021,Sandwell 004,E02002046,5710,5110,2,10,12,12,13,52,274,51,87,65,22
2021,Sandwell 005,E02002047,7549,6458,3,28,95,104,80,93,315,97,110,115,51
2021,Sandwell 006,E02002048,6829,5769,9,65,225,173,89,110,167,58,68,62,34
2021,Sandwell 007,E02002049,6310,5626,0,9,42,36,22,50,206,74,84,104,57
2021,Sandwell 009,E02002051,6169,5477,0,4,35,21,25,55,263,79,132,52,26
2021,Sandwell 010,E02002052,11365,8919,4,37,134,77,86,177,834,257,364,296,180
2021,Sandwell 011,E02002053,6327,4985,12,51,162,108,91,131,340,59,140,194,54
2021,Sandwell 012,E02002054,5821,4519,14,45,175,130,95,139,373,56,129,117,29
2021,Sandwell 013,E02002055,11128,7911,5,59,211,145,108,268,955,360,433,435,238
2021,Sandwell 014,E02002056,9881,8599,1,12,46,29,26,82,561,159,216,109,41
2021,Sandwell 015,E02002057,10723,8518,7,32,148,169,151,206,652,218,266,231,125
2021,Sandwell 016,E02002058,13571,9878,7,43,238,202,160,328,1203,393,520,463,136
2021,Sandwell 017,E02002059,11793,7617,10,73,366,223,167,294,1102,397,728,636,180
2021,Sandwell 018,E02002060,7358,4971,2,42,130,112,113,199,716,253,359,317,144
2021,Sandwell 019,E02002061,7060,4124,0,53,155,141,228,266,711,275,458,495,154
2021,Sandwell 020,E02002062,8958,5351,7,76,260,161,125,268,1167,369,489,473,212
2021,Sandwell 021,E02002063,10324,7484,4,56,210,194,163,252,802,270,373,399,117
2021,Sandwell 022,E02002064,12495,10710,8,27,87,78,69,169,674,183,205,188,97
2021,Sandwell 023,E02002065,14169,7283,10,98,457,487,375,682,1623,556,1043,1102,453
2021,Sandwell 024,E02002066,8257,5436,4,58,220,212,151,264,731,249,334,366,232
2021,Sandwell 025,E02002067,6321,5689,5,9,40,23,13,45,238,96,72,73,18
2021,Sandwell 027,E02002069,7246,5996,2,24,80,42,48,115,449,138,192,125,35
2021,Sandwell 028,E02002070,10335,5721,3,86,292,209,177,335,1092,421,740,913,346
2021,Sandwell 029,E02002071,6718,6180,3,16,29,23,9,41,187,63,86,49,32
2021,Sandwell 030,E02002072,8926,6925,12,58,202,123,73,183,500,158,302,300,90
2021,Sandwell 031,E02002073,8417,6468,5,43,145,113,97,205,585,173,218,267,98
2021,Sandwell 032,E02002074,8207,6811,2,38,128,94,58,145,459,118,155,165,34
2021,Sandwell 033,E02002075,8734,7721,4,23,65,72,57,82,320,94,155,93,48
2021,Sandwell 034,E02002076,10669,7994,4,68,149,92,86,202,638,265,478,492,201
2021,Sandwell 035,E02002077,10885,9581,7,20,86,100,64,240,330,96,140,166,55
2021,Sandwell 036,E02002078,6574,5455,8,56,149,98,51,109,286,64,131,107,60
2021,Sandwell 037,E02002079,8659,7417,6,48,101,67,47,93,403,111,179,159,28
2021,Sandwell 038,E02002080,7378,6831,2,10,32,25,19,49,160,56,77,82,35
2021,Sandwell 039,E02006810,10685,8623,3,60,233,140,108,161,609,168,229,272,79
2021,Sandwell 040,E02006943,7595,3792,4,43,169,120,104,355,1272,300,651,526,259
2021,Sandwell 041,E02006944,8073,4088,2,34,189,226,199,375,1168,350,557,660,225
