date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Birmingham 094E,E01009259,1703,1306,6,13,21,1,10,36,146,37,62,56,9
2021,Birmingham 095A,E01008919,1640,1211,1,7,30,12,14,43,96,110,33,51,32
2021,Birmingham 095B,E01009064,1499,1060,1,10,31,9,6,34,115,35,84,75,39
2021,Birmingham 095C,E01009077,1609,1208,6,19,25,17,20,51,116,32,58,39,18
2021,Birmingham 095D,E01009291,1475,1121,0,8,8,7,9,21,90,41,90,63,17
2021,Birmingham 095E,E01009500,1515,1165,4,4,6,5,9,32,154,35,46,50,5
2021,Birmingham 096A,E01009284,4345,3080,1,7,12,30,21,52,301,68,126,237,410
2021,Birmingham 096C,E01009286,2408,2056,1,10,8,5,6,18,119,17,25,90,53
2021,Birmingham 096E,E01009289,2525,2058,1,8,11,6,8,30,141,18,39,98,107
2021,Birmingham 096F,E01009290,2434,2096,0,5,6,4,3,23,120,10,27,80,60
2021,Birmingham 096H,E01034940,2184,1477,2,3,1,7,3,16,107,14,36,205,313
2021,Birmingham 096I,E01034941,2099,1837,0,3,3,4,1,28,55,13,23,83,49
2021,Birmingham 097A,E01009017,1799,1096,2,11,100,97,79,108,144,25,67,40,30
2021,Birmingham 097B,E01009043,1995,1301,2,19,82,103,68,80,155,27,75,46,37
2021,Birmingham 097C,E01009044,1765,1114,2,13,48,83,65,85,148,44,70,80,13
2021,Birmingham 097D,E01009045,2049,1359,6,25,91,101,57,62,153,60,44,60,31
2021,Birmingham 097E,E01009046,1814,1334,2,27,73,81,62,64,80,17,28,36,10
2021,Birmingham 097F,E01009395,1696,1106,2,16,74,79,45,49,128,30,61,74,32
2021,Birmingham 098A,E01009016,1655,1242,4,27,37,26,41,48,85,34,41,60,10
2021,Birmingham 098B,E01009022,1830,1340,0,24,44,48,44,67,140,25,50,37,11
2021,Birmingham 098C,E01009023,1710,1307,0,16,54,67,43,60,76,8,26,49,4
2021,Birmingham 098D,E01009030,1888,1359,1,21,76,82,60,65,74,23,56,55,16
2021,Birmingham 099A,E01009281,1541,1318,2,6,22,11,10,27,44,9,7,68,17
2021,Birmingham 099B,E01009292,1565,1077,3,9,22,26,10,47,129,35,65,101,41
2021,Birmingham 099C,E01009294,1932,1507,2,8,27,23,17,54,116,43,63,49,23
2021,Birmingham 099D,E01009295,1692,1214,1,15,35,28,16,48,135,25,47,89,39
2021,Birmingham 100A,E01009280,1727,1430,2,8,13,14,18,35,82,12,28,75,10
2021,Birmingham 100B,E01009282,1711,1350,1,15,56,14,18,30,78,27,25,48,49
2021,Birmingham 100C,E01009288,1347,936,10,26,43,34,26,40,76,19,26,49,62
2021,Birmingham 100D,E01009293,1544,1153,1,13,23,16,29,34,87,22,39,78,49
2021,Birmingham 100E,E01009296,1498,1048,3,9,16,12,12,30,93,49,56,111,59
2021,Birmingham 101A,E01008924,1488,1292,1,3,6,7,9,24,77,18,26,21,4
2021,Birmingham 101B,E01009501,1526,1198,3,2,8,1,5,28,100,20,73,70,18
2021,Birmingham 101C,E01009502,1447,1141,1,5,11,7,6,14,95,38,47,58,24
2021,Birmingham 101D,E01009503,1573,1278,3,13,13,7,7,29,105,32,41,39,6
2021,Birmingham 101E,E01009505,1640,1361,0,2,7,6,11,33,87,21,46,53,13
2021,Birmingham 102A,E01008917,1249,1062,2,6,10,4,12,10,48,26,21,32,16
2021,Birmingham 102B,E01008923,1515,1311,1,3,9,3,2,13,67,11,52,41,2
2021,Birmingham 102C,E01008925,1175,1095,3,7,8,3,3,7,23,4,9,8,5
2021,Birmingham 102D,E01008927,1301,1163,0,11,11,3,3,13,45,9,26,11,6
2021,Birmingham 102E,E01008928,1576,1307,1,5,16,6,1,32,89,27,29,33,30
2021,Birmingham 103A,E01009019,1798,1353,6,10,23,18,33,54,193,35,31,32,10
2021,Birmingham 103B,E01009020,1585,1224,1,21,29,28,26,37,96,37,34,33,19
2021,Birmingham 103C,E01009021,1757,1382,0,6,10,13,14,38,107,47,73,51,16
2021,Birmingham 103D,E01009024,1827,1406,0,12,15,16,20,62,158,29,55,40,14
2021,Birmingham 103E,E01009025,1607,1248,2,6,16,21,20,30,140,38,37,31,18
2021,Birmingham 103F,E01009033,1922,1467,4,12,17,28,34,46,160,28,60,49,17
2021,Birmingham 104A,E01009175,1451,1183,0,9,35,31,20,24,60,13,31,40,5
2021,Birmingham 104B,E01009177,1534,1275,0,18,35,25,30,36,51,10,18,29,7
2021,Birmingham 104C,E01009178,1644,1312,4,13,42,22,22,31,67,18,43,52,18
2021,Birmingham 104D,E01009179,1656,1352,3,22,38,44,26,44,50,21,35,15,6
2021,Birmingham 104E,E01009189,1412,1194,2,20,33,39,23,18,50,9,12,12,0
2021,Birmingham 105A,E01008933,1619,1248,1,18,58,39,46,38,95,24,31,12,9
2021,Birmingham 105B,E01008934,1507,1123,5,17,86,76,35,46,69,16,11,11,12
2021,Birmingham 105C,E01009031,1814,1381,8,18,56,89,58,57,58,7,29,36,17
2021,Birmingham 105D,E01009037,1906,1537,4,20,48,62,41,44,72,18,28,23,9
2021,Birmingham 105E,E01009176,1739,1231,1,17,101,78,50,60,76,30,41,49,5
2021,Birmingham 106C,E01008929,1596,1371,0,3,10,7,5,27,83,13,25,40,12
2021,Birmingham 106D,E01008930,1968,1635,0,6,13,14,7,34,141,41,37,27,13
2021,Birmingham 106E,E01009495,1313,1175,1,4,8,3,2,23,48,18,15,15,1
2021,Birmingham 106F,E01033629,2552,2128,5,8,22,12,6,41,130,52,73,56,19
2021,Birmingham 107A,E01008953,1577,1243,3,14,31,25,14,39,106,38,26,37,1
2021,Birmingham 107B,E01008963,1488,1252,0,7,28,10,14,30,68,19,31,24,5
2021,Birmingham 107C,E01008964,1449,1217,3,19,20,17,12,40,64,18,11,26,2
2021,Birmingham 107D,E01008965,1459,1212,3,9,28,22,21,35,71,19,9,17,13
2021,Birmingham 107E,E01008966,1746,1358,2,20,25,35,25,52,109,21,42,39,18
2021,Birmingham 108A,E01009032,1901,1390,2,10,76,99,57,79,94,29,18,40,7
2021,Birmingham 108B,E01009034,1769,1276,5,24,87,89,51,46,97,22,19,37,16
2021,Birmingham 108C,E01009035,1888,1399,1,22,65,73,43,62,100,31,39,48,5
2021,Birmingham 108D,E01009036,1585,1163,5,13,95,59,36,50,83,13,24,30,14
2021,Birmingham 109A,E01009494,1688,1475,2,3,5,5,9,56,75,14,20,17,7
2021,Birmingham 109B,E01009496,1471,1263,2,9,10,19,7,25,74,22,22,9,9
2021,Birmingham 109C,E01009497,1794,1448,5,5,15,13,18,50,127,19,27,50,17
2021,Birmingham 109D,E01009504,1631,1307,7,10,13,14,16,46,84,30,46,41,17
2021,Birmingham 109E,E01009506,1491,1119,2,11,14,14,22,50,84,39,34,83,19
2021,Birmingham 110A,E01008967,1587,1302,2,13,43,43,24,39,67,13,24,9,8
2021,Birmingham 110B,E01008968,1804,1561,3,15,32,25,18,39,58,11,17,18,7
2021,Birmingham 110C,E01008970,1461,1160,4,11,30,27,11,37,87,28,42,17,7
2021,Birmingham 110D,E01008981,1535,1277,6,26,47,33,18,22,61,10,4,21,10
2021,Birmingham 111A,E01008932,1610,1231,2,8,20,24,18,42,117,40,47,42,19
2021,Birmingham 111B,E01008935,1775,1387,1,15,25,17,22,54,123,36,38,42,15
2021,Birmingham 111C,E01008936,1644,1299,3,17,54,45,24,53,85,17,20,17,10
2021,Birmingham 111D,E01008938,1692,1374,0,13,27,21,18,33,118,30,24,24,10
2021,Birmingham 111E,E01008939,1668,1342,2,14,24,17,16,33,89,51,35,35,10
2021,Birmingham 112A,E01008951,1412,1273,0,11,12,11,14,20,29,15,15,9,3
2021,Birmingham 112B,E01008952,1768,1477,5,5,20,12,8,21,60,30,52,55,23
2021,Birmingham 112C,E01008955,1672,1438,1,7,13,6,17,23,58,27,28,38,16
2021,Birmingham 112D,E01008956,1414,1246,4,13,21,7,11,19,35,9,21,18,10
2021,Birmingham 112E,E01008957,1602,1402,2,8,15,7,8,21,54,20,27,27,11
2021,Birmingham 113A,E01008950,1427,1272,2,9,20,18,7,16,34,20,17,8,4
2021,Birmingham 113B,E01008954,1434,1294,4,6,11,14,12,34,29,6,5,16,3
2021,Birmingham 113C,E01008958,1551,1403,6,9,12,4,6,17,57,14,15,6,2
2021,Birmingham 113D,E01009493,1882,1366,6,18,19,25,9,72,130,50,71,76,40
2021,Birmingham 115A,E01008937,1604,1251,2,12,52,43,18,41,88,19,39,27,12
2021,Birmingham 115B,E01008940,1613,1342,0,8,27,12,14,25,92,23,23,28,19
2021,Birmingham 115C,E01008941,1592,1300,2,10,22,14,14,54,89,24,33,26,4
2021,Birmingham 115D,E01008944,1742,1500,4,12,21,9,5,19,68,22,40,21,21
2021,Birmingham 116A,E01008959,1734,1546,2,11,15,11,7,20,56,17,26,8,15
2021,Birmingham 116B,E01008960,1544,1382,0,5,16,8,13,26,31,9,16,37,1
2021,Birmingham 116C,E01008961,1413,1263,4,12,14,8,12,17,31,13,17,18,4
2021,Birmingham 116D,E01008962,2098,1666,4,14,23,15,7,46,164,36,66,45,12
2021,Birmingham 117A,E01008942,1614,1445,1,6,6,10,5,20,69,17,21,14,0
2021,Birmingham 117B,E01008943,1456,1249,1,6,19,13,13,37,63,12,25,18,0
2021,Birmingham 117C,E01008969,1666,1449,3,27,29,13,17,17,34,16,25,27,9
2021,Birmingham 117D,E01008971,1739,1447,1,21,38,49,23,36,48,14,19,32,11
2021,Birmingham 118A,E01008972,1872,1577,2,13,20,27,24,25,91,21,41,15,16
2021,Birmingham 118B,E01008973,1921,1641,1,14,42,18,12,34,78,31,29,9,12
2021,Birmingham 118C,E01008974,2795,2299,3,20,57,29,24,51,154,41,71,30,16
2021,Birmingham 118D,E01008975,1474,1384,1,12,7,5,6,15,20,5,5,7,7
2021,Birmingham 119A,E01009172,1469,1222,1,4,10,6,5,34,106,22,14,43,2
2021,Birmingham 119B,E01009173,1755,1493,0,4,5,1,5,36,119,12,40,33,7
2021,Birmingham 119C,E01009174,1223,1130,3,7,5,5,2,13,32,8,10,7,1
2021,Birmingham 119D,E01009498,1707,1432,2,3,12,6,9,20,86,27,68,29,13
2021,Birmingham 119E,E01009499,1746,1436,4,13,12,10,6,26,142,29,42,11,15
2021,Birmingham 120A,E01009205,1534,1401,2,5,6,10,11,22,23,15,25,13,1
2021,Birmingham 120B,E01009206,1517,1334,5,22,12,13,8,16,52,12,14,28,1
2021,Birmingham 120C,E01009211,1444,1297,0,9,11,8,5,10,67,9,13,6,9
2021,Birmingham 120D,E01009218,1623,1414,3,16,18,11,15,21,47,7,29,36,6
2021,Birmingham 120E,E01009219,1466,1231,2,11,11,11,3,17,71,25,44,32,8
2021,Birmingham 121A,E01008976,1538,1304,3,11,15,15,6,18,77,30,35,23,1
2021,Birmingham 121B,E01008978,1406,1065,2,10,15,9,5,21,144,35,39,42,19
2021,Birmingham 121C,E01008979,1583,1397,7,15,14,6,7,24,55,16,25,13,4
2021,Birmingham 121D,E01008980,1716,1452,4,9,15,15,8,29,73,23,40,35,13
2021,Birmingham 122A,E01008945,1814,1554,3,19,27,6,12,39,87,17,28,17,5
2021,Birmingham 122B,E01008946,1541,1379,1,5,17,3,9,11,56,21,15,20,4
2021,Birmingham 122C,E01008947,1363,1246,2,3,8,1,2,8,56,6,16,13,2
2021,Birmingham 122D,E01008948,1437,1321,1,6,14,12,4,5,35,8,18,12,1
2021,Birmingham 122E,E01008949,1190,1144,0,6,6,7,4,3,10,0,6,4,0
2021,Birmingham 123A,E01008977,1560,1421,3,6,14,8,5,21,47,7,15,13,0
2021,Birmingham 123B,E01009109,1410,1163,2,2,6,2,11,49,71,46,39,13,6
2021,Birmingham 123C,E01009119,1428,1271,4,16,23,11,7,10,47,12,15,7,5
2021,Birmingham 123D,E01009120,1763,1554,2,9,9,10,11,16,57,31,28,25,11
2021,Birmingham 124A,E01009162,1604,1358,1,9,22,5,3,10,81,25,19,52,19
2021,Birmingham 124B,E01009207,1624,1465,7,17,10,5,13,17,49,7,10,16,8
2021,Birmingham 124C,E01009208,1689,1537,0,11,14,13,5,17,35,9,18,27,3
2021,Birmingham 124D,E01009209,2042,1816,2,11,12,12,10,27,81,8,36,18,9
2021,Birmingham 124E,E01009213,1608,1394,2,14,10,8,7,10,69,16,58,17,3
2021,Birmingham 125B,E01009155,1323,1217,3,6,19,11,1,10,19,16,9,11,1
2021,Birmingham 125D,E01009157,1447,1334,0,8,11,6,5,13,45,3,16,6,0
2021,Birmingham 125E,E01009160,1635,1443,1,8,12,4,1,13,76,14,37,23,3
2021,Birmingham 125F,E01009161,1444,1342,2,9,12,7,3,8,42,6,5,2,6
2021,Birmingham 125H,E01034942,1863,1508,1,2,13,4,9,28,158,41,51,42,6
2021,Birmingham 125I,E01034943,1718,1566,2,11,12,1,5,12,49,15,25,19,1
2021,Birmingham 126A,E01009117,2072,1712,1,12,10,8,19,40,162,27,40,21,20
2021,Birmingham 126B,E01009210,1817,1628,4,5,8,11,9,35,63,11,20,15,8
2021,Birmingham 126C,E01009212,1774,1511,5,5,5,4,7,14,87,28,45,61,2
2021,Birmingham 126D,E01009214,1649,1466,3,1,7,4,4,11,73,27,26,18,9
2021,Birmingham 126E,E01009215,1815,1507,4,16,13,12,11,21,103,28,51,36,13
2021,Birmingham 127A,E01009108,1024,906,3,14,13,10,5,10,38,3,16,5,1
2021,Birmingham 127B,E01009111,1546,1336,4,3,13,5,4,12,75,18,20,44,12
2021,Birmingham 127C,E01009112,1617,1484,5,10,25,6,5,6,47,8,8,8,5
2021,Birmingham 127D,E01009116,1366,1234,4,14,25,16,14,27,20,3,1,7,1
2021,Birmingham 127E,E01009118,1566,1394,0,10,9,7,7,20,63,21,16,10,9
2021,Birmingham 128A,E01009107,1674,1369,3,8,11,4,10,33,89,29,22,67,29
2021,Birmingham 128B,E01009110,1364,1213,1,6,11,10,2,26,45,4,14,28,4
2021,Birmingham 128C,E01009113,1707,1450,0,5,7,8,7,23,107,31,33,27,9
2021,Birmingham 128D,E01009114,1411,1252,2,6,16,3,9,10,39,19,24,22,9
2021,Birmingham 128E,E01009115,1425,1301,4,8,15,3,1,9,24,22,22,14,2
2021,Birmingham 129A,E01009158,2256,2033,1,17,15,6,12,26,77,10,29,24,6
2021,Birmingham 129C,E01009165,1381,1227,1,4,10,7,3,12,44,7,45,14,7
2021,Birmingham 129D,E01009169,1673,1555,3,7,12,5,8,11,36,13,11,9,3
2021,Birmingham 129E,E01034944,1297,1161,3,13,6,4,3,5,41,18,16,20,7
2021,Birmingham 129F,E01034945,1492,1315,4,12,17,6,8,14,60,14,26,10,6
2021,Birmingham 130A,E01009159,2287,2042,3,12,16,15,14,28,88,19,24,17,9
2021,Birmingham 130B,E01009164,1425,1325,4,9,8,9,4,5,29,13,9,5,5
2021,Birmingham 130C,E01009167,1497,1376,1,7,21,4,1,6,29,14,23,13,2
2021,Birmingham 130D,E01009171,1649,1553,1,5,8,4,7,10,28,13,13,2,5
2021,Birmingham 131A,E01009166,1316,1206,3,3,11,1,2,9,26,17,15,17,6
2021,Birmingham 131B,E01009168,1439,1369,5,8,14,6,2,5,21,2,4,3,0
2021,Birmingham 131C,E01009170,1486,1436,1,5,0,5,1,6,7,3,13,6,3
2021,Birmingham 131D,E01009216,2066,1804,2,11,14,4,10,22,97,15,46,21,20
2021,Birmingham 131E,E01009217,1572,1489,3,5,9,5,1,4,27,7,9,10,3
2021,Birmingham 132A,E01009039,1792,1438,1,23,61,49,27,31,67,19,25,42,9
2021,Birmingham 132B,E01009040,1814,1520,1,10,33,51,46,50,63,15,12,8,5
2021,Birmingham 132C,E01009041,1705,1445,1,21,35,41,21,34,65,8,17,11,6
2021,Birmingham 132D,E01009042,1363,1222,3,7,12,14,13,16,46,9,4,12,5
2021,Birmingham 132E,E01032589,1529,1139,3,19,61,70,33,41,71,38,27,21,6
2021,Birmingham 133A,E01009262,1786,1194,1,21,151,92,38,47,93,14,62,52,21
2021,Birmingham 133B,E01009267,1794,1087,3,36,177,113,73,97,94,31,39,35,9
2021,Birmingham 133C,E01009276,1664,1076,3,28,127,74,58,60,105,25,49,50,9
2021,Birmingham 133D,E01009278,1737,1201,0,26,119,96,43,49,71,31,37,54,10
2021,Birmingham 133E,E01009279,1595,1052,1,21,108,113,57,58,89,15,26,33,22
2021,Birmingham 133F,E01032591,1581,982,1,21,175,102,55,57,85,16,43,31,13
2021,Birmingham 134A,E01008995,2431,1400,1,33,47,18,24,106,330,67,134,136,135
2021,Birmingham 134B,E01033557,2117,1015,1,2,6,4,11,31,145,86,184,320,312
2021,Birmingham 134C,E01033624,1593,841,3,2,10,4,10,61,160,60,135,203,104
2021,Birmingham 134D,E01033626,1217,672,2,14,10,4,13,39,101,50,87,110,115
2021,Birmingham 134E,E01033640,2003,1032,3,10,11,12,19,52,272,83,143,225,141
2021,Birmingham 135B,E01033567,1110,415,0,3,4,2,6,22,115,45,107,209,182
2021,Birmingham 135C,E01033615,1104,424,0,1,1,6,6,39,102,38,90,206,191
2021,Birmingham 135D,E01033616,1277,676,0,8,19,2,9,47,137,59,97,106,117
2021,Birmingham 135E,E01034946,1054,572,0,12,21,26,16,42,105,53,63,80,64
2021,Birmingham 135F,E01034947,1582,847,3,14,26,28,24,49,197,58,98,129,109
2021,Birmingham 136A,E01009143,1884,1030,0,8,12,14,9,96,305,127,153,106,24
2021,Birmingham 136B,E01009146,2301,1277,2,7,25,13,13,66,249,81,121,217,230
2021,Birmingham 136C,E01033564,1172,535,0,1,3,7,8,48,138,75,119,162,76
2021,Birmingham 136E,E01034948,1788,808,1,0,14,9,11,57,214,89,136,264,185
2021,Birmingham 136F,E01034949,1305,557,1,3,3,5,5,31,163,60,128,197,152
2021,Birmingham 137A,E01009141,1924,1054,0,18,58,22,14,124,255,61,119,143,56
2021,Birmingham 137B,E01033565,1403,834,0,1,5,3,6,24,100,58,93,167,112
2021,Birmingham 137C,E01033618,1224,695,0,2,8,4,7,33,83,55,105,167,65
2021,Birmingham 137E,E01033627,1127,586,1,11,25,6,7,41,149,60,98,99,44
2021,Birmingham 137F,E01034950,1124,731,0,0,0,2,1,14,50,36,67,120,103
2021,Birmingham 137G,E01034951,1104,717,0,1,17,5,7,22,112,37,55,69,62
2021,Birmingham 138A,E01033620,1073,464,0,3,22,8,4,24,60,46,102,183,157
2021,Birmingham 138B,E01033622,1897,1093,2,2,5,5,9,36,149,59,137,229,171
2021,Birmingham 138C,E01033623,1464,985,0,0,8,4,7,33,84,38,113,145,47
2021,Birmingham 138D,E01033625,1713,679,0,2,3,7,7,47,128,73,170,294,303
2021,Birmingham 139A,E01009200,1847,1132,3,5,32,31,41,91,246,56,67,108,35
2021,Birmingham 139B,E01009327,1662,852,3,13,44,72,50,90,157,85,139,133,24
2021,Birmingham 139C,E01009328,2419,1412,2,23,126,138,122,113,225,65,79,91,23
2021,Birmingham 139D,E01009331,2439,1369,1,19,71,101,97,120,247,63,143,154,54
2021,Birmingham 139E,E01009332,1930,1117,1,5,43,52,42,102,291,54,87,90,46
2021,Birmingham 139F,E01009333,1619,922,1,6,25,61,47,101,149,64,105,112,26
2021,Birmingham 139G,E01009335,1980,1058,1,22,86,98,103,110,196,68,124,85,29
2021,Birmingham 139H,E01009344,1827,974,0,7,45,34,71,106,201,49,121,162,57
2021,Birmingham 141A,E01009008,1426,1214,7,29,40,24,18,10,27,16,17,19,5
2021,Birmingham 141B,E01009011,1740,1435,3,38,30,19,17,21,79,30,26,34,8
2021,Birmingham 141C,E01009012,1502,1193,7,20,24,19,15,25,71,36,39,44,9
2021,Birmingham 141G,E01009079,1372,941,1,7,16,3,10,23,206,37,72,43,13
2021,Birmingham 141F,E01009080,1347,954,0,0,13,11,6,30,184,42,74,19,14
2021,Birmingham 141H,E01009081,1375,1039,0,6,12,10,7,33,156,30,37,31,14
2021,Birmingham 141I,E01009083,1610,1065,3,13,18,17,10,67,173,59,106,63,16
2021,Birmingham 141E,E01009102,1616,1236,0,8,13,12,11,26,123,46,51,78,12
2021,Birmingham 141D,E01009104,1712,1291,2,14,10,11,10,34,158,26,62,71,23
2021,Birmingham 142A,E01009339,1667,971,1,18,69,64,74,103,134,28,87,87,31
2021,Birmingham 142D,E01009382,2001,1205,3,10,102,112,84,87,187,56,64,62,29
2021,Birmingham 142E,E01009392,1724,1010,1,24,97,114,78,71,113,44,65,72,35
2021,Birmingham 142B,E01034952,1289,837,0,3,14,21,29,56,133,37,77,69,13
2021,Birmingham 142C,E01034953,1620,931,2,13,53,62,60,76,213,51,34,69,56
2021,Birmingham 143C,E01009391,1915,1017,0,8,31,42,49,74,191,122,138,182,61
2021,Birmingham 143D,E01009393,1798,960,2,9,39,43,64,83,241,86,100,122,49
2021,Birmingham 143A,E01034954,1733,1077,0,9,21,35,43,56,181,52,87,127,45
2021,Birmingham 143B,E01034955,2143,1283,2,12,47,71,72,109,213,100,66,78,90
2021,Coventry 001A,E01009589,1699,1288,1,13,18,17,11,36,142,38,52,69,14
2021,Coventry 001F,E01032536,2170,1727,1,11,35,27,9,33,129,27,54,90,27
2021,Coventry 001G,E01032537,1974,1420,1,16,63,31,11,35,153,75,87,53,29
2021,Coventry 001H,E01032538,2226,1620,2,16,32,26,27,80,133,43,110,97,40
2021,Coventry 002A,E01009590,1533,1356,4,19,17,13,12,14,60,13,12,12,1
2021,Coventry 002B,E01009591,1589,1202,3,15,16,18,5,31,135,31,54,51,28
2021,Coventry 002C,E01009593,1663,1204,3,21,39,24,11,32,119,43,55,78,34
2021,Coventry 002D,E01009598,2144,1570,3,23,85,51,18,40,146,39,79,72,18
2021,Coventry 004A,E01009604,1437,1013,3,19,42,15,16,27,107,20,65,72,38
2021,Coventry 004B,E01009605,1752,1376,0,14,14,7,12,37,131,44,60,45,12
2021,Coventry 004C,E01009607,1620,1183,0,14,11,6,10,27,178,55,81,44,11
2021,Coventry 004D,E01009608,1635,1184,2,13,19,11,20,42,157,30,82,56,19
2021,Coventry 004E,E01009610,1525,1088,2,12,30,10,11,26,143,32,89,59,23
2021,Coventry 005A,E01009564,2091,1113,3,12,38,34,29,69,288,80,166,201,58
2021,Coventry 005B,E01009575,1311,773,0,8,28,31,26,51,134,51,85,86,38
2021,Coventry 005C,E01009606,2234,1436,3,18,47,25,20,64,259,93,114,111,44
2021,Coventry 005D,E01009609,1568,1012,2,17,48,22,18,53,146,63,92,79,16
2021,Coventry 006A,E01009524,1523,1372,2,11,16,7,9,18,34,18,22,12,2
2021,Coventry 006B,E01009525,1524,1194,3,26,60,27,16,30,66,15,40,35,12
2021,Coventry 006C,E01009527,1620,1434,3,10,7,8,8,23,46,13,37,24,7
2021,Coventry 006D,E01009594,1480,1300,4,14,17,17,11,22,62,9,16,6,2
2021,Coventry 007A,E01009577,1732,1111,0,3,13,6,5,34,255,84,114,94,13
2021,Coventry 007B,E01009579,2257,1554,3,6,13,6,7,50,303,66,103,108,38
2021,Coventry 007C,E01009581,1761,1273,2,18,10,5,11,50,187,62,73,49,21
2021,Coventry 007D,E01009584,2136,1747,1,12,15,6,6,27,131,42,78,56,15
2021,Coventry 007E,E01009585,1861,1028,0,2,11,6,3,42,404,135,123,78,29
2021,Coventry 007F,E01009709,1260,848,2,10,6,3,2,48,183,46,44,52,16
2021,Coventry 008A,E01009576,1606,1265,7,14,28,6,7,22,111,37,50,46,13
2021,Coventry 008B,E01009578,1386,1121,2,9,42,26,13,24,71,10,26,31,11
2021,Coventry 008C,E01009582,1679,1309,4,15,23,16,9,34,112,25,61,52,19
2021,Coventry 008D,E01009583,1583,1093,0,13,25,12,13,36,134,45,56,118,38
2021,Coventry 008E,E01009586,1828,1534,3,8,26,7,9,27,105,28,24,47,10
2021,Coventry 009A,E01009565,1782,835,3,16,81,81,83,76,229,129,128,96,25
2021,Coventry 009B,E01009566,1989,1078,3,6,23,23,16,66,282,93,139,169,91
2021,Coventry 009C,E01009567,1724,893,0,14,47,49,28,70,224,82,132,155,30
2021,Coventry 009D,E01009568,1862,919,0,18,79,89,68,109,203,113,111,118,35
2021,Coventry 010A,E01009523,1640,1555,7,17,23,4,5,11,15,1,2,0,0
2021,Coventry 010B,E01009526,1565,1448,3,15,9,6,10,10,16,12,9,19,8
2021,Coventry 010C,E01009528,2163,1976,3,14,22,14,11,13,48,20,19,16,7
2021,Coventry 010D,E01009531,1594,1437,3,7,7,7,9,11,39,18,16,23,17
2021,Coventry 011A,E01009587,2317,1468,3,16,55,36,24,43,287,109,136,112,28
2021,Coventry 011B,E01009624,1546,959,3,22,43,29,20,51,144,60,96,104,15
2021,Coventry 011C,E01009625,2411,1630,5,22,74,70,24,79,219,58,116,89,25
2021,Coventry 011D,E01009626,1688,1191,3,19,41,15,19,47,134,56,87,55,21
2021,Coventry 012A,E01009622,1835,1388,1,22,27,11,5,27,142,44,70,83,15
2021,Coventry 012B,E01009623,1562,1164,3,22,29,16,17,20,106,36,89,54,6
2021,Coventry 012C,E01009627,1814,1111,1,24,35,19,6,24,142,58,102,237,55
2021,Coventry 012D,E01009628,1562,1161,1,25,57,18,17,15,116,28,57,46,21
2021,Coventry 013A,E01009599,1088,882,3,15,20,4,4,19,81,19,29,11,1
2021,Coventry 013B,E01009663,1445,1088,4,31,30,24,14,28,85,33,60,38,10
2021,Coventry 013C,E01009710,1299,982,1,7,9,10,5,15,85,20,33,102,30
2021,Coventry 013D,E01009711,1928,1503,4,14,20,16,12,40,136,50,68,48,17
2021,Coventry 014A,E01009522,1912,1366,3,26,31,20,8,34,77,21,144,177,5
2021,Coventry 014B,E01009529,1524,1329,1,15,26,8,6,6,58,12,27,34,2
2021,Coventry 014C,E01009530,1406,1298,6,14,14,5,6,9,30,15,5,4,0
2021,Coventry 014D,E01009645,1451,1225,2,24,16,14,7,24,43,20,33,32,11
2021,Coventry 015A,E01009569,1358,674,2,13,38,33,8,50,148,89,146,105,52
2021,Coventry 015B,E01009570,2279,1220,1,15,59,78,48,106,250,135,171,148,48
2021,Coventry 015C,E01009571,1592,835,1,17,36,24,26,76,251,60,108,116,42
2021,Coventry 015E,E01009573,1500,806,5,20,51,52,44,67,141,69,82,123,40
2021,Coventry 015F,E01009574,1606,861,2,25,48,44,42,68,195,50,113,117,41
2021,Coventry 015G,E01034735,1655,770,0,2,15,12,12,56,340,81,166,125,76
2021,Coventry 015H,E01034736,1720,880,1,6,25,22,31,71,266,96,115,144,63
2021,Coventry 016A,E01009655,2042,1333,0,12,10,12,9,57,290,46,148,86,39
2021,Coventry 016B,E01009656,1627,1127,2,6,24,23,11,23,132,45,114,85,35
2021,Coventry 016C,E01009659,1871,1016,1,13,22,14,10,43,204,79,165,199,105
2021,Coventry 016D,E01009662,1416,927,3,12,91,63,29,52,97,35,42,55,10
2021,Coventry 016E,E01009664,1582,1182,0,11,44,23,19,40,124,31,45,56,7
2021,Coventry 017A,E01009643,1412,1248,1,15,19,6,17,11,37,11,19,26,2
2021,Coventry 017B,E01009644,1607,1420,0,22,14,12,9,14,44,13,31,20,8
2021,Coventry 017C,E01009647,1880,1322,9,36,44,24,13,48,129,34,72,126,23
