date,geography,geography code,Population Density: Persons per square kilometre; measures: Value
2021,Manchester 050D,E01005091,8702.5
2021,Manchester 050E,E01005291,3637.9
2021,Manchester 051A,E01005068,5224.1
2021,Manchester 051B,E01005070,2289.6
2021,Manchester 051C,E01005074,3562.3
2021,Manchester 051D,E01005075,1898.8
2021,Manchester 051E,E01005319,4975.4
2021,Manchester 052A,E01005290,5047.8
2021,Manchester 052B,E01005292,4954.5
2021,Manchester 052C,E01005293,4772.4
2021,Manchester 052D,E01005294,3699.4
2021,Manchester 052E,E01005317,1028.7
2021,Manchester 053A,E01005313,5345.8
2021,Manchester 053B,E01005314,5709.0
2021,Manchester 053C,E01005315,4741.5
2021,Manchester 053D,E01005316,238.9
2021,Manchester 053E,E01005318,3207.6
2021,Manchester 054A,E01005130,4207.6
2021,Manchester 054B,E01033651,5685.9
2021,Manchester 054C,E01033658,2281.1
2021,Manchester 054D,E01033664,7172.1
2021,Manchester 054E,E01033667,11227.4
2021,Manchester 055A,E01005128,14827.8
2021,Manchester 055B,E01033653,5927.0
2021,Manchester 055C,E01033654,6442.4
2021,Manchester 055E,E01033661,3565.3
2021,Manchester 055F,E01034129,14781.4
2021,Manchester 055G,E01034130,12891.6
2021,Manchester 056A,E01005143,17133.9
2021,Manchester 056B,E01033655,10979.2
2021,Manchester 056C,E01033665,2161.6
2021,Manchester 056D,E01033676,2770.0
2021,Manchester 057A,E01005212,11248.2
2021,Manchester 057B,E01033656,12967.6
2021,Manchester 057C,E01033662,13889.7
2021,Manchester 058A,E01005142,8373.5
2021,Manchester 058B,E01005147,4978.5
2021,Manchester 058C,E01033674,2864.2
2021,Manchester 058D,E01033675,8957.4
2021,Manchester 059A,E01005213,9352.3
2021,Manchester 059B,E01033660,14870.7
2021,Manchester 059C,E01033672,7341.7
2021,Manchester 059D,E01033673,22422.4
2021,Manchester 060A,E01033677,3932.8
2021,Manchester 060B,E01033681,3876.4
2021,Manchester 060C,E01033682,7205.2
2021,Manchester 060E,E01034131,10688.2
2021,Manchester 060F,E01034132,17925.6
2021,Manchester 061A,E01005129,4279.7
2021,Manchester 061B,E01005132,5373.4
2021,Manchester 061C,E01034133,6988.4
2021,Manchester 061D,E01034134,18996.8
2021,Manchester 062D,E01033684,37681.2
2021,Manchester 062B,E01033688,1850.4
2021,Manchester 062A,E01034135,7448.2
2021,Manchester 062C,E01034136,14687.0
2021,Manchester 063B,E01005233,28431.8
2021,Manchester 063A,E01005234,11524.7
2021,Manchester 063D,E01005238,11080.0
2021,Manchester 063C,E01034137,9135.0
2021,Manchester 064C,E01005199,18389.5
2021,Manchester 064A,E01005200,4596.3
2021,Manchester 064B,E01034138,23797.3
2021,Oldham 001A,E01005357,1051.2
2021,Oldham 001B,E01005358,5982.4
2021,Oldham 001C,E01005359,1352.5
2021,Oldham 001D,E01005360,1463.7
2021,Oldham 002A,E01005441,2137.5
2021,Oldham 002B,E01005442,3593.8
2021,Oldham 002C,E01005444,6821.3
2021,Oldham 002D,E01005445,6144.9
2021,Oldham 003A,E01005361,2816.0
2021,Oldham 003B,E01005443,296.0
2021,Oldham 003C,E01005446,3343.6
2021,Oldham 003D,E01005447,2269.2
2021,Oldham 004A,E01005390,5310.2
2021,Oldham 004B,E01005394,768.5
2021,Oldham 004C,E01005395,4309.8
2021,Oldham 004D,E01005396,3305.7
2021,Oldham 005A,E01005355,6368.4
2021,Oldham 005B,E01005356,3700.9
2021,Oldham 005C,E01005399,4872.4
2021,Oldham 005D,E01005403,2343.2
