date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Rochdale 010E,E01005484,2035,1130,905,111,50,35,86,15,33,48,158,109,193,52,7,6,2,0,0
2021,Rochdale 010F,E01005486,1701,1008,693,90,51,25,59,9,24,47,103,90,151,37,5,0,1,1,0
2021,Rochdale 010G,E01005487,1788,1120,668,95,32,20,48,16,26,44,124,89,130,32,6,4,2,0,0
2021,Rochdale 011A,E01005474,1318,1047,271,36,20,7,25,2,16,13,56,34,43,15,0,4,0,0,0
2021,Rochdale 011B,E01005575,1717,1491,226,39,17,7,19,1,9,15,43,25,44,5,1,1,0,0,0
2021,Rochdale 011C,E01005576,1527,1239,288,34,19,4,35,6,8,26,49,50,41,10,2,4,0,0,0
2021,Rochdale 011D,E01005577,1457,1358,99,15,6,3,6,2,4,13,23,17,7,3,0,0,0,0,0
2021,Rochdale 012A,E01005469,1825,1576,249,39,19,7,25,5,11,11,39,31,45,14,0,2,1,0,0
2021,Rochdale 012B,E01005563,2173,1492,681,85,56,16,65,17,18,52,102,93,127,38,3,8,1,0,0
2021,Rochdale 012C,E01005565,1571,1256,315,50,18,12,31,4,7,20,47,41,73,11,1,0,0,0,0
2021,Rochdale 012D,E01005566,2342,1870,472,57,23,22,27,11,14,42,97,85,75,16,0,3,0,0,0
2021,Rochdale 012E,E01005568,1941,1190,751,94,36,27,76,20,30,50,119,96,164,30,6,2,0,0,1
2021,Rochdale 012F,E01005569,1791,1349,442,53,33,21,29,6,23,32,90,55,80,17,0,3,0,0,0
2021,Rochdale 013A,E01005556,1530,1471,59,10,5,1,4,0,1,4,8,11,11,4,0,0,0,0,0
2021,Rochdale 013B,E01005559,1468,1362,106,21,8,2,8,0,6,3,20,17,15,5,0,1,0,0,0
2021,Rochdale 013C,E01005560,1461,1421,40,9,1,0,2,1,0,5,10,9,3,0,0,0,0,0,0
2021,Rochdale 013D,E01005567,1878,1703,175,24,7,3,11,2,5,6,38,28,42,5,1,3,0,0,0
2021,Rochdale 014A,E01005555,1386,1352,34,8,2,1,2,0,3,3,5,6,2,2,0,0,0,0,0
2021,Rochdale 014B,E01005557,1139,1101,38,15,3,1,2,2,3,0,5,0,7,0,0,0,0,0,0
2021,Rochdale 014C,E01005558,1594,1539,55,7,5,1,2,0,5,2,16,6,7,4,0,0,0,0,0
2021,Rochdale 014D,E01005561,1411,1365,46,4,1,0,5,2,3,3,10,10,5,3,0,0,0,0,0
2021,Rochdale 014E,E01005562,1510,1448,62,8,7,3,6,0,2,2,12,10,7,5,0,0,0,0,0
2021,Rochdale 015A,E01005470,2036,1088,948,106,47,42,95,17,38,65,163,125,169,64,8,9,0,0,0
2021,Rochdale 015B,E01005471,1693,1050,643,88,31,27,56,11,32,34,102,95,123,36,3,4,1,0,0
2021,Rochdale 015C,E01005475,1778,1142,636,68,39,30,67,11,31,37,105,91,118,27,5,6,1,0,0
2021,Rochdale 015D,E01005485,2370,1367,1003,98,38,46,114,20,50,75,203,122,160,61,6,6,4,0,0
2021,Rochdale 015E,E01005564,2411,1379,1032,134,61,30,104,30,43,76,171,116,215,45,5,2,0,0,0
2021,Rochdale 016A,E01005464,1967,1478,489,72,33,14,30,6,9,21,92,69,116,24,1,2,0,0,0
2021,Rochdale 016B,E01005465,1809,1600,209,32,6,3,21,4,10,17,35,28,43,6,1,3,0,0,0
2021,Rochdale 016C,E01005466,2484,1847,637,86,44,17,48,6,13,31,89,92,178,27,0,3,3,0,0
2021,Rochdale 016D,E01005467,1970,1564,406,50,17,19,23,13,9,21,59,69,104,18,3,1,0,0,0
2021,Rochdale 016E,E01005468,2168,2068,100,17,7,1,7,2,4,11,13,19,13,3,2,1,0,0,0
2021,Rochdale 017A,E01005476,1796,1635,161,30,10,4,10,3,3,10,35,22,27,4,1,1,1,0,0
2021,Rochdale 017B,E01005477,1771,1498,273,28,12,6,28,4,13,18,45,37,56,19,4,0,1,2,0
2021,Rochdale 017C,E01005478,1588,1403,185,30,12,4,14,1,16,14,24,24,36,6,2,1,1,0,0
2021,Rochdale 017D,E01005479,1976,1813,163,29,8,7,17,3,6,7,27,22,33,3,1,0,0,0,0
2021,Rochdale 017E,E01005480,1646,1385,261,31,22,8,28,2,12,21,44,34,50,4,4,1,0,0,0
2021,Rochdale 017F,E01005481,1678,1382,296,41,12,9,25,2,18,29,73,34,49,2,0,1,0,0,1
2021,Rochdale 018A,E01005497,1889,1570,319,53,27,7,27,4,8,10,40,51,73,18,0,1,0,0,0
2021,Rochdale 018B,E01005501,1782,1581,201,24,8,3,10,0,6,8,51,44,33,14,0,0,0,0,0
2021,Rochdale 018C,E01005502,1378,1313,65,14,3,3,5,1,1,3,9,9,13,4,0,0,0,0,0
2021,Rochdale 018D,E01005504,1642,1484,158,23,10,9,4,0,9,11,25,21,37,7,0,2,0,0,0
2021,Rochdale 018E,E01005505,2180,1993,187,19,10,7,15,0,10,10,40,33,37,5,0,1,0,0,0
2021,Rochdale 018F,E01005509,1445,1273,172,22,8,3,12,1,6,6,26,32,37,17,1,1,0,0,0
2021,Rochdale 019A,E01005510,1093,1043,50,7,3,1,7,0,4,3,10,6,7,2,0,0,0,0,0
2021,Rochdale 019B,E01005511,1253,1205,48,11,0,2,4,0,2,3,3,10,10,2,0,1,0,0,0
2021,Rochdale 019C,E01005512,1439,1316,123,22,7,2,5,2,7,7,22,25,17,6,0,1,0,0,0
2021,Rochdale 019D,E01005513,1553,1360,193,19,13,5,11,2,2,18,35,30,45,8,2,2,1,0,0
2021,Rochdale 019E,E01005514,1844,1649,195,27,11,7,15,7,6,1,37,30,44,7,1,2,0,0,0
2021,Rochdale 019F,E01005515,1799,1583,216,29,19,17,18,2,2,8,39,28,45,9,0,0,0,0,0
2021,Rochdale 020A,E01005498,1369,1274,95,18,4,2,7,2,4,3,18,13,21,2,0,1,0,0,0
2021,Rochdale 020B,E01005500,1591,1496,95,20,5,3,11,2,5,4,19,13,12,0,1,0,0,0,0
2021,Rochdale 020C,E01005503,1320,1229,91,15,1,1,5,2,6,8,24,15,10,0,1,3,0,0,0
2021,Rochdale 020D,E01005506,1544,1419,125,13,6,5,13,2,3,8,21,21,26,7,0,0,0,0,0
2021,Rochdale 020E,E01005507,2261,2117,144,23,7,4,10,2,5,10,30,23,22,8,0,0,0,0,0
2021,Rochdale 020F,E01005508,2015,1928,87,11,6,3,8,4,3,7,15,13,14,2,1,0,0,0,0
2021,Rochdale 021A,E01005524,1467,1359,108,13,4,2,5,2,3,7,16,26,24,5,1,0,0,0,0
2021,Rochdale 021B,E01005525,1884,1522,362,31,16,9,27,3,11,22,63,69,84,24,3,0,0,0,0
2021,Rochdale 021C,E01005526,1904,1626,278,36,15,8,14,4,12,15,55,52,59,7,1,0,0,0,0
2021,Rochdale 021D,E01005528,1543,1353,190,25,14,5,10,4,7,9,32,29,42,11,2,0,0,0,0
2021,Rochdale 021E,E01005536,1711,1479,232,22,14,15,36,5,11,11,21,23,57,17,0,0,0,0,0
2021,Rochdale 021F,E01005543,1253,1192,61,7,4,1,8,1,3,2,13,12,8,2,0,0,0,0,0
2021,Rochdale 022A,E01005527,2058,1595,463,50,25,14,37,4,14,14,67,87,125,22,1,3,0,0,0
2021,Rochdale 022B,E01005529,1659,1403,256,33,14,15,20,4,11,14,39,32,59,14,0,1,0,0,0
2021,Rochdale 022C,E01005551,2030,1749,281,23,17,8,18,5,11,16,39,57,73,13,0,1,0,0,0
2021,Rochdale 022D,E01005552,2342,1861,481,52,30,14,40,12,14,22,83,62,120,28,3,0,1,0,0
2021,Rochdale 022E,E01005553,2035,1684,351,52,17,14,24,3,11,15,64,49,82,16,2,1,1,0,0
2021,Rochdale 022F,E01005554,2154,1686,468,50,21,9,25,10,10,22,101,105,97,14,3,1,0,0,0
2021,Rochdale 023A,E01005534,1415,1323,92,15,3,4,6,0,2,5,12,13,21,6,3,1,1,0,0
2021,Rochdale 023B,E01005535,1469,1343,126,14,6,1,13,0,4,5,25,28,25,5,0,0,0,0,0
2021,Rochdale 023C,E01005537,1269,1236,33,6,0,2,2,1,0,3,6,4,8,1,0,0,0,0,0
2021,Rochdale 023D,E01005538,1481,1351,130,15,8,4,9,5,1,10,19,26,31,2,0,0,0,0,0
2021,Rochdale 023E,E01005540,1346,1262,84,17,9,2,4,0,3,4,9,15,18,3,0,0,0,0,0
2021,Rochdale 023F,E01005541,1533,1408,125,14,8,1,8,1,2,8,16,25,32,9,1,0,0,0,0
2021,Rochdale 023G,E01005542,1619,1434,185,22,8,8,18,4,5,8,39,29,33,9,1,1,0,0,0
2021,Rochdale 024A,E01005533,1623,1516,107,12,12,3,3,2,8,5,22,17,17,6,0,0,0,0,0
2021,Rochdale 024B,E01005539,1315,1194,121,17,4,2,8,3,2,5,17,30,23,7,1,2,0,0,0
2021,Rochdale 024C,E01005546,1244,1127,117,13,9,4,12,5,4,5,10,14,32,9,0,0,0,0,0
2021,Rochdale 024D,E01005547,1760,1549,211,25,9,7,20,3,7,14,31,29,50,14,0,2,0,0,0
2021,Rochdale 024E,E01005548,1273,1095,178,24,6,9,12,2,3,8,30,26,46,12,0,0,0,0,0
2021,Rochdale 025A,E01005530,1458,1378,80,16,8,0,3,1,8,11,13,9,8,3,0,0,0,0,0
2021,Rochdale 025B,E01005531,1155,1059,96,11,5,4,8,2,3,13,8,12,27,2,0,1,0,0,0
2021,Rochdale 025C,E01005532,1548,1243,305,29,17,14,32,7,11,11,44,43,75,20,1,1,0,0,0
2021,Rochdale 025D,E01005544,1474,1404,70,12,1,2,5,2,1,2,19,11,11,1,0,3,0,0,0
2021,Rochdale 025E,E01005545,1251,1148,103,18,2,4,1,3,4,7,17,11,29,7,0,0,0,0,0
2021,Rochdale 025F,E01005549,1549,1469,80,17,6,6,4,0,1,2,18,13,10,2,0,1,0,0,0
2021,Rochdale 025G,E01005550,1466,1396,70,10,6,4,3,1,7,5,9,14,7,4,0,0,0,0,0
2021,Salford 001A,E01005659,1542,1355,187,25,8,6,14,4,1,9,30,24,47,15,3,0,1,0,0
2021,Salford 001B,E01005660,1823,1504,319,59,17,12,38,10,8,11,34,39,78,12,1,0,0,0,0
2021,Salford 001C,E01005663,1525,1273,252,33,11,12,26,2,2,6,35,45,70,7,1,1,1,0,0
2021,Salford 001D,E01005664,1712,1311,401,62,21,12,47,3,11,12,61,50,98,24,0,0,0,0,0
2021,Salford 001E,E01005665,2108,1674,434,50,32,11,39,4,24,17,50,49,105,39,4,10,0,0,0
2021,Salford 002A,E01005703,1748,1491,257,31,22,12,22,4,8,23,26,30,62,16,0,0,1,0,0
2021,Salford 002B,E01005704,1343,1227,116,8,5,1,13,2,1,6,23,29,21,6,0,0,1,0,0
2021,Salford 002C,E01005706,1538,1334,204,18,19,8,21,1,7,11,33,37,43,6,0,0,0,0,0
2021,Salford 002D,E01005708,1436,1224,212,14,6,7,20,1,9,12,42,28,50,16,4,3,0,0,0
2021,Salford 003A,E01005702,2636,2263,373,47,14,8,32,4,9,22,70,69,59,23,6,8,1,1,0
2021,Salford 003C,E01005707,1750,1492,258,26,15,17,19,2,10,17,46,36,56,11,3,0,0,0,0
2021,Salford 003D,E01033976,1962,1747,215,23,8,12,17,3,8,11,41,43,40,9,0,0,0,0,0
2021,Salford 003E,E01033977,1139,1045,94,10,0,0,8,2,4,7,22,21,18,2,0,0,0,0,0
2021,Salford 004A,E01005661,1900,1582,318,42,26,11,14,4,7,20,46,46,82,17,2,1,0,0,0
2021,Salford 004B,E01005662,1624,1231,393,27,50,40,28,3,12,24,46,39,105,19,0,0,0,0,0
2021,Salford 004C,E01005709,1604,1361,243,37,15,6,17,5,9,8,41,30,61,12,1,1,0,0,0
2021,Salford 004D,E01005710,2141,1919,222,28,9,1,14,1,14,13,44,44,45,8,1,0,0,0,0
2021,Salford 005A,E01005670,1760,1369,391,57,21,25,28,4,18,9,51,49,98,26,3,2,0,0,0
2021,Salford 005B,E01005672,1280,1061,219,17,12,11,7,0,3,18,34,44,57,12,2,0,2,0,0
2021,Salford 005C,E01005676,1227,1171,56,7,4,4,3,1,2,6,13,3,11,0,1,1,0,0,0
2021,Salford 005D,E01005677,1581,1383,198,17,10,2,13,2,7,7,38,31,53,13,4,1,0,0,0
2021,Salford 006A,E01005686,1463,1261,202,26,10,9,11,1,10,15,32,31,38,11,6,2,0,0,0
2021,Salford 006B,E01005688,1565,1403,162,22,10,7,10,2,4,8,30,23,37,7,2,0,0,0,0
2021,Salford 006C,E01005691,1413,1334,79,9,8,1,3,0,8,4,10,17,15,4,0,0,0,0,0
2021,Salford 006D,E01005692,1377,1140,237,27,13,5,19,2,5,11,37,38,66,12,2,0,0,0,0
2021,Salford 007A,E01005711,1395,1326,69,7,3,2,4,1,5,6,12,11,15,2,1,0,0,0,0
2021,Salford 007B,E01005712,1838,1653,185,27,10,6,9,3,5,9,26,36,44,8,2,0,0,0,0
2021,Salford 007C,E01005713,1629,1537,92,12,6,1,7,2,4,9,13,12,17,8,1,0,0,0,0
2021,Salford 007D,E01005714,1711,1549,162,21,2,4,14,4,6,9,33,24,29,12,2,2,0,0,0
2021,Salford 007E,E01005715,1746,1626,120,14,2,3,13,2,3,12,24,20,22,5,0,0,0,0,0
2021,Salford 007F,E01005718,1600,1473,127,13,8,0,8,1,4,16,30,16,21,5,3,0,2,0,0
2021,Salford 008A,E01005673,1487,1307,180,21,8,2,14,3,8,9,42,25,36,11,0,1,0,0,0
2021,Salford 008C,E01005678,1570,1325,245,25,10,9,15,2,9,22,60,33,48,11,0,1,0,0,0
2021,Salford 008D,E01005679,1551,1276,275,42,12,7,12,3,7,9,53,54,57,16,0,2,1,0,0
2021,Salford 008E,E01033978,1031,859,172,8,9,5,15,3,7,11,30,33,34,17,0,0,0,0,0
2021,Salford 008F,E01033979,2044,1771,273,34,17,11,24,9,18,20,52,36,43,9,0,0,0,0,0
2021,Salford 009A,E01005687,1805,1629,176,26,6,6,11,1,6,11,35,28,38,6,1,1,0,0,0
2021,Salford 009B,E01005689,1365,1091,274,26,21,10,26,3,11,6,28,47,65,24,3,3,1,0,0
2021,Salford 009C,E01005690,1568,1449,119,13,3,3,8,0,6,8,30,17,20,7,1,3,0,0,0
2021,Salford 009D,E01005693,1434,1338,96,14,8,1,4,0,4,2,21,19,19,2,2,0,0,0,0
2021,Salford 010A,E01005646,2247,1696,551,132,33,33,13,7,8,49,91,69,90,21,4,1,0,0,0
2021,Salford 010B,E01005649,1722,1336,386,118,25,7,22,4,6,18,60,44,56,17,5,4,0,0,0
2021,Salford 010C,E01005650,1992,1370,622,146,46,32,55,7,12,25,83,62,107,36,2,7,2,0,0
2021,Salford 010D,E01005651,2274,1646,628,123,37,9,42,7,33,42,106,94,108,26,1,0,0,0,0
2021,Salford 011A,E01005647,1502,1192,310,43,15,4,15,3,8,14,71,42,71,17,3,1,2,0,1
2021,Salford 011B,E01005648,2352,1637,715,65,23,16,47,10,22,32,143,151,165,32,4,4,1,0,0
2021,Salford 011C,E01005652,1558,1223,335,43,22,13,27,5,9,6,54,64,76,10,4,2,0,0,0
2021,Salford 011D,E01005653,1559,1059,500,51,22,24,44,8,12,26,72,89,115,32,4,1,0,0,0
2021,Salford 012A,E01005671,1567,1319,248,22,5,2,15,4,14,23,47,61,42,9,0,4,0,0,0
2021,Salford 012B,E01005674,1573,1388,185,20,8,7,15,4,8,9,26,31,46,9,1,1,0,0,0
2021,Salford 012C,E01005694,1710,1593,117,18,6,4,6,1,6,5,24,17,28,2,0,0,0,0,0
2021,Salford 012D,E01005696,1783,1618,165,19,11,4,7,1,2,12,30,32,29,10,1,5,0,2,0
2021,Salford 012E,E01005698,1748,1449,299,33,16,7,9,8,16,19,57,57,58,17,1,0,0,1,0
2021,Salford 012F,E01005700,1516,1300,216,33,14,8,12,1,6,8,23,39,52,18,1,1,0,0,0
2021,Salford 013A,E01005716,1635,1501,134,24,3,0,5,3,6,6,38,18,21,8,0,2,0,0,0
2021,Salford 013B,E01005717,1554,1353,201,26,8,5,15,4,12,14,30,35,39,12,0,1,0,0,0
2021,Salford 013C,E01005734,1420,1297,123,22,6,2,8,2,4,11,20,23,19,5,1,0,0,0,0
2021,Salford 013D,E01005735,1425,1349,76,8,4,4,1,1,2,8,16,13,16,3,0,0,0,0,0
2021,Salford 013E,E01005736,1368,1314,54,7,2,1,3,1,4,2,16,3,8,6,0,1,0,0,0
2021,Salford 013F,E01005737,1509,1384,125,17,5,2,2,1,4,8,33,22,20,11,0,0,0,0,0
2021,Salford 013G,E01005739,1999,1799,200,22,12,5,12,1,7,18,36,46,34,5,0,2,0,0,0
2021,Salford 014A,E01005695,1556,1463,93,11,2,4,6,0,5,12,21,14,14,2,2,0,0,0,0
2021,Salford 014B,E01005697,1531,1478,53,9,2,2,5,1,3,1,6,9,14,0,1,0,0,0,0
2021,Salford 014C,E01005738,1931,1776,155,24,4,3,15,2,5,14,22,29,32,3,1,0,1,0,0
2021,Salford 014D,E01005740,1599,1504,95,15,7,1,8,0,2,3,16,26,13,4,0,0,0,0,0
2021,Salford 014E,E01005741,1678,1562,116,30,1,5,8,2,3,2,20,18,24,2,1,0,0,0,0
2021,Salford 014F,E01005742,1555,1497,58,8,1,3,4,0,1,10,8,15,6,2,0,0,0,0,0
2021,Salford 015A,E01005625,1372,1261,111,15,6,3,6,2,3,4,15,22,25,10,0,0,0,0,0
2021,Salford 015B,E01005627,1171,1062,109,10,10,4,5,0,1,8,16,18,29,6,1,1,0,0,0
2021,Salford 015C,E01005699,1792,1678,114,14,4,1,11,0,3,7,18,19,32,3,0,1,1,0,0
2021,Salford 015D,E01005701,1827,1660,167,33,8,5,18,2,6,8,25,20,31,8,1,2,0,0,0
2021,Salford 017A,E01005624,1840,1360,480,48,19,17,34,4,9,31,92,84,112,22,4,2,2,0,0
2021,Salford 017B,E01005680,1731,1398,333,30,14,9,34,5,5,25,47,59,81,23,1,0,0,0,0
2021,Salford 017C,E01005683,2149,1626,523,70,27,14,39,5,25,32,100,68,106,33,2,2,0,0,0
2021,Salford 017G,E01033980,1043,691,352,19,17,9,32,4,14,23,62,62,91,13,3,2,1,0,0
2021,Salford 017H,E01033981,2740,2095,645,75,28,27,65,11,36,59,132,87,99,23,1,2,0,0,0
2021,Salford 018A,E01005622,1597,1375,222,25,8,6,20,4,8,20,34,39,40,15,3,0,0,0,0
2021,Salford 018B,E01005623,1263,1145,118,21,5,1,10,3,7,11,18,17,21,1,1,2,0,0,0
2021,Salford 018C,E01005626,1288,1194,94,11,5,7,3,3,1,5,14,16,26,0,2,1,0,0,0
2021,Salford 018D,E01005628,1577,1311,266,21,7,9,17,4,9,19,68,55,46,9,2,0,0,0,0
2021,Salford 019A,E01005725,1459,1244,215,27,22,12,12,4,3,16,22,39,56,2,0,0,0,0,0
2021,Salford 019B,E01005726,1434,1295,139,17,5,2,13,1,4,8,27,23,28,11,0,0,0,0,0
2021,Salford 019C,E01005727,1349,1195,154,16,3,5,11,2,7,11,25,38,27,6,1,2,0,0,0
2021,Salford 019D,E01005728,1793,1649,144,19,6,4,14,6,6,13,21,17,24,12,2,0,0,0,0
2021,Salford 019E,E01005733,1469,1177,292,31,26,19,56,17,8,16,29,32,52,5,0,0,1,0,0
2021,Salford 020A,E01005631,1580,1262,318,29,12,8,25,5,14,13,54,46,75,26,5,3,3,0,0
2021,Salford 020B,E01005632,2456,1878,578,75,33,11,27,10,25,51,125,106,95,13,4,1,1,1,0
2021,Salford 020C,E01005633,1534,1308,226,17,14,5,16,2,6,13,42,61,39,9,1,1,0,0,0
2021,Salford 020D,E01005634,1589,1483,106,16,6,2,13,0,4,14,16,12,19,3,1,0,0,0,0
2021,Salford 020E,E01005635,1554,1304,250,30,8,2,7,3,6,17,57,46,64,7,3,0,0,0,0
2021,Salford 020F,E01005636,1596,1433,163,17,8,3,10,0,6,12,26,33,36,10,0,2,0,0,0
2021,Salford 020G,E01005637,1450,1326,124,23,4,3,4,1,8,7,19,30,20,4,1,0,0,0,0
2021,Salford 021A,E01005629,1483,1291,192,20,9,1,13,5,6,10,39,36,39,9,3,0,2,0,0
2021,Salford 021B,E01005630,1531,1315,216,20,16,6,5,1,12,11,33,33,69,5,3,1,0,1,0
2021,Salford 021C,E01005719,2038,1393,645,56,16,12,43,7,18,51,110,137,153,36,5,1,0,0,0
2021,Salford 021E,E01005722,2031,1528,503,50,25,17,29,3,16,22,86,87,134,28,3,3,0,0,0
2021,Salford 021F,E01005723,1660,1291,369,42,14,18,30,5,13,15,44,69,89,26,0,4,0,0,0
2021,Salford 021G,E01005724,1414,1273,141,13,7,3,11,1,3,11,23,37,22,7,2,1,0,0,0
2021,Salford 021H,E01033982,1908,1523,385,36,17,11,25,10,22,26,64,53,93,24,2,2,0,0,0
2021,Salford 021I,E01033983,1276,834,442,30,16,12,26,2,23,22,108,95,91,17,0,0,0,0,0
2021,Salford 023A,E01005654,1965,1356,609,57,25,20,38,14,16,46,122,109,126,36,0,0,0,0,0
2021,Salford 023B,E01005656,1699,1210,489,35,21,18,45,23,13,29,76,69,138,18,2,2,0,0,0
2021,Salford 023C,E01005657,1802,1346,456,56,26,18,35,12,17,25,83,73,87,23,0,1,0,0,0
2021,Salford 023D,E01005721,1549,1297,252,25,4,15,13,16,10,20,61,43,38,4,1,2,0,0,0
2021,Salford 024C,E01005681,1504,1130,374,20,15,5,24,9,25,56,62,56,82,18,0,2,0,0,0
2021,Salford 024D,E01005682,1745,1106,639,37,19,14,26,10,26,30,137,157,139,34,3,4,3,0,0
2021,Salford 024E,E01033984,2440,1591,849,88,27,24,53,15,32,47,162,166,198,34,3,0,0,0,0
2021,Salford 025A,E01005729,1534,1182,352,49,17,11,21,4,16,18,50,53,89,17,3,4,0,0,0
2021,Salford 025B,E01005730,1667,1437,230,30,8,4,16,3,8,13,47,42,52,5,1,0,1,0,0
2021,Salford 025C,E01005731,1567,1204,363,41,13,6,21,2,19,13,66,74,82,23,0,3,0,0,0
2021,Salford 025D,E01005732,1207,1009,198,20,7,6,20,4,4,5,33,36,54,8,1,0,0,0,0
2021,Salford 026A,E01005599,1904,1410,494,36,18,11,38,20,12,26,87,97,120,22,4,2,1,0,0
2021,Salford 026B,E01005600,2038,1626,412,41,30,11,19,7,22,30,74,75,82,18,1,2,0,0,0
2021,Salford 026C,E01005601,1740,1426,314,35,6,5,38,5,17,18,56,57,70,7,0,0,0,0,0
2021,Salford 026D,E01005602,1672,1320,352,26,16,5,20,11,34,28,53,69,74,12,2,1,1,0,0
2021,Salford 027A,E01005603,1809,1427,382,28,17,11,38,14,15,15,67,78,82,11,1,4,1,0,0
2021,Salford 027B,E01005604,1652,1446,206,25,9,3,14,3,4,13,45,43,40,4,1,2,0,0,0
2021,Salford 027C,E01005605,1656,1463,193,20,4,3,16,2,7,16,50,26,40,8,1,0,0,0,0
2021,Salford 027D,E01005638,2210,1644,566,55,23,18,51,15,28,51,91,83,127,22,1,0,1,0,0
2021,Salford 029A,E01005639,1515,1339,176,17,17,9,18,2,5,13,24,25,36,10,0,0,0,0,0
2021,Salford 029B,E01005640,1360,1244,116,13,7,2,15,0,7,6,24,15,22,3,1,1,0,0,0
2021,Salford 029C,E01005641,1365,1293,72,9,3,2,3,1,2,5,17,15,9,6,0,0,0,0,0
2021,Salford 029D,E01005642,1207,1117,90,13,7,3,2,3,5,5,10,13,21,6,0,1,1,0,0
2021,Salford 029E,E01005643,1368,1301,67,9,1,3,9,4,1,5,9,10,11,5,0,0,0,0,0
2021,Salford 029F,E01005644,1516,1439,77,15,3,2,2,0,4,8,9,12,16,4,2,0,0,0,0
2021,Salford 029G,E01005645,1365,1307,58,13,6,3,2,0,7,3,8,8,8,0,0,0,0,0,0
2021,Salford 030A,E01005616,1444,1378,66,14,1,2,8,4,4,2,8,10,10,3,0,0,0,0,0
2021,Salford 030B,E01005617,1480,1431,49,6,2,1,1,0,5,4,10,9,9,2,0,0,0,0,0
2021,Salford 030C,E01005618,2077,1919,158,16,3,4,15,5,5,13,35,31,21,9,0,1,0,0,0
2021,Salford 030D,E01005619,1231,1166,65,13,4,2,5,1,0,1,11,7,18,1,1,1,0,0,0
2021,Salford 030E,E01005620,2553,2327,226,33,3,5,17,11,14,13,45,41,35,6,2,1,0,0,0
2021,Salford 030F,E01005621,1770,1620,150,15,7,3,10,1,2,13,42,26,26,5,0,0,0,0,0
2021,Salford 031B,E01005612,2485,1490,995,135,68,36,102,14,28,38,121,160,228,54,7,4,0,0,0
2021,Salford 031A,E01005613,2698,1480,1218,155,58,35,74,15,39,51,208,224,284,66,5,3,1,0,0
2021,Salford 031C,E01005614,3102,2159,943,289,97,27,38,8,26,57,113,140,119,26,1,2,0,0,0
2021,Salford 032C,E01005611,2515,1747,768,79,32,27,41,12,34,41,149,148,163,41,1,0,0,0,0
2021,Salford 032D,E01005615,2370,1490,880,141,49,21,38,10,19,66,137,151,204,40,3,1,0,0,0
2021,Salford 032A,E01033985,1665,997,668,53,35,30,45,23,23,38,117,108,173,20,3,0,0,0,0
2021,Salford 032B,E01033986,1521,875,646,47,27,21,54,18,21,58,133,117,130,15,2,3,0,0,0
2021,Salford 033F,E01032909,1715,1141,574,29,11,8,22,7,30,65,145,146,98,12,1,0,0,0,0
2021,Salford 033E,E01033330,1538,1002,536,36,10,6,27,3,32,34,115,122,118,27,3,3,0,0,0
2021,Salford 033A,E01033987,1137,707,430,23,13,10,23,4,49,52,93,78,65,18,1,1,0,0,0
2021,Salford 033B,E01033988,1308,839,469,20,11,3,17,11,31,75,127,109,56,7,2,0,0,0,0
2021,Salford 033C,E01033989,1131,692,439,17,9,6,19,5,15,47,118,93,107,2,1,0,0,0,0
2021,Salford 033D,E01033990,1189,679,510,21,11,8,23,11,28,64,136,90,106,8,4,0,0,0,0
2021,Salford 034C,E01005610,2943,2414,529,55,34,19,44,5,31,60,100,72,93,13,1,2,0,0,0
2021,Salford 034D,E01032684,1385,874,511,46,30,13,26,9,12,33,118,95,105,20,1,3,0,0,0
2021,Salford 034E,E01032906,2046,1314,732,37,14,12,27,12,33,86,172,171,126,32,10,0,0,0,0
2021,Salford 034A,E01033991,1560,1063,497,34,10,22,39,4,24,48,101,113,87,14,0,1,0,0,0
2021,Salford 034B,E01033992,1401,898,503,76,19,14,22,3,22,46,101,96,92,9,2,1,0,0,0
2021,Salford 035C,E01005667,2273,1688,585,63,22,15,33,7,18,33,105,126,122,31,7,1,2,0,0
2021,Salford 035B,E01032912,2271,1547,724,94,33,18,40,22,34,51,121,144,132,27,7,1,0,0,0
